,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
2,C.Rea u4.5 Ks,kylemurray03,120,0.83,C.Rea,1.826,0.996,Milwaukee Brewers,Chicago Cubs,1.0,0.5555555555555556,1,0.4,0,0.5555555555555556,1
4,N.Pivetta o5.5 ks,Jason Radowitz,-158,1.0,N.Pivetta,1.6329113924050631,0.6329113924050633,Boston Red Sox,Detroit Tigers,1.0,0.5,0,0.4,0,0.5,0
7,Z.Gallen o5.5 strikeouts,Rotowire,100,0.75,Z.Gallen,1.5,0.75,Arizona Diamondbacks,New York Mets,0.0,0.6,1,0.4,0,0.6,1
8,R.Kerr u4.5 strikeouts,Rotowire,100,0.75,R.Kerr,1.5,0.75,Atlanta Braves,Washington Nationals,1.0,0.0,0,0.0,0,0.0,0
9,L.Gilbert u5.5 strikeouts,Rotowire,100,0.75,L.Gilbert,1.5,0.75,Seattle Mariners,Houston Astros,1.0,0.2727272727272727,0,0.6,1,0.3,0
0,S.Arrighetti u6.5 Ks,kylemurray03,-140,1.4,S.Arrighetti,2.4,1.0,Houston Astros,Seattle Mariners,0.0,0.75,1,0.8,1,0.75,1
8,S.Armstrong o1.5 Ks,The_Oddsmaker,-130,1.3,S.Armstrong,2.3,0.9999999999999998,Tampa Bay Rays,Oakland Athletics,1.0,0.75,1,0.75,1,0.75,1
10,L.Gilbert u5.5 ks,Jason Radowitz,-128,1.0,L.Gilbert,1.78125,0.78125,Seattle Mariners,Houston Astros,1.0,0.2727272727272727,0,0.6,1,0.3,0
17,C.Scott o4.5 strikeouts,Rotowire,100,0.75,C.Scott,1.5,0.75,New York Mets,Arizona Diamondbacks,1.0,0.5,0,0.5,0,0.5,0
19,P.Sandoval o4.5 strikeouts,Rotowire,100,0.75,P.Sandoval,1.5,0.75,Los Angeles Angels,New York Yankees,1.0,0.5454545454545454,1,0.6,1,0.6,1
