,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Correct
0,F.Peralta u2.5 BB,SBK5065,Milwaukee Brewers,F.Peralta,St Louis Cardinals,1.0,0.7777777777777778,1.0,0.8,1.0,0.7,1.0,-185,1.0,1.5405405405405406,0.5405405405405406,Y
1,J.Verlander u6.5 Ks,SBK5065,Houston Astros,J.Verlander,Cincinnati Reds,0.0,0.6666666666666666,1.0,0.8,1.0,0.7,1.0,-170,1.0,1.5882352941176472,0.5882352941176472,Y
2,J.Jones o5.5 Ks,Bettingyoda,Pittsburgh Pirates,J.Jones,Chicago Cubs,0.0,0.5882352941176471,1.0,0.4,0.0,0.4,0.0,-120,1.0,1.8333333333333333,0.8333333333333335,N
3,G.Cole u18.5 Outs,SBK5065,New York Yankees,G.Cole,Texas Rangers,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-189,1.25,1.9113756613756607,0.6613756613756614,Y
4,M.Wacha u18.5 Outs,SBK5065,Kansas City Royals,M.Wacha,Cleveland Guardians,1.0,0.7916666666666666,1.0,0.8,1.0,0.7,1.0,-214,1.33,1.951495327102804,0.6214953271028039,Y
5,K.Isbel o0.5 hits+runs+rbi,Rotowire,Kansas City Royals,K.Isbel,Cleveland Guardians,1.0,0.6513761467889908,1.0,0.8,1.0,0.7,1.0,100,0.75,1.5,0.75,Y
6,G.Perdomo o0.5 hits+runs+rbi,Rotowire,Arizona Diamondbacks,G.Perdomo,Los Angeles Dodgers,1.0,0.7777777777777778,1.0,0.8,1.0,0.8,1.0,100,0.75,1.5,0.75,Y
7,F.Peralta o5.5 strikeouts,Rotowire,Milwaukee Brewers,F.Peralta,St Louis Cardinals,1.0,0.7037037037037037,1.0,0.4,0.0,0.5,0.0,100,0.75,1.5,0.75,N
8,E.Rodriguez o4.5 strikeouts,Rotowire,Arizona Diamondbacks,E.Rodriguez,Los Angeles Dodgers,1.0,0.75,1.0,0.75,1.0,0.75,1.0,100,0.75,1.5,0.75,N
9,E.Rodriguez o4.5 strikeouts,Rotowire Prizepicks,Arizona Diamondbacks,E.Rodriguez,Los Angeles Dodgers,1.0,0.75,1.0,0.75,1.0,0.75,1.0,100,1.5,3.0,1.5,N
10,W.Adames o1.5 hits+runs+rbi,Rotowire Prizepicks,Milwaukee Brewers,W.Adames,St Louis Cardinals,1.0,0.5182481751824818,1.0,0.8,1.0,0.8,1.0,100,1.5,3.0,1.5,Y
11,J.Flaherty o5.5 strikeouts,Rotowire Prizepicks,Los Angeles Dodgers,J.Flaherty,Arizona Diamondbacks,0.0,0.6,1.0,0.6,1.0,0.6,1.0,100,1.5,3.0,1.5,Y
12,E.Rodriguez u4.5 Ks,ThePropfessor_,Arizona Diamondbacks,E.Rodriguez,Los Angeles Dodgers,1.0,0.25,0.0,0.25,0.0,0.25,0.0,-135,1.35,2.35,1.0,Y
13,B.Witt o1.5 total bases,Rotowire Prizepicks,Kansas City Royals,B.Witt,Cleveland Guardians,1.0,0.0072463768115942,0.0,0.0,0.0,0.0,0.0,100,1.5,3.0,1.5,N
14,A.Pallante u17.5 Outs,PropBetGuy,St Louis Cardinals,A.Pallante,Milwaukee Brewers,0.0,0.6,1.0,0.6,1.0,0.5,0.0,-135,1.35,2.35,1.0,Y
15,L.Gilbert u7.5 Ks,PropBetGuy,Seattle Mariners,L.Gilbert,Oakland Athletics,0.0,0.7037037037037037,1.0,0.8,1.0,0.7,1.0,-145,1.45,2.45,1.0000000000000002,N
16,O.Bido o5.5 strikeouts,Rotowire Prizepicks,Oakland Athletics,O.Bido,Seattle Mariners,1.0,0.625,1.0,0.6,1.0,0.625,1.0,100,1.5,3.0,1.5,N
17,J.Flaherty u17.5 Outs,KyleJustBets,Los Angeles Dodgers,J.Flaherty,Arizona Diamondbacks,0.0,0.6,1.0,0.6,1.0,0.6,1.0,-105,1.0,1.9523809523809523,0.9523809523809524,Y
19,J.Soto o0.5 HR,gneiffer07,New York Yankees,J.Soto,Texas Rangers,0.0,0.225563909774436,0.0,0.0,0.0,0.1,0.0,350,0.25,1.125,0.875,N
20,A.Santander o0.5 HR,gneiffer07,Baltimore Orioles,A.Santander,Chicago White Sox,1.0,0.2727272727272727,0.0,0.2,0.0,0.2,0.0,425,0.25,1.3125,1.0625,N
21,M.Machado o0.5 HR,gneiffer07,San Diego Padres,M.Machado,Detroit Tigers,1.0,0.15625,0.0,0.2,0.0,0.3,0.0,450,0.25,1.375,1.125,N
22,J.Aguiar o2.5 strikeouts,Rotowire,Cincinnati Reds,J.Aguiar,Houston Astros,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,100,0.75,1.5,0.75,N
23,P.Goldschmidt o1.5 Total Bases,theprophunter0_,St Louis Cardinals,P.Goldschmidt,Milwaukee Brewers,0.0,0.3720930232558139,0.0,1.0,1.0,0.7,1.0,170,0.59,1.593,1.003,Y
24,P.Goldschmidt o0.5 Total Bases,theprophunter0_,St Louis Cardinals,P.Goldschmidt,Milwaukee Brewers,0.0,0.6434108527131783,1.0,1.0,1.0,0.9,1.0,-135,1.35,2.35,1.0,Y
25,G.Henderson o0.5 HR,charliedisturco,Baltimore Orioles,G.Henderson,Chicago White Sox,1.0,0.2352941176470588,0.0,0.0,0.0,0.0,0.0,500,0.15,0.8999999999999999,0.7499999999999999,Y
26,J.Soto o0.5 HR,charliedisturco,New York Yankees,J.Soto,Texas Rangers,0.0,0.225563909774436,0.0,0.0,0.0,0.1,0.0,350,0.15,0.6749999999999999,0.5249999999999999,N
27,B.Nimmo o0.5 HR,charliedisturco,New York Mets,B.Nimmo,Boston Red Sox,1.0,0.1338582677165354,0.0,0.0,0.0,0.0,0.0,625,0.15,1.0875,0.9375,N
28,O.Bido o4.5 Ks,PropBetGuy,Oakland Athletics,O.Bido,Seattle Mariners,1.0,0.875,1.0,1.0,1.0,0.875,1.0,-131,1.31,2.31,1.0,N
29,S.Ohtani o1.5 Total Bases,theprophunter0_,Los Angeles Dodgers,S.Ohtani,Arizona Diamondbacks,0.0,0.553030303030303,1.0,0.6,1.0,0.6,1.0,-105,1.05,2.05,0.9999999999999998,Y
30,B.Witt o1.5 Total Bases,theprophunter0_,Kansas City Royals,B.Witt,Cleveland Guardians,1.0,0.0072463768115942,0.0,0.0,0.0,0.0,0.0,-115,1.15,2.1499999999999995,0.9999999999999996,N
31,M.Amaya o0.5 hits+runs+rbi,Rotowire,Chicago Cubs,M.Amaya,Pittsburgh Pirates,1.0,0.6404494382022472,1.0,0.6,1.0,0.6,1.0,100,0.75,1.5,0.75,N
32,V.Robles o0.5 hits+runs+rbi,Rotowire,Seattle Mariners,V.Robles,Oakland Athletics,0.0,0.68,1.0,1.0,1.0,0.8,1.0,100,0.75,1.5,0.75,Y
33,M.Busch o0.5 total bases,Rotowire Prizepicks,Chicago Cubs,M.Busch,Pittsburgh Pirates,1.0,0.5793650793650794,1.0,0.6,1.0,0.5,0.0,100,1.5,3.0,1.5,N
34,B.Bello o5.5 strikeouts,Rotowire Prizepicks,Boston Red Sox,B.Bello,New York Mets,0.0,0.52,1.0,0.6,1.0,0.6,1.0,100,1.5,3.0,1.5,N
35,M.Busch o0.5 hits+runs+rbi,Rotowire,Chicago Cubs,M.Busch,Pittsburgh Pirates,1.0,0.6587301587301587,1.0,0.8,1.0,0.6,1.0,100,0.75,1.5,0.75,N
36,O.Cruz o1.5 hits+runs+rbi,Rotowire Prizepicks,Pittsburgh Pirates,O.Cruz,Chicago Cubs,0.0,0.4918032786885246,0.0,0.8,1.0,0.8,1.0,100,1.5,3.0,1.5,N
37,G.Stanton o1.5 total bases,Rotowire,New York Yankees,G.Stanton,Texas Rangers,0.0,0.4574468085106383,0.0,0.6,1.0,0.6,1.0,100,0.75,1.5,0.75,Y
38,G.Torres o1.5 hits+runs+rbi,Rotowire,New York Yankees,G.Torres,Texas Rangers,0.0,0.4923076923076923,0.0,0.4,0.0,0.5,0.0,100,0.75,1.5,0.75,Y
39,J.Chisholm o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Yankees,J.Chisholm,Texas Rangers,0.0,0.6956521739130435,1.0,0.8,1.0,0.7,1.0,100,1.5,3.0,1.5,Y
40,A.Judge o1.5 total bases,Rotowire Prizepicks,New York Yankees,A.Judge,Texas Rangers,0.0,0.5185185185185185,1.0,0.2,0.0,0.4,0.0,100,1.5,3.0,1.5,Y
