,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,M.Garver o0.5 RBI,Thespinzone,170,0.25,M.Garver,0.675,0.425,Seattle Mariners,Washington Nationals,0,0.2619047619047619,0,0.0,0,0.2,0,N
1,1,D.Moore o0.5 Runs Scored,Thespinzone,-105,0.25,D.Moore,0.4880952380952381,0.238095238095238,Seattle Mariners,Washington Nationals,0,0.3658536585365853,0,0.4,0,0.4,0,N
2,2,G.Kirby u5.5 Ks,GreenDotDaily,-120,1.0,G.Kirby,1.8333333333333333,0.8333333333333335,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0,Y
3,3,G.Kirby u5.5 Ks,SBK5065,-120,0.6,G.Kirby,1.1,0.5000000000000001,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0,Y
4,4,G.Kirby u5.5 Ks,cowhitchurch,-120,0.6,G.Kirby,1.1,0.5000000000000001,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0,Y
5,5,G.Kirby u5.5 Ks,The_Oddsmaker,-120,1.2,G.Kirby,2.2,1.0000000000000002,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0,Y
6,6,G.Kirby u5.5 Ks,charliedisturco,-115,1.15,G.Kirby,2.1499999999999995,0.9999999999999996,Seattle Mariners,Washington Nationals,0,0.5,0,0.6,1,0.5,0,Y
7,7,G.Kirby u1.5 BB,SBK5065,-248,2.0,G.Kirby,2.806451612903226,0.806451612903226,Seattle Mariners,Washington Nationals,0,0.9,1,1.0,1,0.9,1,Y
8,8,G.Kirby u0.5 BB,cowhitchurch,159,0.5,G.Kirby,1.295,0.7949999999999999,Seattle Mariners,Washington Nationals,0,0.6,1,0.6,1,0.6,1,N
9,9,M.Gore o16.5 Outs,cowhitchurch,-110,0.55,M.Gore,1.05,0.5,Washington Nationals,Seattle Mariners,1,0.4444444444444444,0,0.6,1,0.4444444444444444,0,Y
10,10,S.Perez o0.5 RBI,Thespinzone,140,0.25,S.Perez,0.6,0.35,Kansas City Royals,Tampa Bay Rays,0,0.4489795918367347,0,0.8,1,0.5,0,N
11,11,B.Witt o0.5 Runs Scored,Thespinzone,-103,0.25,B.Witt,0.4927184466019417,0.2427184466019417,Kansas City Royals,Tampa Bay Rays,0,0.6078431372549019,1,0.8,1,0.7,1,Y
12,12,S.Lugo o5.5 Ks,cowhitchurch,-125,0.63,S.Lugo,1.134,0.5040000000000001,Kansas City Royals,Tampa Bay Rays,0,0.4,0,0.8,1,0.4,0,N
13,13,T.Stephenson o0.5 HR,charliedisturco,400,0.15,T.Stephenson,0.75,0.6,Cincinnati Reds,Los Angeles Dodgers,1,0.131578947368421,0,0.2,0,0.1,0,N
14,14,J.Paxton u15.5 Outs,charliedisturco,-144,0.58,J.Paxton,0.9827777777777778,0.4027777777777778,Los Angeles Dodgers,Cincinnati Reds,0,0.5,0,0.4,0,0.5,0,Y
15,15,J.Paxton u2.5 BB,cowhitchurch,-160,0.8,J.Paxton,1.3,0.5,Los Angeles Dodgers,Cincinnati Reds,0,0.5,0,0.6,1,0.5,0,N
16,16,J.Paxton u4.5 Ks,charliedisturco,120,0.5,J.Paxton,1.1,0.6000000000000001,Los Angeles Dodgers,Cincinnati Reds,0,0.875,1,1.0,1,0.875,1,Y
17,17,K.Carpenter o0.5 RBI,Thespinzone,163,0.25,K.Carpenter,0.6575,0.4075,Detroit Tigers,Toronto Blue Jays,1,0.3478260869565217,0,0.4,0,0.3,0,Y
18,18,D.Jansen o0.5 Runs Scored,Thespinzone,-109,0.2,D.Jansen,0.3834862385321101,0.1834862385321101,Toronto Blue Jays,Detroit Tigers,0,0.5652173913043478,1,0.6,1,0.5,0,N
20,20,L.Matos o0.5 RBI,Thespinzone,260,0.25,L.Matos,0.9,0.65,San Francisco Giants,New York Mets,0,0.7,1,0.4,0,0.7,1,Y
21,21,M.Ozuna o0.5 RBI,Thespinzone,-105,0.25,M.Ozuna,0.4880952380952381,0.238095238095238,Atlanta Braves,Pittsburgh Pirates,0,0.5319148936170213,1,0.8,1,0.5,0,N
22,22,R.Acuna o0.5 HR,charliedisturco,420,0.15,R.Acuna,0.78,0.63,Atlanta Braves,Pittsburgh Pirates,0,0.0652173913043478,0,0.0,0,0.0,0,Y
24,24,J.Soto o1.5 Total Bases,GoldBoys,110,1.0,J.Soto,2.1,1.1,New York Yankees,San Diego Padres,0,0.4615384615384615,0,0.4,0,0.5,0,Y
25,25,F.Tatis o0.5 HR,charliedisturco,425,0.15,F.Tatis,0.7875,0.6375,San Diego Padres,New York Yankees,1,0.1372549019607843,0,0.0,0,0.0,0,N
26,26,Y.Alvarez o0.5 HR,charliedisturco,290,0.15,Y.Alvarez,0.585,0.4349999999999999,Houston Astros,Oakland Athletics,0,0.1428571428571428,0,0.2,0,0.1,0,N
27,27,B.Garrett u1.5 BB,SBK5065,-115,0.58,B.Garrett,1.0843478260869563,0.5043478260869564,Miami Marlins,Arizona Diamondbacks,0,0.5,0,0.5,0,0.5,0,Y
29,29,S.Lugo o5.5 ks,Jason Radowitz,-118,1.0,S.Lugo,1.847457627118644,0.847457627118644,Kansas City Royals,Tampa Bay Rays,0,0.4,0,0.8,1,0.4,0,N
30,30,C.Scott o5.5 ks,Jason Radowitz,-118,1.0,C.Scott,1.847457627118644,0.847457627118644,New York Mets,San Francisco Giants,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,N
31,31,W.Abreu o0.5 HR,Jason Radowitz,400,0.1,W.Abreu,0.5,0.4,Boston Red Sox,Milwaukee Brewers,1,0.1136363636363636,0,0.2,0,0.2,0,N
32,32,C.Cowser o0.5 HR,Jason Radowitz,600,0.1,C.Cowser,0.7000000000000001,0.6000000000000001,Baltimore Orioles,Chicago White Sox,0,0.1111111111111111,0,0.0,0,0.0,0,N
34,34,J.Hurtubise u1.5 total bases,Rotowire,100,0.75,J.Hurtubise,1.5,0.75,Cincinnati Reds,Los Angeles Dodgers,1,1.0,1,1.0,1,1.0,1,Y
35,35,T.Jankowski u1.5 total bases,Rotowire,100,0.75,T.Jankowski,1.5,0.75,Texas Rangers,Minnesota Twins,0,0.8620689655172413,1,1.0,1,0.9,1,Y
36,36,R.Stripling o2.5 strikeouts,Rotowire,100,0.75,R.Stripling,1.5,0.75,Oakland Athletics,Houston Astros,1,0.6,1,0.2,0,0.6,1,Y
37,37,C.Sanchez u5.5 strikeouts,Rotowire,100,0.75,C.Sanchez,1.5,0.75,Philadelphia Phillies,Colorado Rockies,0,0.5555555555555556,1,0.8,1,0.5555555555555556,1,Y
38,38,J.Paxton o3.5 strikeouts,Rotowire,100,0.75,J.Paxton,1.5,0.75,Los Angeles Dodgers,Cincinnati Reds,0,0.5,0,0.4,0,0.5,0,Y
39,39,T.Blach o2.5 strikeouts,Rotowire,100,0.75,T.Blach,1.5,0.75,Colorado Rockies,Philadelphia Phillies,1,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,N
40,40,B.Garrett u4.5 strikeouts,Rotowire,100,0.75,B.Garrett,1.5,0.75,Miami Marlins,Arizona Diamondbacks,0,0.0,0,0.0,0,0.0,0,N
41,41,J.Urena u3.5 strikeouts,Rotowire,100,0.75,J.Urena,1.5,0.75,Texas Rangers,Minnesota Twins,0,1.0,1,1.0,1,1.0,1,N
