,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,E.Cabrera o1.5 Earned Runs,SBK5065,-140,1.4,E.Cabrera,2.4,1.0,Miami Marlins,New York Mets,0,0.8571428571428571,1,1.0,1,0.8571428571428571,1,N
1,1,P.Corbin u3.5 Ks,MrTuttle05,128,1.0,P.Corbin,2.28,1.2800000000000002,Washington Nationals,Cincinnati Reds,0,0.4210526315789473,0,0.2,0,0.3,0,N
2,2,J.Wood o1.5 Hits + Runs + RBIs,charliedisturco,-120,0.4,J.Wood,0.7333333333333334,0.3333333333333333,Washington Nationals,Cincinnati Reds,0,0.4285714285714285,0,0.4,0,0.5,0,Y
3,3,J.Wood o0.5 HR,charliedisturco,630,0.1,J.Wood,0.73,0.63,Washington Nationals,Cincinnati Reds,0,0.0714285714285714,0,0.0,0,0.1,0,N
4,4,L.Castillo u18.5 Outs,SBK5065,-154,1.0,L.Castillo,1.6493506493506491,0.6493506493506493,Seattle Mariners,Houston Astros,0,0.75,1,0.8,1,0.8,1,N
5,5,J.Flaherty o5.5 Ks,PropBetGuy,-105,1.05,J.Flaherty,2.05,0.9999999999999998,Detroit Tigers,Toronto Blue Jays,1,0.8125,1,0.6,1,0.8,1,Y
6,6,G.Stone o15.5 outs,Rotowire,100,0.75,G.Stone,1.5,0.75,Los Angeles Dodgers,Boston Red Sox,0,0.6470588235294118,1,0.6,1,0.7,1,N
7,7,C.Flexen o2.5 strikeouts,Rotowire,100,0.75,C.Flexen,1.5,0.75,Chicago White Sox,Kansas City Royals,1,0.7222222222222222,1,1.0,1,0.8,1,Y
8,8,C.Bassitt o4.5 strikeouts,Rotowire,100,0.75,C.Bassitt,1.5,0.75,Toronto Blue Jays,Detroit Tigers,0,0.631578947368421,1,0.6,1,0.7,1,Y
10,10,M.Perez o3.5 strikeouts,Rotowire,100,0.75,M.Perez,1.5,0.75,Pittsburgh Pirates,Philadelphia Phillies,0,0.7142857142857143,1,0.6,1,0.8,1,Y
11,11,G.Cole u7.5 strikeouts,Rotowire,100,0.75,G.Cole,1.5,0.75,New York Yankees,Tampa Bay Rays,0,0.8,1,0.8,1,0.8,1,N
12,12,G.Stone u5.5 strikeouts,Rotowire,100,0.75,G.Stone,1.5,0.75,Los Angeles Dodgers,Boston Red Sox,0,0.6470588235294118,1,0.6,1,0.5,0,Y
13,13,T.Turner o1.5 total bases,Rotowire Prizepicks,100,1.5,T.Turner,3.0,1.5,Philadelphia Phillies,Pittsburgh Pirates,1,0.5614035087719298,1,0.8,1,0.6,1,Y
14,14,J.Polanco o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Polanco,3.0,1.5,Seattle Mariners,Houston Astros,0,0.6229508196721312,1,0.6,1,0.5,0,Y
15,15,G.Canning u4.5 strikeouts,Rotowire Prizepicks,100,1.5,G.Canning,3.0,1.5,Los Angeles Angels,Oakland Athletics,1,0.7368421052631579,1,0.8,1,0.8,1,Y
16,16,E.Cabrera u5.5 strikeouts,Rotowire Prizepicks,100,1.5,E.Cabrera,3.0,1.5,Miami Marlins,New York Mets,0,0.4285714285714285,0,0.6,1,0.4285714285714285,0,Y
17,17,J.Sears u4.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Sears,3.0,1.5,Oakland Athletics,Los Angeles Angels,0,0.5263157894736842,1,0.4,0,0.5,0,Y
