,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,T.Bibee u18.5 Outs,SBK5065,-198,1.0,T.Bibee,1.5050505050505052,0.5050505050505052,Cleveland Guardians,Detroit Tigers,1,0.8,1,0.8,1,0.8,1,Y
1,1,T.Bibee o6.5 Ks,GarageGuyChase,104,1.0,T.Bibee,2.04,1.04,Cleveland Guardians,Detroit Tigers,1,0.5,0,0.4,0,0.6,1,N
2,2,G.Cole u18.5 Outs,SBK5065,-140,1.0,G.Cole,1.7142857142857144,0.7142857142857144,New York Yankees,New York Mets,1,1.0,1,1.0,1,1.0,1,Y
3,3,Y.Rodriguez o4.5 Ks,PropBetGuy,-125,1.25,Y.Rodriguez,2.25,1.0,Toronto Blue Jays,Tampa Bay Rays,1,0.625,1,0.6,1,0.625,1,Y
4,4,A.Nola o6.5 Ks,AnthonyDabbundo,124,1.0,A.Nola,2.24,1.2400000000000002,Philadelphia Phillies,Minnesota Twins,0,0.4,0,0.6,1,0.3,0,N
5,5,H.Brown o6.5 Ks,GarageGuyChase,105,1.0,H.Brown,2.05,1.0499999999999998,Houston Astros,Oakland Athletics,0,0.3157894736842105,0,0.2,0,0.5,0,Y
6,6,L.Castillo u2.5 Earned Runs,SBK5065,-166,1.0,L.Castillo,1.6024096385542168,0.6024096385542168,Seattle Mariners,Los Angeles Angels,1,0.5714285714285714,1,0.4,0,0.5,0,Y
7,7,G.Canning u5.5 Ks,PropBetGuy,-123,1.23,G.Canning,2.23,1.0,Los Angeles Angels,Seattle Mariners,0,0.95,1,1.0,1,1.0,1,N
8,8,T.Glasnow u7.5 Ks,SBK5065,-120,1.2,T.Glasnow,2.2,1.0000000000000002,Los Angeles Dodgers,San Francisco Giants,1,0.3529411764705882,0,0.4,0,0.3,0,Y
9,9,E.Cabrera u15.5 Outs,gneiffer07,-162,1.62,E.Cabrera,2.62,1.0,Miami Marlins,Baltimore Orioles,1,0.875,1,1.0,1,0.875,1,N
10,10,J.Candelario o0.5 RBI,Thespinzone,145,0.2,J.Candelario,0.49,0.29,Cincinnati Reds,Atlanta Braves,0,0.3932584269662921,0,0.2,0,0.4,0,N
11,11,R.Hinds o0.5 HR,Thespinzone,550,0.1,R.Hinds,0.65,0.55,Cincinnati Reds,Atlanta Braves,0,0.4444444444444444,0,0.4,0,0.4444444444444444,0,N
12,12,R.Hinds o0.5 RBI,Thespinzone,195,0.2,R.Hinds,0.5900000000000001,0.39,Cincinnati Reds,Atlanta Braves,0,0.5555555555555556,1,0.4,0,0.5555555555555556,1,N
13,13,F.Montas o4.5 Ks,gneiffer07,-135,1.35,F.Montas,2.35,1.0,Cincinnati Reds,Atlanta Braves,0,0.3888888888888889,0,0.4,0,0.5,0,Y
