,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,M.Conforto o0.5 HR,JoeDellera,1050,0.2,M.Conforto,2.3000000000000003,2.1,San Francisco Giants,Washington Nationals,1.0,0.2727272727272727,0,0.0,0,0.2,0,N
1,1,J.Hicks o4.5 Ks,kylemurray03,-130,1.25,J.Hicks,2.2115384615384617,0.9615384615384616,San Francisco Giants,Washington Nationals,1.0,1.0,1,1.0,1,1.0,1,N
2,2,C.Paddack u15.5 Outs,SBK5065,-175,1.0,C.Paddack,1.5714285714285714,0.5714285714285714,Minnesota Twins,Los Angeles Dodgers,1.0,1.0,1,1.0,1,1.0,1,Y
4,4,M.Stroman o17.5 Outs,PropBetGuy,-130,1.3,M.Stroman,2.3,0.9999999999999998,New York Yankees,Miami Marlins,1.0,1.0,1,1.0,1,1.0,1,N
5,5,R.Weathers u4.5 Ks,kylemurray03,-135,1.35,R.Weathers,2.35,1.0,Miami Marlins,New York Yankees,0.0,0.0,0,0.0,0,0.0,0,Y
6,6,C.Bradford u5.5 Ks,BJCunningham,115,1.0,C.Bradford,2.15,1.15,Texas Rangers,Oakland Athletics,1.0,0.5,0,0.5,0,0.5,0,N
7,7,D.Cease u7.5 Ks,BJCunningham,-135,1.35,D.Cease,2.35,1.0,San Diego Padres,Chicago Cubs,1.0,1.0,1,1.0,1,1.0,1,Y
8,8,K.Hendricks u3.5 ks,Jason Radowitz,-162,1.0,K.Hendricks,1.617283950617284,0.617283950617284,Chicago Cubs,San Diego Padres,0.0,0.5,0,0.5,0,0.5,0,Y
9,9,K.Crawford o5.5 ks,Jason Radowitz,126,1.0,K.Crawford,2.26,1.2599999999999998,Boston Red Sox,Baltimore Orioles,1.0,0.5,0,0.5,0,0.5,0,Y
10,10,R.Stripling u3.5 ks,Jason Radowitz,-115,1.0,R.Stripling,1.869565217391304,0.8695652173913042,Oakland Athletics,Texas Rangers,0.0,0.5,0,0.5,0,0.5,0,N
11,11,S.Steer o0.5 HR,Jason Radowitz,480,0.1,S.Steer,0.58,0.48,Cincinnati Reds,Milwaukee Brewers,1.0,0.2727272727272727,0,0.4,0,0.3,0,N
12,12,G.Stanton o0.5 HR,Jason Radowitz,320,0.1,G.Stanton,0.42,0.32,New York Yankees,Miami Marlins,1.0,0.3,0,0.4,0,0.3,0,Y
13,13,E.Carter o0.5 HR,Jason Radowitz,460,0.1,E.Carter,0.5599999999999999,0.4599999999999999,Texas Rangers,Oakland Athletics,1.0,0.1,0,0.2,0,0.1,0,N
16,16,M.Winn u1.5 bases,Rotowire,100,1.0,M.Winn,2.0,1.0,St Louis Cardinals,Philadelphia Phillies,1.0,0.5,0,0.4,0,0.5,0,Y
17,17,D.Hernaiz u1.5 bases,Rotowire,100,1.0,D.Hernaiz,2.0,1.0,Oakland Athletics,Texas Rangers,0.0,1.0,1,1.0,1,1.0,1,Y
19,20,C.Blackmon u1.5 bases,Rotowire,100,0.75,C.Blackmon,1.5,0.75,Colorado Rockies,Arizona Diamondbacks,1.0,0.5454545454545454,1,0.8,1,0.5,0,Y
20,21,P.Corbin u4.5 ks,Rotowire,100,0.5411255411255411,P.Corbin,1.0822510822510822,0.5411255411255411,Washington Nationals,San Francisco Giants,0.0,0.5,0,0.5,0,0.5,0,Y
21,22,J.Hicks o4.5 ks,Rotowire,100,0.4848484848484848,J.Hicks,0.9696969696969696,0.4848484848484848,San Francisco Giants,Washington Nationals,1.0,1.0,1,1.0,1,1.0,1,N
22,23,M.Stroman u5.5 ks,Rotowire,100,0.4805194805194804,M.Stroman,0.9610389610389608,0.4805194805194804,New York Yankees,Miami Marlins,1.0,0.5,0,0.5,0,0.5,0,N
23,24,K.Hendricks o2.5 ks,Rotowire,100,0.4199134199134198,K.Hendricks,0.8398268398268397,0.4199134199134198,Chicago Cubs,San Diego Padres,0.0,0.5,0,0.5,0,0.5,0,N
24,25,R.Stripling o3.5 ks,Rotowire,100,0.4025974025974026,R.Stripling,0.8051948051948052,0.4025974025974026,Oakland Athletics,Texas Rangers,0.0,0.5,0,0.5,0,0.5,0,Y
27,28,J.Singleton u0.5 runs,Rotowire,100,0.25,J.Singleton,0.5,0.25,Houston Astros,Kansas City Royals,0.0,1.0,1,1.0,1,1.0,1,Y
28,29,J.Bleday u0.5 runs,Rotowire,100,0.25,J.Bleday,0.5,0.25,Oakland Athletics,Texas Rangers,0.0,0.7272727272727273,1,0.8,1,0.7,1,Y
29,30,B.Rortvedt u0.5 runs,Rotowire,100,0.25,B.Rortvedt,0.5,0.25,Tampa Bay Rays,Los Angeles Angels,0.0,0.5,0,0.6,1,0.5,0,Y
30,31,B.Shewmake u0.5 runs,Rotowire,100,0.25,B.Shewmake,0.5,0.25,Chicago White Sox,Cleveland Guardians,0.0,0.8333333333333334,1,1.0,1,0.8333333333333334,1,Y
