,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Correct
10,J.Gray u5.5 Ks,Markus_Markets,Texas Rangers,J.Gray,Oakland Athletics,1.0,0.7222222222222222,1,1.0,1,1.0,1,-150,1.0,1.6666666666666663,0.6666666666666665,Y
11,J.Gray u5.5 Ks,PropBetGuy,Texas Rangers,J.Gray,Oakland Athletics,1.0,0.7222222222222222,1,1.0,1,1.0,1,-150,1.5,2.5,1.0,Y
12,J.Sears o16.5 Outs,SBK5065,Oakland Athletics,J.Sears,Texas Rangers,0.0,0.6538461538461539,1,0.8,1,0.8,1,-135,1.0,1.7407407407407407,0.7407407407407407,Y
13,T.Houck o1.5 BB,PropBetGuy,Boston Red Sox,T.Houck,Detroit Tigers,0.0,0.5384615384615384,1,0.8,1,0.8,1,-123,1.23,2.23,1.0,Y
14,S.Imanaga u1.5 BB,SBK5065,Chicago Cubs,S.Imanaga,Washington Nationals,0.0,0.8333333333333334,1,0.8,1,0.8,1,-245,1.5,2.112244897959184,0.6122448979591839,Y
15,R.Suarez o1.5 Earned Runs,SBK5065,Philadelphia Phillies,R.Suarez,Atlanta Braves,1.0,0.4761904761904761,0,0.8,1,0.6,1,-131,1.0,1.763358778625954,0.7633587786259541,Y
16,M.Stroman u16.5 Outs,PropBetGuy,New York Yankees,M.Stroman,St Louis Cardinals,1.0,0.6,1,0.8,1,0.8,1,-110,1.1,2.1,1.0,N
17,N.Martinez o15.5 Outs,SBK5065,Cincinnati Reds,N.Martinez,Milwaukee Brewers,1.0,0.3,0,0.4,0,0.3,0,120,1.0,2.2,1.2000000000000002,Y
18,N.Martinez o3.5 Ks,SBK5065,Cincinnati Reds,N.Martinez,Milwaukee Brewers,1.0,0.4,0,0.6,1,0.4,0,-145,1.0,1.6896551724137931,0.6896551724137931,N
19,T.Bradley o4.5 strikeouts,Rotowire,Tampa Bay Rays,T.Bradley,San Diego Padres,1.0,0.7894736842105263,1,0.6,1,0.8,1,100,0.75,1.5,0.75,N
21,B.Falter o3.5 strikeouts,Rotowire Prizepicks,Pittsburgh Pirates,B.Falter,Cleveland Guardians,0.0,0.4545454545454545,0,0.4,0,0.4,0,100,1.5,3.0,1.5,N
22,T.Stephenson o1.5 hits+runs+rbi,Rotowire,Cincinnati Reds,T.Stephenson,Milwaukee Brewers,1.0,0.4954954954954955,0,0.8,1,0.8,1,100,0.75,1.5,0.75,N
23,J.Cannon o3.5 strikeouts,Rotowire,Chicago White Sox,J.Cannon,New York Mets,1.0,0.6,1,0.8,1,0.5,0,100,0.75,1.5,0.75,N
24,V.Guerrero o0.5 HR,gneiffer07,Toronto Blue Jays,V.Guerrero,Minnesota Twins,0.0,0.2030075187969924,0,0.0,0,0.2,0,500,0.25,1.5,1.25,N
25,K.Schwarber o0.5 HR,gneiffer07,Philadelphia Phillies,K.Schwarber,Atlanta Braves,1.0,0.1788617886178861,0,0.0,0,0.0,0,450,0.25,1.375,1.125,N
26,J.Soto o0.5 HR,gneiffer07,New York Yankees,J.Soto,St Louis Cardinals,1.0,0.2307692307692307,0,0.2,0,0.3,0,425,0.25,1.3125,1.0625,N
27,O.Cruz o0.5 HR,gneiffer07,Pittsburgh Pirates,O.Cruz,Cleveland Guardians,0.0,0.1512605042016806,0,0.0,0,0.0,0,350,0.25,1.125,0.875,N
28,M.Stroman u3.5 Ks,sirlockselot_,New York Yankees,M.Stroman,St Louis Cardinals,1.0,0.48,0,0.6,1,0.5,0,120,2.0,4.4,2.4000000000000004,N
29,S.Imanaga o5.5 strikeouts,Rotowire,Chicago Cubs,S.Imanaga,Washington Nationals,0.0,0.625,1,0.6,1,0.6,1,100,0.75,1.5,0.75,Y
30,C.Kershaw o4.5 strikeouts,Rotowire Prizepicks,Los Angeles Dodgers,C.Kershaw,Arizona Diamondbacks,0.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100,1.5,3.0,1.5,N
31,A.Oller u2.5 Earned Runs,PlayerPropSavant,Miami Marlins,A.Oller,San Francisco Giants,0.0,0.5,0,0.5,0,0.5,0,117,1.0,2.17,1.17,Y
32,M.Vientos o1.5 hits+runs+rbi,Rotowire,New York Mets,M.Vientos,Chicago White Sox,0.0,0.5357142857142857,1,0.4,0,0.6,1,100,0.75,1.5,0.75,Y
33,J.Young o0.5 hits+runs+rbi,Rotowire,Washington Nationals,J.Young,Chicago Cubs,1.0,0.6583333333333333,1,0.8,1,0.8,1,100,0.75,1.5,0.75,Y
34,O.Cruz o1.5 hits+runs+rbi,Rotowire Prizepicks,Pittsburgh Pirates,O.Cruz,Cleveland Guardians,0.0,0.4873949579831932,0,0.8,1,0.7,1,100,1.5,3.0,1.5,Y
35,J.Tena o0.5 hits+runs+rbi,Rotowire,Washington Nationals,J.Tena,Chicago Cubs,1.0,0.7142857142857143,1,0.6,1,0.7,1,100,0.75,1.5,0.75,Y
36,B.Marsh o0.5 total bases,Rotowire Prizepicks,Philadelphia Phillies,B.Marsh,Atlanta Braves,1.0,0.5454545454545454,1,0.8,1,0.6,1,100,1.5,3.0,1.5,Y
37,O.Cruz o0.5 HR,charliedisturco,Pittsburgh Pirates,O.Cruz,Cleveland Guardians,0.0,0.1512605042016806,0,0.0,0,0.0,0,350,0.15,0.6749999999999999,0.5249999999999999,N
38,J.Noel o0.5 HR,charliedisturco,Cleveland Guardians,J.Noel,Pittsburgh Pirates,1.0,0.2558139534883721,0,0.4,0,0.3,0,350,0.15,0.6749999999999999,0.5249999999999999,Y
39,J.Ramirez o0.5 HR,charliedisturco,Cleveland Guardians,J.Ramirez,Pittsburgh Pirates,1.0,0.2384615384615384,0,0.0,0,0.1,0,360,0.15,0.69,0.5399999999999999,N
40,Y.Alvarez o1.5 Total Bases,GoldBoys,Houston Astros,Y.Alvarez,Kansas City Royals,1.0,0.456,0,0.4,0,0.4,0,105,1.0,2.05,1.0499999999999998,N
41,F.Valdez o18.5 Outs,PlayerPropSavant,Houston Astros,F.Valdez,Kansas City Royals,1.0,0.4347826086956521,0,0.4,0,0.4,0,135,1.0,2.35,1.35,Y
42,A.Gomber o3.5 strikeouts,Rotowire Prizepicks,Colorado Rockies,A.Gomber,Baltimore Orioles,1.0,0.6,1,0.8,1,0.7,1,100,1.5,3.0,1.5,Y
43,F.Valdez u6.5 Ks,JBBets1,Houston Astros,F.Valdez,Kansas City Royals,1.0,0.6086956521739131,1,0.2,0,0.4,0,-125,1.0,1.8,0.8,N
44,J.Noel o1.5 Total Bases,theprophunter0_,Cleveland Guardians,J.Noel,Pittsburgh Pirates,1.0,0.3720930232558139,0,0.6,1,0.5,0,110,1.0,2.1,1.1,Y
45,G.Henderson o1.5 Total Bases,theprophunter0_,Baltimore Orioles,G.Henderson,Colorado Rockies,0.0,0.4511278195488721,0,0.0,0,0.1,0,-115,1.15,2.1499999999999995,0.9999999999999996,N
46,L.Butler o1.5 Total Bases,theprophunter0_,Oakland Athletics,L.Butler,Texas Rangers,0.0,0.351063829787234,0,0.6,1,0.6,1,120,1.0,2.2,1.2000000000000002,Y
47,E.Fedde o4.5 strikeouts,Rotowire,St Louis Cardinals,E.Fedde,New York Yankees,0.0,0.4,0,0.4,0,0.4,0,100,0.75,1.5,0.75,Y
48,A.Gomber o3.5 strikeouts,Rotowire,Colorado Rockies,A.Gomber,Baltimore Orioles,1.0,0.6,1,0.8,1,0.7,1,100,0.75,1.5,0.75,Y
49,J.Cannon o15.5 outs,Rotowire Prizepicks,Chicago White Sox,J.Cannon,New York Mets,1.0,0.6,1,0.6,1,0.7,1,100,1.5,3.0,1.5,N
50,T.Megill o5.5 strikeouts,Rotowire Prizepicks,New York Mets,T.Megill,Chicago White Sox,0.0,0.5555555555555556,1,0.6,1,0.5555555555555556,1,100,1.5,3.0,1.5,Y
51,B.Drury o0.5 hits+runs+rbi,Rotowire,Los Angeles Angels,B.Drury,Seattle Mariners,1.0,0.52,1,0.2,0,0.5,0,100,0.75,1.5,0.75,Y
52,G.Kirby o1.5 earned runs,Rotowire,Seattle Mariners,G.Kirby,Los Angeles Angels,0.0,0.5555555555555556,1,1.0,1,0.7,1,100,0.75,1.5,0.75,Y
53,C.Kershaw o4.5 strikeouts,Rotowire,Los Angeles Dodgers,C.Kershaw,Arizona Diamondbacks,0.0,0.6666666666666666,1,0.6,1,0.6666666666666666,1,100,0.75,1.5,0.75,N
54,S.Ohtani o1.5 total bases,Rotowire Prizepicks,Los Angeles Dodgers,S.Ohtani,Arizona Diamondbacks,0.0,0.5503875968992248,1,0.6,1,0.6,1,100,1.5,3.0,1.5,Y
55,A.Suarez o4.5 strikeouts,Rotowire Prizepicks,Baltimore Orioles,A.Suarez,Colorado Rockies,0.0,0.3888888888888889,0,0.6,1,0.4,0,100,1.5,3.0,1.5,N
56,M.Betts o1.5 Total Bases,theprophunter0_,Los Angeles Dodgers,M.Betts,Arizona Diamondbacks,0.0,0.4418604651162791,0,0.6,1,0.5,0,-115,1.15,2.1499999999999995,0.9999999999999996,N
57,R.Arozarena o1.5 hits+runs+rbi,Rotowire Prizepicks,Seattle Mariners,R.Arozarena,Los Angeles Angels,0.0,0.5357142857142857,1,0.8,1,0.5,0,100,1.5,3.0,1.5,Y
58,A.Oller u3.5 strikeouts,Rotowire,Miami Marlins,A.Oller,San Francisco Giants,0.0,0.5,0,0.5,0,0.5,0,100,0.75,1.5,0.75,N
59,G.Kirby o6.5 strikeouts,Rotowire Prizepicks,Seattle Mariners,G.Kirby,Los Angeles Angels,0.0,0.3703703703703703,0,0.2,0,0.4,0,100,1.5,3.0,1.5,N
60,D.Hill o0.5 hits+runs+rbi,Rotowire,Miami Marlins,D.Hill,San Francisco Giants,0.0,0.6666666666666666,1,0.6,1,0.7,1,100,0.75,1.5,0.75,Y
