,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,D.Canzone u0.5 Hits,PropBetGuy,115,1.0,D.Canzone,2.15,1.15,Seattle Mariners,San Francisco Giants,1.0,0.576271186440678,1.0,0.8,1.0,0.6,1.0,Y
1,H.Birdsong u6.5 Ks,JBBets1,-145,1.0,H.Birdsong,1.6896551724137931,0.6896551724137931,San Francisco Giants,Seattle Mariners,0.0,0.7777777777777778,1.0,0.6,1.0,0.7777777777777778,1.0,Y
2,G.Henderson o1.5 Total Bases,charliedisturco,165,0.5,G.Henderson,1.325,0.825,Baltimore Orioles,Houston Astros,1.0,0.4724409448818897,0.0,0.4,0.0,0.5,0.0,N
3,G.Henderson o0.5 HR,charliedisturco,750,0.1,G.Henderson,0.8500000000000001,0.7500000000000001,Baltimore Orioles,Houston Astros,1.0,0.2519685039370078,0.0,0.2,0.0,0.4,0.0,N
5,A.Santander o0.5 HR,gneiffer07,575,5.75,A.Santander,38.8125,33.0625,Baltimore Orioles,Houston Astros,1.0,0.2764227642276423,0.0,0.2,0.0,0.3,0.0,Y
6,G.Henderson o0.5 HR,gneiffer07,725,0.25,G.Henderson,2.0625,1.8125,Baltimore Orioles,Houston Astros,1.0,0.2519685039370078,0.0,0.2,0.0,0.4,0.0,N
7,H.Brown u2.5 BB,Markus_Markets,-130,0.77,H.Brown,1.3623076923076922,0.5923076923076922,Houston Astros,Baltimore Orioles,0.0,0.6086956521739131,1.0,0.8,1.0,0.7,1.0,Y
8,H.Brown u2.5 BB,SBK5065,-135,0.74,H.Brown,1.288148148148148,0.548148148148148,Houston Astros,Baltimore Orioles,0.0,0.6086956521739131,1.0,0.8,1.0,0.7,1.0,Y
9,C.Povich u17.5 Outs,PlayerPropSavant,-145,1.25,C.Povich,2.112068965517241,0.8620689655172415,Baltimore Orioles,Houston Astros,1.0,0.7777777777777778,1.0,0.8,1.0,0.7777777777777778,1.0,Y
10,S.Ohtani o1.5 Total Bases,theprophunter0_,-115,1.15,S.Ohtani,2.1499999999999995,0.9999999999999996,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.5528455284552846,1.0,0.6,1.0,0.5,0.0,Y
11,S.Ohtani o0.5 HR,gneiffer07,310,0.25,S.Ohtani,1.025,0.7749999999999999,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.3008130081300813,0.0,0.4,0.0,0.4,0.0,Y
12,S.Ohtani o0.5 Hits,JBBets1,184,1.0,S.Ohtani,2.84,1.84,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.7398373983739838,1.0,1.0,1.0,0.8,1.0,Y
13,S.Ohtani o1.5 Total Bases,MJCLocks,100,1.0,S.Ohtani,2.0,1.0,Los Angeles Dodgers,Tampa Bay Rays,1.0,0.5528455284552846,1.0,0.6,1.0,0.5,0.0,Y
14,R.Nelson o4.5 Ks,PropBetGuy,-130,1.0,R.Nelson,1.7692307692307692,0.7692307692307692,Arizona Diamondbacks,Boston Red Sox,0.0,0.45,0.0,1.0,1.0,0.8,1.0,Y
15,B.Bello u16.5 Outs,KyleJustBets,-120,0.83,B.Bello,1.5216666666666667,0.6916666666666668,Boston Red Sox,Arizona Diamondbacks,1.0,0.5652173913043478,1.0,0.4,0.0,0.4,0.0,Y
