,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,C.Javier o14.5 Outs,NicholaskMartin,-160,1.0,C.Javier,1.625,0.625,Houston Astros,Oakland Athletics,1,0.8,1,0.8,1,0.8,1,Y
1,1,C.Javier o1.5 BB,cowhitchurch,-155,0.78,C.Javier,1.2832258064516129,0.5032258064516129,Houston Astros,Oakland Athletics,1,0.8,1,0.8,1,0.8,1,N
2,2,C.Javier u5.5 Ks,cowhitchurch,-150,0.75,C.Javier,1.25,0.5,Houston Astros,Oakland Athletics,1,0.8,1,0.8,1,0.8,1,N
3,3,J.Jones o6.5 Ks,cowhitchurch,116,0.5,J.Jones,1.08,0.5800000000000001,Pittsburgh Pirates,Chicago Cubs,0,0.75,1,0.6,1,0.75,1,Y
4,4,J.Steele u5.5 Ks,cowhitchurch,118,0.5,J.Steele,1.09,0.5899999999999999,Chicago Cubs,Pittsburgh Pirates,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,N
5,5,T.Walker u4.5 Ks,_Collin1,-130,0.65,T.Walker,1.15,0.4999999999999999,Philadelphia Phillies,New York Mets,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
6,6,J.Quintana u16.5 Outs,PropBetGuy,-115,1.15,J.Quintana,2.1499999999999995,0.9999999999999996,New York Mets,Philadelphia Phillies,0,0.75,1,0.8,1,0.75,1,Y
7,7,T.Glasnow o8.5 Ks,_Collin1,-110,0.55,T.Glasnow,1.05,0.5,Los Angeles Dodgers,Cincinnati Reds,1,0.625,1,0.8,1,0.625,1,N
8,8,T.Larnach o1.5 Hits + Runs + RBIs,Thespinzone,105,0.25,T.Larnach,0.5125,0.2624999999999999,Minnesota Twins,New York Yankees,1,0.6,1,0.6,1,0.5,0,N
9,9,C.Schmidt o15.5 Outs,cowhitchurch,-115,0.5,C.Schmidt,0.934782608695652,0.4347826086956521,New York Yankees,Minnesota Twins,0,0.625,1,0.8,1,0.625,1,Y
10,10,T.Walker u4.5 ks,Jason Radowitz,-112,1.0,T.Walker,1.8928571428571428,0.8928571428571428,Philadelphia Phillies,New York Mets,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
11,11,J.Steele o5.5 ks,Jason Radowitz,-148,1.0,J.Steele,1.6756756756756757,0.6756756756756757,Chicago Cubs,Pittsburgh Pirates,1,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0,Y
12,12,J.Estes u3.5 ks,Jason Radowitz,136,1.0,J.Estes,2.3600000000000003,1.3600000000000003,Oakland Athletics,Houston Astros,0,0.0,0,0.0,0,0.0,0,N
13,13,F.Lindor o0.5 HR,Jason Radowitz,520,0.1,F.Lindor,0.6200000000000001,0.5200000000000001,New York Mets,Philadelphia Phillies,0,0.1428571428571428,0,0.0,0,0.2,0,N
14,14,I.Paredes o0.5 HR,Jason Radowitz,520,0.1,I.Paredes,0.6200000000000001,0.5200000000000001,Tampa Bay Rays,Boston Red Sox,0,0.2,0,0.0,0,0.1,0,N
15,15,K.Tucker o0.5 HR,Jason Radowitz,360,0.1,K.Tucker,0.4599999999999999,0.36,Houston Astros,Oakland Athletics,1,0.2619047619047619,0,0.4,0,0.5,0,N
16,16,B.Rooker o0.5 total bases,Rotowire,100,0.75,B.Rooker,1.5,0.75,Oakland Athletics,Houston Astros,0,0.6363636363636364,1,0.8,1,0.8,1,N
17,17,J.Suwinski u1.5 total bases,Rotowire,100,0.75,J.Suwinski,1.5,0.75,Pittsburgh Pirates,Chicago Cubs,0,0.775,1,0.6,1,0.8,1,Y
18,18,J.Quintana u4.5 strikeouts,Rotowire,100,0.75,J.Quintana,1.5,0.75,New York Mets,Philadelphia Phillies,0,1.0,1,1.0,1,1.0,1,Y
19,19,C.Javier u5.5 strikeouts,Rotowire,100,0.75,C.Javier,1.5,0.75,Houston Astros,Oakland Athletics,1,0.8,1,0.8,1,0.8,1,N
20,20,J.Estes o3.5 strikeouts,Rotowire,100,0.75,J.Estes,1.5,0.75,Oakland Athletics,Houston Astros,0,1.0,1,1.0,1,1.0,1,Y
21,21,J.Jones o5.5 strikeouts,Rotowire,100,0.75,J.Jones,1.5,0.75,Pittsburgh Pirates,Chicago Cubs,0,0.75,1,0.6,1,0.75,1,Y
22,22,T.Walker u4.5 strikeouts,Rotowire,100,0.75,T.Walker,1.5,0.75,Philadelphia Phillies,New York Mets,1,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,Y
