,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,B.Nimmo o1.5 Total Bases,charliedisturco,100,0.3,B.Nimmo,0.6,0.3,New York Mets,Colorado Rockies,1,0.4597701149425287,0,1.0,1,0.7,1,N
1,1,J.Martinez o0.5 HR,charliedisturco,490,0.1,J.Martinez,0.5900000000000001,0.4900000000000001,New York Mets,Colorado Rockies,1,0.1428571428571428,0,0.0,0,0.1,0,N
2,2,J.Martinez o1.5 Total Bases,charliedisturco,117,0.25,J.Martinez,0.5425,0.2925,New York Mets,Colorado Rockies,1,0.0,0,0.0,0,0.0,0,N
3,3,S.Manaea o6.5 Ks,kylemurray03,100,1.0,S.Manaea,2.0,1.0,New York Mets,Colorado Rockies,1,0.1764705882352941,0,0.2,0,0.2,0,Y
4,4,R.Suarez o5.5 Ks,kylemurray03,-140,1.4,R.Suarez,2.4,1.0,Philadelphia Phillies,Oakland Athletics,1,0.6111111111111112,1,0.4,0,0.5,0,Y
5,5,J.Rodriguez o1.5 Total Bases,charliedisturco,100,0.3,J.Rodriguez,0.6,0.3,Seattle Mariners,Los Angeles Angels,0,0.3186813186813186,0,0.4,0,0.3,0,Y
6,6,J.Altuve o1.5 Total Bases,charliedisturco,105,0.3,J.Altuve,0.6149999999999999,0.3149999999999999,Houston Astros,Texas Rangers,1,0.4444444444444444,0,0.4,0,0.5,0,Y
7,7,T.Skubal u17.5 Outs,MrTuttle05,158,1.0,T.Skubal,2.58,1.58,Detroit Tigers,Los Angeles Dodgers,1,0.1666666666666666,0,0.2,0,0.2,0,N
8,8,C.Spiers u17.5 Outs,MrTuttle05,-120,1.2,C.Spiers,2.2,1.0000000000000002,Cincinnati Reds,Miami Marlins,1,0.25,0,0.25,0,0.25,0,Y
9,9,C.Spiers u4.5 Ks,kylemurray03,-117,1.17,C.Spiers,2.17,1.0,Cincinnati Reds,Miami Marlins,1,0.5,0,0.5,0,0.5,0,N
10,10,G.Crochet u4.5 Hits Allowed,PropBetGuy,-125,1.25,G.Crochet,2.25,1.0,Chicago White Sox,Pittsburgh Pirates,1,0.5263157894736842,1,0.2,0,0.5,0,Y
11,11,G.Crochet o7.5 Ks,kylemurray03,-138,1.32,G.Crochet,2.276521739130435,0.9565217391304348,Chicago White Sox,Pittsburgh Pirates,1,0.5263157894736842,1,0.6,1,0.6,1,N
12,12,B.Lowe o1.5 Total Bases,charliedisturco,145,0.3,B.Lowe,0.735,0.435,Tampa Bay Rays,Cleveland Guardians,1,0.3695652173913043,0,0.4,0,0.6,1,N
13,13,S.Gray o6.5 Ks,kylemurray03,125,1.0,S.Gray,2.25,1.25,St Louis Cardinals,Chicago Cubs,1,0.4375,0,0.4,0,0.5,0,N
15,15,R.Nelson u3.5 Ks,MrTuttle05,-109,1.09,R.Nelson,2.0900000000000003,1.0000000000000002,Arizona Diamondbacks,Toronto Blue Jays,1,0.6428571428571429,1,0.6,1,0.7,1,N
16,16,R.Nelson u17.5 Outs,PropBetGuy,-130,1.3,R.Nelson,2.3,0.9999999999999998,Arizona Diamondbacks,Toronto Blue Jays,1,0.5714285714285714,1,0.4,0,0.5,0,N
17,17,K.Harrison o3.5 Ks,charliedisturco,-125,0.5,K.Harrison,0.9,0.4,San Francisco Giants,Minnesota Twins,1,0.7333333333333333,1,0.6,1,0.7,1,N
18,18,T.Turner o0.5 HR,Jason Radowitz,370,0.1,T.Turner,0.47,0.37,Philadelphia Phillies,Oakland Athletics,1,0.1296296296296296,0,0.4,0,0.4,0,N
19,19,J.Martinez o0.5 HR,Jason Radowitz,430,0.1,J.Martinez,0.53,0.43,New York Mets,Colorado Rockies,1,0.1428571428571428,0,0.0,0,0.1,0,N
20,20,J.Sanchez o0.5 HR,Jason Radowitz,330,0.1,J.Sanchez,0.43,0.3299999999999999,Miami Marlins,Cincinnati Reds,0,0.1097560975609756,0,0.2,0,0.3,0,Y
21,21,N.Castellanos o1.5 hits+runs+rbi,Rotowire,100,0.75,N.Castellanos,1.5,0.75,Philadelphia Phillies,Oakland Athletics,1,0.4946236559139785,0,0.2,0,0.5,0,N
22,22,S.Steer o1.5 hits+runs+rbi,Rotowire,100,0.75,S.Steer,1.5,0.75,Cincinnati Reds,Miami Marlins,1,0.4891304347826087,0,0.4,0,0.5,0,Y
23,23,T.Anderson u5.5 strikeouts,Rotowire,100,0.75,T.Anderson,1.5,0.75,Los Angeles Angels,Seattle Mariners,1,0.8333333333333334,1,0.8,1,0.9,1,Y
24,24,J.Paxton u4.5 strikeouts,Rotowire,100,0.75,J.Paxton,1.5,0.75,Los Angeles Dodgers,Detroit Tigers,0,0.8125,1,0.6,1,0.8,1,Y
25,25,A.Heaney o4.5 strikeouts,Rotowire,100,0.75,A.Heaney,1.5,0.75,Texas Rangers,Houston Astros,0,0.6470588235294118,1,0.6,1,0.7,1,Y
26,26,K.Harrison o3.5 strikeouts,Rotowire,100,0.75,K.Harrison,1.5,0.75,San Francisco Giants,Minnesota Twins,1,0.7333333333333333,1,0.6,1,0.7,1,N
27,27,C.Criswell o3.5 strikeouts,Rotowire,100,0.75,C.Criswell,1.5,0.75,Boston Red Sox,Kansas City Royals,1,0.6363636363636364,1,0.6,1,0.6,1,N
28,28,R.Suarez u6.5 strikeouts,Rotowire,100,0.75,R.Suarez,1.5,0.75,Philadelphia Phillies,Oakland Athletics,1,0.5555555555555556,1,0.8,1,0.7,1,Y
29,29,J.Yepez o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Yepez,3.0,1.5,Washington Nationals,Milwaukee Brewers,0,1.0,1,1.0,1,1.0,1,Y
30,30,S.Gray o6.5 strikeouts,Rotowire Prizepicks,100,1.5,S.Gray,3.0,1.5,St Louis Cardinals,Chicago Cubs,1,0.4375,0,0.4,0,0.5,0,N
31,31,T.Bradley o5.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Bradley,3.0,1.5,Tampa Bay Rays,Cleveland Guardians,1,0.7272727272727273,1,0.6,1,0.7,1,Y
32,32,S.Manaea o6.5 strikeouts,Rotowire Prizepicks,100,1.5,S.Manaea,3.0,1.5,New York Mets,Colorado Rockies,1,0.1764705882352941,0,0.2,0,0.2,0,Y
33,33,T.Anderson u4.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Anderson,3.0,1.5,Los Angeles Angels,Seattle Mariners,1,0.6111111111111112,1,0.4,0,0.7,1,Y
34,34,R.Nelson u3.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Nelson,3.0,1.5,Arizona Diamondbacks,Toronto Blue Jays,1,0.6428571428571429,1,0.6,1,0.7,1,N
35,35,C.Carrasco u4.5 strikeouts,Rotowire Prizepicks,100,1.5,C.Carrasco,3.0,1.5,Cleveland Guardians,Tampa Bay Rays,0,0.625,1,0.6,1,0.6,1,Y
