,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Irvin u5.5 Ks,SBK5065,-145,1.25,2.112068965517241,Washington Nationals,J.Irvin,Philadelphia Phillies,1.0,0.8620689655172415,Y,1.0,1,1.0,1,1.0,1
2,Y.Yamamoto o4.5 Ks,cowhitchurch,-145,0.73,1.233448275862069,Los Angeles Dodgers,Y.Yamamoto,Chicago Cubs,0.0,0.5034482758620691,Y,1.0,1,1.0,1,1.0,1
3,S.Matz u5.5 Ks,BJCunningham,115,1.0,2.15,St Louis Cardinals,S.Matz,Miami Marlins,1.0,1.15,Y,1.0,1,1.0,1,1.0,1
4,R.Detmers u6.5 Ks,BJCunningham,120,1.0,2.2,Los Angeles Angels,R.Detmers,Boston Red Sox,1.0,1.2000000000000002,N,0.0,0,0.0,0,0.0,0
5,L.Severino u6.5 Ks,SBK5065,-145,1.25,2.112068965517241,New York Mets,L.Severino,Cincinnati Reds,0.0,0.8620689655172415,N,1.0,1,1.0,1,1.0,1
6,C.Schmidt u5.5 Ks,BJCunningham,-150,1.5,2.5,New York Yankees,C.Schmidt,Toronto Blue Jays,1.0,1.0,Y,1.0,1,1.0,1,1.0,1
7,K.Maeda u15.5 Outs,SBK5065,-105,0.53,1.0347619047619048,Detroit Tigers,K.Maeda,Oakland Athletics,1.0,0.5047619047619047,N,1.0,1,1.0,1,1.0,1
8,K.Maeda u16.5 Outs,PropBetGuy,-125,1.25,2.25,Detroit Tigers,K.Maeda,Oakland Athletics,1.0,1.0,N,1.0,1,1.0,1,1.0,1
9,J.France u4.5 ks,Jason Radowitz,-138,1.0,1.7246376811594204,Houston Astros,J.France,Texas Rangers,0.0,0.7246376811594204,Y,0.0,0,0.0,0,0.0,0
10,C.Schmidt u5.5 ks,Jason Radowitz,-134,1.0,1.7462686567164178,New York Yankees,C.Schmidt,Toronto Blue Jays,1.0,0.7462686567164178,Y,1.0,1,1.0,1,1.0,1
11,M.Fried u5.5 ks,Jason Radowitz,-166,1.0,1.6024096385542168,Atlanta Braves,M.Fried,Arizona Diamondbacks,1.0,0.6024096385542168,Y,1.0,1,1.0,1,1.0,1
12,T.Hernandez o0.5 HR,Jason Radowitz,440,0.1,0.54,Los Angeles Dodgers,T.Hernandez,Chicago Cubs,0.0,0.44,N,0.5,0,0.6,1,0.5,0
13,Y.Diaz o0.5 HR,Jason Radowitz,420,0.1,0.52,Houston Astros,Y.Diaz,Texas Rangers,0.0,0.42,N,0.16666666666666666,0,0.2,0,0.16666666666666666,0
14,I.Paredes o0.5 HR,Jason Radowitz,450,0.1,0.55,Tampa Bay Rays,I.Paredes,Colorado Rockies,0.0,0.45,Y,0.4,0,0.4,0,0.4,0
15,Y.Yamamoto u5.5 strikeouts,Chinmay Vaidya,-160,1.0,1.625,Los Angeles Dodgers,Y.Yamamoto,Chicago Cubs,0.0,0.625,N,1.0,1,1.0,1,1.0,1
16,M.Conforto o0.5 hits,Chinmay Vaidya,-195,1.0,1.5128205128205128,San Francisco Giants,M.Conforto,San Diego Padres,1.0,0.5128205128205128,N,0.8333333333333334,1,0.8,1,0.8333333333333334,1
17,J.Baez u0.5 total bases,Chinmay Vaidya,145,1.0,2.45,Detroit Tigers,J.Baez,Oakland Athletics,1.0,1.4500000000000002,Y,0.25,0,0.25,0,0.25,0
19,K.Hayes u1.5 bases,Rotowire,100,1.0,2.0,Pittsburgh Pirates,K.Hayes,Baltimore Orioles,1.0,1.0,Y,0.0,0,0.0,0,0.0,0
20,N.Martini o0.5 bases,Rotowire,100,0.528,1.056,Cincinnati Reds,N.Martini,New York Mets,1.0,0.528,N,0.75,1,0.75,1,0.75,1
21,R.Detmers u7.5 ks,Rotowire,100,1.0,2.0,Los Angeles Angels,R.Detmers,Boston Red Sox,1.0,1.0,N,1.0,1,1.0,1,1.0,1
22,Y.Yamamoto o4.5 ks,Rotowire,100,0.9746835443037974,1.9493670886075949,Los Angeles Dodgers,Y.Yamamoto,Chicago Cubs,0.0,0.9746835443037974,Y,1.0,1,1.0,1,1.0,1
23,C.Carrasco u5.5 ks,Rotowire,100,0.7911392405063291,1.5822784810126582,Cleveland Guardians,C.Carrasco,Minnesota Twins,0.0,0.7911392405063291,N,1.0,1,1.0,1,1.0,1
24,C.Schmidt u5.5 ks,Rotowire,100,0.7025316455696202,1.4050632911392404,New York Yankees,C.Schmidt,Toronto Blue Jays,1.0,0.7025316455696202,Y,1.0,1,1.0,1,1.0,1
25,J.Irvin u5.5 ks,Rotowire,100,0.7025316455696202,1.4050632911392404,Washington Nationals,J.Irvin,Philadelphia Phillies,1.0,0.7025316455696202,Y,1.0,1,1.0,1,1.0,1
26,M.Fried u5.5 ks,Rotowire,100,0.7025316455696202,1.4050632911392404,Atlanta Braves,M.Fried,Arizona Diamondbacks,1.0,0.7025316455696202,Y,1.0,1,1.0,1,1.0,1
27,R.Feltner u4.5 ks,Rotowire,100,0.5822784810126581,1.1645569620253162,Colorado Rockies,R.Feltner,Tampa Bay Rays,1.0,0.5822784810126581,N,1.0,1,1.0,1,1.0,1
31,B.Rortvedt u0.5 runs,Rotowire,100,0.25,0.5,Tampa Bay Rays,B.Rortvedt,Colorado Rockies,0.0,0.25,N,0.5,0,0.5,0,0.5,0
