,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,S.Ohtani o1.5 Total Bases,theprophunter0_,100,1.5,S.Ohtani,3.0,1.5,Los Angeles Dodgers,Baltimore Orioles,1,0.5555555555555556,1,0.6,1,0.5,0,Y
1,J.Flaherty o5.5 Ks,KyleJustBets,-155,1.0,J.Flaherty,1.6451612903225803,0.6451612903225805,Los Angeles Dodgers,Baltimore Orioles,1,0.75,1,0.75,1,0.75,1,N
2,S.Ohtani o0.5 HR,Jedimodi,350,0.5,S.Ohtani,2.25,1.75,Los Angeles Dodgers,Baltimore Orioles,1,0.3095238095238095,0,0.4,0,0.4,0,N
3,W.Smith o0.5 HR,Jedimodi,425,0.5,W.Smith,2.625,2.125,Los Angeles Dodgers,Baltimore Orioles,1,0.1262135922330097,0,0.0,0,0.1,0,N
4,A.Santander o0.5 HR,gneiffer07,455,0.25,A.Santander,1.3875,1.1375,Baltimore Orioles,Los Angeles Dodgers,0,0.2777777777777778,0,0.2,0,0.2,0,N
5,S.Ohtani o0.5 HR,gneiffer07,450,1.0,S.Ohtani,5.5,4.5,Los Angeles Dodgers,Baltimore Orioles,1,0.3095238095238095,0,0.4,0,0.4,0,N
6,J.Flaherty o5.5 Ks,Markus_Markets,-150,1.0,J.Flaherty,1.6666666666666663,0.6666666666666665,Los Angeles Dodgers,Baltimore Orioles,1,0.75,1,0.75,1,0.75,1,N
7,T.Hernandez o1.5 Total Bases,sandyplashkes,-108,1.08,T.Hernandez,2.08,1.0,Los Angeles Dodgers,Baltimore Orioles,1,0.4126984126984127,0,0.4,0,0.2,0,N
8,S.Ohtani o0.5 HR,MJCLocks,475,0.25,S.Ohtani,1.4375,1.1875,Los Angeles Dodgers,Baltimore Orioles,1,0.3095238095238095,0,0.4,0,0.4,0,N
9,S.Ohtani o1.5 Total Bases,MJCLocks,106,1.0,S.Ohtani,2.06,1.06,Los Angeles Dodgers,Baltimore Orioles,1,0.5555555555555556,1,0.6,1,0.5,0,Y
10,M.Toglia o1.5 Total Bases,theprophunter0_,115,1.0,M.Toglia,2.15,1.15,Colorado Rockies,Miami Marlins,1,0.3411764705882353,0,0.2,0,0.4,0,N
11,J.Burger o0.5 HR,gneiffer07,350,0.25,J.Burger,1.125,0.875,Miami Marlins,Colorado Rockies,0,0.2149532710280373,0,0.2,0,0.2,0,N
12,J.Springs o5.5 Ks,LinesAtLunch,-125,1.25,J.Springs,2.25,1.0,Tampa Bay Rays,Seattle Mariners,0,0.4,0,0.4,0,0.4,0,Y
13,J.Springs o5.5 Ks,rsura_,-125,1.25,J.Springs,2.25,1.0,Tampa Bay Rays,Seattle Mariners,0,0.4,0,0.4,0,0.4,0,Y
14,J.Springs o5.5 Ks,ThePropfessor_,-130,1.3,J.Springs,2.3,0.9999999999999998,Tampa Bay Rays,Seattle Mariners,0,0.4,0,0.4,0,0.4,0,Y
15,S.Manaea u17.5 Outs,KyleJustBets,-140,1.0,S.Manaea,1.7142857142857144,0.7142857142857144,New York Mets,Arizona Diamondbacks,0,0.5833333333333334,1,0.2,0,0.3,0,N
16,B.Pfaadt u6.5 Ks,charliedisturco,-130,1.3,B.Pfaadt,2.3,0.9999999999999998,Arizona Diamondbacks,New York Mets,1,0.64,1,0.8,1,0.7,1,Y
17,J.Steele o6.5 Ks,KyleJustBets,130,1.0,J.Steele,2.3,1.2999999999999998,Chicago Cubs,Pittsburgh Pirates,0,0.45,0,0.6,1,0.5,0,N
18,J.Jones o1.5 BB,KyleJustBets,115,1.0,J.Jones,2.15,1.15,Pittsburgh Pirates,Chicago Cubs,1,0.625,1,1.0,1,0.8,1,Y
19,J.Steele o6.5 Ks,sirlockselot_,120,2.0,J.Steele,4.4,2.4000000000000004,Chicago Cubs,Pittsburgh Pirates,0,0.45,0,0.6,1,0.5,0,N
20,J.Ramirez o0.5 HR,gneiffer07,475,0.25,J.Ramirez,1.4375,1.1875,Cleveland Guardians,Kansas City Royals,1,0.25,0,0.2,0,0.1,0,N
21,M.Lorenzen u3.5 Ks,PlayerPropSavant,-115,1.15,M.Lorenzen,2.1499999999999995,0.9999999999999996,Kansas City Royals,Cleveland Guardians,0,0.5,0,0.5,0,0.5,0,Y
22,A.Nola u18.5 Outs,SBK5065,-160,1.0,A.Nola,1.625,0.625,Philadelphia Phillies,Houston Astros,1,0.6,1,0.8,1,0.7,1,N
23,G.Cole u6.5 Ks,LinesAtLunch,-130,1.3,G.Cole,2.3,0.9999999999999998,New York Yankees,Washington Nationals,0,0.5,0,0.4,0,0.5,0,N
24,P.Corbin o2.5 BB,rsura_,125,1.0,P.Corbin,2.25,1.25,Washington Nationals,New York Yankees,1,0.3076923076923077,0,0.2,0,0.2,0,N
25,P.Corbin o2.5 BB,LinesAtLunch,125,1.0,P.Corbin,2.25,1.25,Washington Nationals,New York Yankees,1,0.3076923076923077,0,0.2,0,0.2,0,N
26,Y.Rodriguez o4.5 Ks,LinesAtLunch,-110,1.1,Y.Rodriguez,2.1,1.0,Toronto Blue Jays,Boston Red Sox,0,0.6153846153846154,1,0.6,1,0.6,1,N
27,Y.Rodriguez o3.5 Hits Allowed,SBK5065,-157,1.0,Y.Rodriguez,1.6369426751592355,0.6369426751592355,Toronto Blue Jays,Boston Red Sox,0,0.6153846153846154,1,0.8,1,0.6,1,Y
28,Y.Rodriguez o4.5 Ks,PropBetGuy,100,1.0,Y.Rodriguez,2.0,1.0,Toronto Blue Jays,Boston Red Sox,0,0.6153846153846154,1,0.6,1,0.6,1,N
29,T.Myers o4.5 Ks,KyleJustBets,-135,1.0,T.Myers,1.7407407407407407,0.7407407407407407,Milwaukee Brewers,San Francisco Giants,1,0.5789473684210527,1,0.6,1,0.7,1,N
30,L.Webb u18.5 Outs,PropBetGuy,-145,1.45,L.Webb,2.45,1.0000000000000002,San Francisco Giants,Milwaukee Brewers,0,0.4444444444444444,0,0.2,0,0.4,0,Y
31,D.Cease u2.5 Earned Runs,Markus_Markets,-140,1.0,D.Cease,1.7142857142857144,0.7142857142857144,San Diego Padres,St Louis Cardinals,0,0.5925925925925926,1,0.8,1,0.7,1,N
32,Z.Neto o1.5 Total Bases,LinesAtLunch,-110,1.1,Z.Neto,2.1,1.0,Los Angeles Angels,Detroit Tigers,0,0.3858267716535433,0,0.0,0,0.3,0,Y
33,R.Munoz o2.5 earned runs,Rotowire,100,0.75,R.Munoz,1.5,0.75,Miami Marlins,Colorado Rockies,0,0.6,1,0.8,1,0.7,1,Y
34,C.Mullins o0.5 hits+runs+rbi,Rotowire,100,0.75,C.Mullins,1.5,0.75,Baltimore Orioles,Los Angeles Dodgers,0,0.6,1,0.4,0,0.6,1,N
35,C.Quantrill o3.5 strikeouts,Rotowire,100,0.75,C.Quantrill,1.5,0.75,Colorado Rockies,Miami Marlins,1,0.625,1,0.8,1,0.7,1,N
36,B.Pfaadt o5.5 strikeouts,Rotowire,100,0.75,B.Pfaadt,1.5,0.75,Arizona Diamondbacks,New York Mets,1,0.52,1,0.4,0,0.5,0,Y
37,M.Amaya o0.5 hits+runs+rbi,Rotowire,100,0.75,M.Amaya,1.5,0.75,Chicago Cubs,Pittsburgh Pirates,0.0,0.6436781609195402,1,0.8,1,0.7,1,Y
38,J.Tena o0.5 hits+runs+rbi,Rotowire,100,0.75,J.Tena,1.5,0.75,Washington Nationals,New York Yankees,1.0,0.6666666666666666,1,0.4,0,0.7,1,Y
39,A.Judge o1.5 total bases,Rotowire,100,0.75,A.Judge,1.5,0.75,New York Yankees,Washington Nationals,0.0,0.5307692307692308,1,0.6,1,0.7,1,Y
40,B.Rooker o1.5 hits+runs+rbi,Rotowire,100,0.75,B.Rooker,1.5,0.75,Oakland Athletics,Cincinnati Reds,0.0,0.5701754385964912,1,0.6,1,0.5,0,N
41,J.Young o0.5 hits+runs+rbi,Rotowire,100,0.75,J.Young,1.5,0.75,Washington Nationals,New York Yankees,1.0,0.6610169491525424,1,1.0,1,0.8,1,N
42,J.Jones o4.5 strikeouts,Rotowire,100,0.75,J.Jones,1.5,0.75,Pittsburgh Pirates,Chicago Cubs,1.0,0.75,1,0.8,1,0.7,1,N
43,S.Schwellenbach o6.5 strikeouts,Rotowire Prizepicks,100,1.5,S.Schwellenbach,3.0,1.5,Atlanta Braves,Minnesota Twins,0.0,0.5714285714285714,1,1.0,1,0.7,1,Y
44,M.Spence o16.5 outs,Rotowire Prizepicks,100,1.5,M.Spence,3.0,1.5,Oakland Athletics,Cincinnati Reds,0.0,0.5294117647058824,1,0.8,1,0.5,0,N
45,J.Flaherty o6.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Flaherty,3.0,1.5,Los Angeles Dodgers,Baltimore Orioles,1.0,0.75,1,0.75,1,0.75,1,N
46,D.Varsho o1.5 hits+runs+rbi,Rotowire,100,0.75,D.Varsho,1.5,0.75,Toronto Blue Jays,Boston Red Sox,0.0,0.4358974358974359,0,0.8,1,0.7,1,Y
47,A.Judge o2.5 hits+runs+rbi,Rotowire Prizepicks,100,1.5,A.Judge,3.0,1.5,New York Yankees,Washington Nationals,0.0,0.5076923076923077,1,0.6,1,0.6,1,N
48,M.Mikolas o2.5 strikeouts,Rotowire,100,0.75,M.Mikolas,1.5,0.75,St Louis Cardinals,San Diego Padres,1.0,0.9230769230769232,1,1.0,1,0.8,1,Y
