,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,C.Yelich o1.5 Hits + Runs + RBIs,Thespinzone,-120,0.25,C.Yelich,0.4583333333333333,0.2083333333333333,Milwaukee Brewers,Miami Marlins,0,0.6,1,0.4,0,0.5,0,N
1,1,G.Sanchez o0.5 RBI,Thespinzone,160,0.25,G.Sanchez,0.65,0.4,Milwaukee Brewers,Miami Marlins,0,0.3333333333333333,0,0.6,1,0.5,0,N
2,2,W.Contreras o0.5 RBI,Thespinzone,200,0.25,W.Contreras,0.75,0.5,Milwaukee Brewers,Miami Marlins,0,0.4782608695652174,0,0.4,0,0.3,0,N
3,3,O.Lopez o0.5 RBI,Thespinzone,270,0.25,O.Lopez,0.925,0.675,Miami Marlins,Milwaukee Brewers,1,0.2777777777777778,0,0.4,0,0.4,0,Y
4,4,G.Sanchez o0.5 HR,Thespinzone,440,0.1,G.Sanchez,0.54,0.44,Milwaukee Brewers,Miami Marlins,0,0.2222222222222222,0,0.2,0,0.3,0,N
5,5,R.Weathers o4.5 Ks,_Collin1,-115,0.58,R.Weathers,1.0843478260869563,0.5043478260869564,Miami Marlins,Milwaukee Brewers,1,0.4444444444444444,0,0.2,0,0.4444444444444444,0,Y
6,6,N.Gorman o0.5 HR,charliedisturco,400,0.1,N.Gorman,0.5,0.4,St Louis Cardinals,Baltimore Orioles,1,0.1463414634146341,0,0.4,0,0.3,0,N
7,7,N.Gorman o1.5 Total Bases,charliedisturco,160,0.5,N.Gorman,1.3,0.8,St Louis Cardinals,Baltimore Orioles,1,0.3170731707317073,0,0.6,1,0.5,0,N
8,8,K.Marte o1.5 Hits + Runs + RBIs,JoeDellera,105,0.5,K.Marte,1.025,0.5249999999999999,Arizona Diamondbacks,Los Angeles Dodgers,0,0.5652173913043478,1,0.4,0,0.6,1,N
9,9,M.Stroman o5.5 Ks,_Collin1,120,0.5,M.Stroman,1.1,0.6000000000000001,New York Yankees,Seattle Mariners,1,0.3333333333333333,0,0.2,0,0.3333333333333333,0,Y
