,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,R.Lewis o1.5 Total Bases,charliedisturco,-110,0.5,R.Lewis,0.9545454545454546,0.4545454545454546,Minnesota Twins,Colorado Rockies,1,0.6666666666666666,1,0.6,1,0.6666666666666666,1,Y
1,1,E.Fedde o5.5 Ks,gneiffer07,-135,1.35,E.Fedde,2.35,1.0,Chicago White Sox,Seattle Mariners,0,0.5384615384615384,1,0.8,1,0.6,1,N
2,2,L.Gilbert o18.5 Outs,PropBetGuy,125,1.0,L.Gilbert,2.25,1.25,Seattle Mariners,Chicago White Sox,1,0.6153846153846154,1,0.4,0,0.6,1,Y
3,3,J.Estes o3.5 Ks,GarageGuyChase,108,1.2,J.Estes,2.496,1.296,Oakland Athletics,San Diego Padres,0,1.0,1,1.0,1,1.0,1,N
4,4,V.Guerrero o1.5 Hits + Runs + RBIs,charliedisturco,-130,0.5,V.Guerrero,0.8846153846153846,0.3846153846153846,Toronto Blue Jays,Milwaukee Brewers,0,0.5230769230769231,1,0.6,1,0.6,1,N
5,5,C.Rea u3.5 ks,Jason Radowitz,102,1.0,C.Rea,2.02,1.02,Milwaukee Brewers,Toronto Blue Jays,1,0.4,0,0.2,0,0.4,0,N
6,6,E.Fedde o6.5 ks,Jason Radowitz,122,1.0,E.Fedde,2.22,1.2199999999999998,Chicago White Sox,Seattle Mariners,0,0.3846153846153846,0,0.4,0,0.4,0,N
7,7,K.Harrison u3.5 ks,Jason Radowitz,130,1.0,K.Harrison,2.3,1.2999999999999998,San Francisco Giants,Houston Astros,1,0.1538461538461538,0,0.0,0,0.2,0,Y
8,8,M.Kepler o0.5 HR,Jason Radowitz,600,0.1,M.Kepler,0.7000000000000001,0.6000000000000001,Minnesota Twins,Colorado Rockies,1,0.0869565217391304,0,0.0,0,0.0,0,N
9,9,D.Varsho o0.5 HR,Jason Radowitz,450,0.1,D.Varsho,0.55,0.45,Toronto Blue Jays,Milwaukee Brewers,0,0.1578947368421052,0,0.0,0,0.0,0,N
10,10,A.Bregman o0.5 HR,Jason Radowitz,800,0.1,A.Bregman,0.9,0.8,Houston Astros,San Francisco Giants,0,0.1290322580645161,0,0.2,0,0.4,0,N
11,11,A.Volpe o1.5 hits+runs+rbi,Rotowire,100,0.75,A.Volpe,1.5,0.75,New York Yankees,Kansas City Royals,0,0.5909090909090909,1,0.6,1,0.8,1,N
12,12,K.Lee u1.5 total bases,Rotowire,100,0.75,K.Lee,1.5,0.75,Chicago White Sox,Seattle Mariners,0,0.6956521739130435,1,0.8,1,0.8,1,N
13,13,J.Estes o3.5 strikeouts,Rotowire,100,0.75,J.Estes,1.5,0.75,Oakland Athletics,San Diego Padres,0,1.0,1,1.0,1,1.0,1,N
14,14,C.Burnes u6.5 strikeouts,Rotowire,100,0.75,C.Burnes,1.5,0.75,Baltimore Orioles,Tampa Bay Rays,0,0.8461538461538461,1,0.8,1,0.9,1,Y
15,15,E.Fedde u6.5 strikeouts,Rotowire,100,0.75,E.Fedde,1.5,0.75,Chicago White Sox,Seattle Mariners,0,0.6153846153846154,1,0.6,1,0.6,1,Y
16,16,R.Pepiot o5.5 strikeouts,Rotowire,100,0.75,R.Pepiot,1.5,0.75,Tampa Bay Rays,Baltimore Orioles,1,0.6,1,0.6,1,0.6,1,Y
17,17,J.Berrios o4.5 strikeouts,Rotowire,100,0.75,J.Berrios,1.5,0.75,Toronto Blue Jays,Milwaukee Brewers,0,0.6153846153846154,1,0.6,1,0.6,1,N
18,18,C.Paddack u6.5 strikeouts,Rotowire,100,0.75,C.Paddack,1.5,0.75,Minnesota Twins,Colorado Rockies,1,0.75,1,0.8,1,0.7,1,Y
19,19,J.Siri o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Siri,3.0,1.5,Tampa Bay Rays,Baltimore Orioles,1,0.48,0,0.6,1,0.7,1,N
21,21,L.Gilbert u6.5 strikeouts,Rotowire Prizepicks,100,1.5,L.Gilbert,3.0,1.5,Seattle Mariners,Chicago White Sox,1,0.6153846153846154,1,0.8,1,0.8,1,N
22,22,J.Estes o3.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Estes,3.0,1.5,Oakland Athletics,San Diego Padres,0,1.0,1,1.0,1,1.0,1,N
