,Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
0,0,B.Snell o3.5 Hits Allowed,SBK5065,-140,1.0,B.Snell,1.7142857142857144,0.7142857142857144,San Francisco Giants,Los Angeles Dodgers,0,0.625,1,0.6,1,0.625,1,Y
1,1,B.Snell o1.5 Earned Runs,SBK5065,-151,1.0,B.Snell,1.6622516556291391,0.6622516556291391,San Francisco Giants,Los Angeles Dodgers,0,0.75,1,0.6,1,0.75,1,Y
2,2,S.Arrighetti u16.5 Outs,PropBetGuy,-117,1.17,S.Arrighetti,2.17,1.0,Houston Astros,Oakland Athletics,0,0.6470588235294118,1,0.6,1,0.6,1,N
3,3,P.Alonso o1.5 RBI,charliedisturco,550,0.2,P.Alonso,1.3,1.1,New York Mets,Miami Marlins,0,0.1326530612244898,0,0.2,0,0.1,0,N
4,4,P.Alonso o0.5 RBI,charliedisturco,165,0.5,P.Alonso,1.325,0.825,New York Mets,Miami Marlins,0,0.3265306122448979,0,0.2,0,0.2,0,N
5,5,D.Peterson o1.5 BB,PropBetGuy,-119,1.19,D.Peterson,2.19,1.0,New York Mets,Miami Marlins,0,0.75,1,0.8,1,0.75,1,Y
6,6,C.Ragans o6.5 Ks,PropBetGuy,108,1.0,C.Ragans,2.08,1.08,Kansas City Royals,Arizona Diamondbacks,1,0.65,1,0.8,1,0.7,1,N
7,7,Z.Littell o4.5 Ks,Thespinzone,120,0.24,Z.Littell,0.528,0.288,Tampa Bay Rays,New York Yankees,0,0.5789473684210527,1,0.6,1,0.5,0,Y
8,8,B.Lowe o0.5 RBI,Thespinzone,185,0.2,B.Lowe,0.5700000000000001,0.37,Tampa Bay Rays,New York Yankees,0,0.3333333333333333,0,0.4,0,0.3,0,N
9,9,I.Paredes o0.5 RBI,Thespinzone,205,0.2,I.Paredes,0.61,0.41,Tampa Bay Rays,New York Yankees,0,0.3723404255319149,0,0.2,0,0.2,0,N
10,10,A.Judge o0.5 RBI,Thespinzone,-109,0.2,A.Judge,0.3834862385321101,0.1834862385321101,New York Yankees,Tampa Bay Rays,1,0.4444444444444444,0,0.6,1,0.4,0,N
11,11,C.Rodon u16.5 Outs,PropBetGuy,-108,1.08,C.Rodon,2.08,1.0,New York Yankees,Tampa Bay Rays,1,0.5,0,1.0,1,0.6,1,N
13,13,J.Rogers o0.5 hits+runs+rbi,Rotowire,100,0.75,J.Rogers,1.5,0.75,Detroit Tigers,Cleveland Guardians,0,0.5344827586206896,1,0.6,1,0.7,1,Y
15,15,Y.Diaz o3.5 strikeouts,Rotowire,100,0.75,Y.Diaz,1.5,0.75,Arizona Diamondbacks,Kansas City Royals,0,0.5,0,0.5,0,0.5,0,N
16,16,J.Assad o3.5 strikeouts,Rotowire,100,0.75,J.Assad,1.5,0.75,Chicago Cubs,Milwaukee Brewers,1,0.7647058823529411,1,0.6,1,0.8,1,N
17,17,S.Arrighetti o5.5 strikeouts,Rotowire,100,0.75,S.Arrighetti,1.5,0.75,Houston Astros,Oakland Athletics,0,0.5294117647058824,1,0.6,1,0.6,1,N
18,18,M.Lorenzen u4.5 strikeouts,Rotowire,100,0.75,M.Lorenzen,1.5,0.75,Texas Rangers,Chicago White Sox,1,0.6875,1,0.8,1,0.7,1,N
19,19,C.Carrasco u4.5 strikeouts,Rotowire,100,0.75,C.Carrasco,1.5,0.75,Cleveland Guardians,Detroit Tigers,1,0.6470588235294118,1,0.6,1,0.6,1,N
20,20,S.Arrighetti u16.5 outs,Rotowire Prizepicks,100,1.5,S.Arrighetti,3.0,1.5,Houston Astros,Oakland Athletics,0,0.6470588235294118,1,0.6,1,0.6,1,N
21,21,H.Harris o3.5 strikeouts,Rotowire Prizepicks,100,1.5,H.Harris,3.0,1.5,Oakland Athletics,Houston Astros,1,0.375,0,0.2,0,0.375,0,Y
22,22,C.Ragans o6.5 strikeouts,Rotowire Prizepicks,100,1.5,C.Ragans,3.0,1.5,Kansas City Royals,Arizona Diamondbacks,1,0.65,1,0.8,1,0.7,1,N
23,23,T.Skubal o6.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Skubal,3.0,1.5,Detroit Tigers,Cleveland Guardians,0,0.5789473684210527,1,1.0,1,0.7,1,N
24,24,M.Lorenzen u4.5 strikeouts,Rotowire Prizepicks,100,1.5,M.Lorenzen,3.0,1.5,Texas Rangers,Chicago White Sox,1,0.6875,1,0.8,1,0.7,1,N
25,25,H.Greene u6.5 strikeouts,Rotowire Prizepicks,100,1.5,H.Greene,3.0,1.5,Cincinnati Reds,Atlanta Braves,0,0.5789473684210527,1,0.4,0,0.5,0,N
26,26,T.Anderson u4.5 strikeouts,Rotowire Prizepicks,100,1.5,T.Anderson,3.0,1.5,Los Angeles Angels,Seattle Mariners,0,0.631578947368421,1,0.6,1,0.7,1,N
