,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,M.Wallner o0.5 Runs Scored,Thespinzone,160,0.16,0.416,0.256,M.Wallner,Minnesota Twins,Arizona Diamondbacks,1.0,0.4482758620689655,0,0.6,1,0.7,1
1,D.Schneider o0.5 Runs Scored,Thespinzone,116,0.17,0.3672,0.1972,D.Schneider,Toronto Blue Jays,Boston Red Sox,0.0,1.0,1,1.0,1,1.0,1
2,Y.Diaz o0.5 Runs Scored,Thespinzone,100,0.11,0.22,0.11,Y.Diaz,Tampa Bay Rays,Detroit Tigers,0.0,0.5212765957446809,1,0.6,1,0.5,0
