Unnamed: 0,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,B.Woodruff u7.5 strikeouts,Chris Landers,-125,1.0,1.8,0.8,B.Woodruff,Milwaukee Brewers,Pittsburgh Pirates,1.0,,,,,,
1,C.Rodon o2.5 walks,Chris Landers,145,1.0,2.45,1.4500000000000002,C.Rodon,New York Yankees,Houston Astros,1.0,,,,,,
2,B.Miller u5.5 Ks,Thespinzone,-115,0.15,0.2804347826086956,0.1304347826086956,B.Miller,Los Angeles Dodgers,San Diego Padres,0.0,,,,,,
3,B.Woodruff u7.5 Ks,SBK5065,-150,0.75,1.25,0.5,B.Woodruff,Milwaukee Brewers,Pittsburgh Pirates,1.0,,,,,,
0,M.Wallner o0.5 Runs Scored,Thespinzone,160,0.16,0.416,0.256,M.Wallner,Minnesota Twins,Arizona Diamondbacks,1.0,0.4482758620689655,0,0.6,1,0.7,1
1,D.Schneider o0.5 Runs Scored,Thespinzone,116,0.17,0.3672,0.1972,D.Schneider,Toronto Blue Jays,Boston Red Sox,0.0,1.0,1,1.0,1,1.0,1
2,Y.Diaz o0.5 Runs Scored,Thespinzone,100,0.11,0.22,0.11,Y.Diaz,Tampa Bay Rays,Detroit Tigers,0.0,0.5212765957446809,1,0.6,1,0.5,0
0,J.Soto o0.5 RBI,Thespinzone,170,0.1,0.27,0.17,J.Soto,San Diego Padres,Los Angeles Dodgers,1.0,0.3963963963963964,0,0.8,1,0.8,1
1,M.Betts o0.5 RBI,Thespinzone,135,0.2,0.47,0.27,M.Betts,Los Angeles Dodgers,San Diego Padres,0.0,0.4038461538461538,0,0.4,0,0.3,0
2,C.Morel o0.5 RBI,Thespinzone,230,0.1,0.33,0.23,C.Morel,Chicago Cubs,Atlanta Braves,1.0,0.4705882352941176,0,0.6,1,0.6,1
3,B.Drury o0.5 RBI,Thespinzone,145,0.1,0.245,0.145,B.Drury,Los Angeles Angels,Seattle Mariners,1.0,0.3506493506493506,0,0.4,0,0.4,0
4,F.Fermin o0.5 RBI,Thespinzone,200,0.1,0.3,0.2,F.Fermin,Kansas City Royals,Philadelphia Phillies,0.0,0.425531914893617,0,0.8,1,0.7,1
5,A.Bohm o0.5 RBI,Thespinzone,163,0.1,0.263,0.163,A.Bohm,Philadelphia Phillies,Kansas City Royals,1.0,0.4081632653061224,0,0.4,0,0.4,0
6,J.Meneses o0.5 RBI,Thespinzone,163,0.1,0.263,0.163,J.Meneses,Washington Nationals,Cincinnati Reds,0.0,0.3627450980392157,0,0.4,0,0.4,0
0,B.Harper o1.5 Total Bases,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,B.Harper,Philadelphia Phillies,Kansas City Royals,1.0,0.4358974358974359,0,0.8,1,0.4,0
0,B.Woodruff u1.5 Walks Allowed,Colby Conway,-110,1.0,1.9090909090909092,0.9090909090909092,B.Woodruff,Milwaukee Brewers,Pittsburgh Pirates,1.0,,,,,,
