,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
6,C.Burnes u5.5 Ks,MrTuttle05,-145,1.45,C.Burnes,2.45,1.0000000000000002,Baltimore Orioles,Toronto Blue Jays,1.0,0.4761904761904761,0,0.6,1,0.6,1
8,A.Nola u6.5 Ks,MrTuttle05,-160,1.6,A.Nola,2.6,1.0,Philadelphia Phillies,New York Yankees,1.0,0.6,1,0.4,0,0.7,1
10,G.Canning u5.5 Ks,MrTuttle05,-131,1.31,G.Canning,2.31,1.0,Los Angeles Angels,Colorado Rockies,1.0,0.95,1,1.0,1,1.0,1
15,J.Cannon u3.5 ks,Jason Radowitz,-154,1.0,J.Cannon,1.6493506493506491,0.6493506493506493,Chicago White Sox,Kansas City Royals,1.0,0.5,0,0.8,1,0.5,0
22,M.Wacha u5.5 strikeouts,Rotowire,100,0.75,M.Wacha,1.5,0.75,Kansas City Royals,Chicago White Sox,0.0,0.5882352941176471,1,0.4,0,0.4,0
23,E.Cabrera u6.5 strikeouts,Rotowire,100,0.75,E.Cabrera,1.5,0.75,Miami Marlins,Tampa Bay Rays,0.0,0.5,0,0.6,1,0.5,0
25,C.Bassitt o4.5 strikeouts,Rotowire,100,0.75,C.Bassitt,1.5,0.75,Toronto Blue Jays,Baltimore Orioles,0.0,0.6666666666666666,1,0.8,1,0.8,1
27,J.Paxton u4.5 strikeouts,Rotowire,100,0.75,J.Paxton,1.5,0.75,Los Angeles Dodgers,San Diego Padres,0.0,0.7777777777777778,1,0.6,1,0.7,1
28,G.Canning u5.5 strikeouts,Rotowire Prizepicks,100,1.5,G.Canning,3.0,1.5,Los Angeles Angels,Colorado Rockies,1.0,0.95,1,1.0,1,1.0,1
32,E.Cabrera u5.5 strikeouts,Rotowire Prizepicks,100,1.5,E.Cabrera,3.0,1.5,Miami Marlins,Tampa Bay Rays,0.0,0.5,0,0.6,1,0.5,0
11,A.Nola o5.5 strikeouts,Rotowire,100,0.75,A.Nola,1.5,0.75,Philadelphia Phillies,New York Yankees,1.0,0.55,1,0.8,1,0.6,1
12,J.Cannon o3.5 strikeouts,Rotowire,100,0.75,J.Cannon,1.5,0.75,Chicago White Sox,Kansas City Royals,1.0,0.5,0,0.2,0,0.5,0
15,J.Cannon o3.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Cannon,3.0,1.5,Chicago White Sox,Kansas City Royals,1.0,0.5,0,0.2,0,0.5,0
16,L.Lynn o4.5 strikeouts,Rotowire Prizepicks,100,1.5,L.Lynn,3.0,1.5,St Louis Cardinals,Texas Rangers,1.0,0.65,1,0.4,0,0.6,1
17,C.Burnes o5.5 strikeouts,Rotowire Prizepicks,100,1.5,C.Burnes,3.0,1.5,Baltimore Orioles,Toronto Blue Jays,1.0,0.5238095238095238,1,0.4,0,0.4,0
