,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
14,J.Soler o0.5 HR,Thespinzone,350,0.04,J.Soler,0.18,0.1399999999999999,Miami Marlins,San Diego Padres,1.0
