,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
0,B.Snell o6.5 strikeouts,Teddy Ricketson,115,1.0,2.15,1.15,B.Snell,San Diego Padres,Houston Astros,0.0
1,R.Olson o4.5 Ks,cowhitchurch,-134,1.34,2.34,0.9999999999999998,R.Olson,Detroit Tigers,Chicago White Sox,1.0
2,R.Olson o5.5 Ks,cowhitchurch,160,0.5,1.3,0.8,R.Olson,Detroit Tigers,Chicago White Sox,1.0
3,L.Allen u5.5 Ks,PropBetGuy,-140,1.4,2.4,1.0,L.Allen,Cleveland Guardians,Los Angeles Angels,0.0
