,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,J.Martinez o1.5 Total Bases,cowhitchurch,-105,0.5,J.Martinez,0.9761904761904762,0.4761904761904761,Los Angeles Dodgers,Cincinnati Reds,0.0
1,T.Turner o1.5 Total Bases,cowhitchurch,100,0.5,T.Turner,1.0,0.5,Philadelphia Phillies,Detroit Tigers,1.0
2,N.Lowe o1.5 Total Bases,cowhitchurch,120,0.6,N.Lowe,1.32,0.7200000000000001,Texas Rangers,St. Louis Cardinals,1.0
3,C.Seager o1.5 total bases,Dan Servodidio,-110,1.0,C.Seager,1.9090909090909087,,Texas Rangers,St. Louis Cardinals,1.0
