,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
15,C.Schmidt u5.5 Ks,GreenDotDaily,100,1.0,C.Schmidt,2.0,1.0,New York Yankees,Chicago White Sox,1.0
16,C.Schmidt u5.5 Ks,The_Oddsmaker,-102,1.05,C.Schmidt,2.0794117647058825,1.0294117647058825,New York Yankees,Chicago White Sox,1.0
3,J.Paxton o5.5 Ks,OldManWhoBets,-120,0.83,J.Paxton,1.5216666666666667,0.6916666666666668,Boston Red Sox,Cleveland Guardians,0.0
9,L.Varland o4.5 Ks,GreenDotDaily,-135,0.74,L.Varland,1.288148148148148,0.548148148148148,Minnesota Twins,Tampa Bay Rays,0.0
10,L.Varland o4.5 Ks,The_Oddsmaker,-135,1.0,L.Varland,1.7407407407407407,0.7407407407407407,Minnesota Twins,Tampa Bay Rays,0.0
