,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
6,S.Murphy o1.5 Total Bases,cowhitchurch,110,0.55,S.Murphy,1.1550000000000002,0.6050000000000002,Atlanta Braves,New York Mets,1.0
11,J.Martinez o1.5 Total Bases,cowhitchurch,-105,0.5,J.Martinez,0.9761904761904762,0.4761904761904761,Los Angeles Dodgers,Cincinnati Reds,0.0
13,T.Turner o1.5 Total Bases,cowhitchurch,100,0.5,T.Turner,1.0,0.5,Philadelphia Phillies,Detroit Tigers,1.0
17,N.Lowe o1.5 Total Bases,cowhitchurch,120,0.6,N.Lowe,1.32,0.7200000000000001,Texas Rangers,St. Louis Cardinals,1.0
21,C.Seager o1.5 total bases,Dan Servodidio,-110,1.0,C.Seager,1.9090909090909087,,Texas Rangers,St. Louis Cardinals,1.0
19,B.Reynolds o1.5 total bases,Teddy Ricketson,-125,1.0,B.Reynolds,1.8,,Pittsburgh Pirates,Oakland Athletics,1.0
