,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,A.Toro o0.5 HR,Thespinzone,600,0.08,A.Toro,0.56,0.48,Milwaukee Brewers,Baltimore Orioles,1.0
