,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,N.Fortes u1.5 total bases,Rotowire,100,0.75,N.Fortes,1.5,0.75,Miami Marlins,San Diego Padres,0.0,0.8787878787878788,1,1.0,1,0.9,1
1,E.Carter u1.5 total bases,Rotowire,100,0.75,E.Carter,1.5,0.75,Texas Rangers,Arizona Diamondbacks,1.0,0.7555555555555555,1,1.0,1,1.0,1
