,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,J.Jones o6.5 Ks,cowhitchurch,115,0.5,J.Jones,1.075,0.575,Pittsburgh Pirates,Detroit Tigers,0.0,0.7,1,0.4,0,0.7,1
1,J.Jones o6.5 Ks,Bettingyoda,110,1.0,J.Jones,2.1,1.1,Pittsburgh Pirates,Detroit Tigers,0.0,0.7,1,0.4,0,0.7,1
2,T.Skubal o7.5 Ks,kylemurray03,-130,1.3,T.Skubal,2.3,0.9999999999999998,Detroit Tigers,Pittsburgh Pirates,1.0,0.3,0,0.2,0,0.3,0
3,G.Canning u4.5 Ks,MrTuttle05,-105,1.05,G.Canning,2.05,0.9999999999999998,Los Angeles Angels,New York Yankees,1.0,0.7,1,0.6,1,0.7,1
5,L.Castillo u5.5 Ks,jimsannes,120,1.0,L.Castillo,2.2,1.2000000000000002,Seattle Mariners,Houston Astros,1.0,0.2727272727272727,0,0.4,0,0.2,0
6,L.Castillo o5.5 Ks,kylemurray03,-135,1.35,L.Castillo,2.35,1.0,Seattle Mariners,Houston Astros,1.0,0.7272727272727273,1,0.6,1,0.8,1
8,C.Ragans u7.5 Ks,cowhitchurch,-146,0.73,C.Ragans,1.23,0.5,Kansas City Royals,Minnesota Twins,0.0,0.5454545454545454,1,0.4,0,0.6,1
9,M.Clevinger o4.5 Ks,cowhitchurch,128,0.5,M.Clevinger,1.14,0.6400000000000001,Chicago White Sox,Toronto Blue Jays,1.0,0.75,1,0.75,1,0.75,1
10,M.Clevinger u4.5 Ks,BJCunningham,105,1.0,M.Clevinger,2.05,1.0499999999999998,Chicago White Sox,Toronto Blue Jays,1.0,0.25,0,0.25,0,0.25,0
11,Z.Littell o5.5 Ks,kylemurray03,-135,1.35,Z.Littell,2.35,1.0,Tampa Bay Rays,Oakland Athletics,1.0,0.6,1,0.6,1,0.6,1
13,T.Skubal o7.5 ks,Jason Radowitz,-138,1.0,T.Skubal,1.7246376811594204,0.7246376811594204,Detroit Tigers,Pittsburgh Pirates,1.0,0.3,0,0.2,0,0.3,0
14,G.Canning u4.5 ks,Jason Radowitz,-128,1.0,G.Canning,1.78125,0.78125,Los Angeles Angels,New York Yankees,1.0,0.7,1,0.6,1,0.7,1
17,K.Gausman o5.5 strikeouts,Rotowire,100,0.75,K.Gausman,1.5,0.75,Toronto Blue Jays,Chicago White Sox,0.0,0.6,1,0.8,1,0.6,1
18,M.Spence u4.5 strikeouts,Rotowire,100,0.75,M.Spence,1.5,0.75,Oakland Athletics,Tampa Bay Rays,0.0,1.0,1,1.0,1,1.0,1
19,B.Pfaadt o4.5 strikeouts,Rotowire,100,0.75,B.Pfaadt,1.5,0.75,Arizona Diamondbacks,Texas Rangers,0.0,0.6,1,0.6,1,0.6,1
20,C.Ragans o6.5 strikeouts,Rotowire,100,0.75,C.Ragans,1.5,0.75,Kansas City Royals,Minnesota Twins,0.0,0.6363636363636364,1,0.8,1,0.6,1
25,B.Brown u5.5 Ks,BJCunningham,100,1.0,B.Brown,2.0,1.0,Chicago Cubs,Milwaukee Brewers,0.0,0.8,1,0.8,1,0.8,1
32,B.Bello o4.5 Ks,Thespinzone,110,0.25,B.Bello,0.525,0.275,Boston Red Sox,Baltimore Orioles,0.0,0.5,0,0.6,1,0.5,0
48,F.Peralta u7.5 strikeouts,Rotowire,100,0.75,F.Peralta,1.5,0.75,Milwaukee Brewers,Chicago Cubs,1.0,0.7,1,0.8,1,0.7,1
