Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit
G.Cole u18.5 Outs,SBK5065,New York Yankees,G.Cole,Boston Red Sox,1.0,1.0,1,1.0,1,1.0,1,-200,1.5,2.25,0.75
M.Black u15.5 Outs,SBK5065,San Francisco Giants,M.Black,San Diego Padres,1.0,1.0,1,1.0,1,1.0,1,-165,1.5,2.409090909090909,0.9090909090909092
