Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
S.Lugo u2.5 Earned Runs,JBBets1,-165,1.0,S.Lugo,1.606060606060606,0.606060606060606,Kansas City Royals,Los Angeles Angels,1.0,0.68,1,0.4,0,0.6,1
B.Rooker o0.5 Runs Scored,sirlockselot_,140,2.0,B.Rooker,4.8,2.8,Oakland Athletics,Tampa Bay Rays,1.0,0.4392523364485981,0,0.6,1,0.5,0
