Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
T.Casas o0.5 total bases,Rotowire Prizepicks,100,1.5,T.Casas,3.0,1.5,Boston Red Sox,Houston Astros,0.0,0.64,1,0.6,1,0.6,1
J.Siri u1.5 total bases,Rotowire,100,0.75,J.Siri,1.5,0.75,Tampa Bay Rays,Oakland Athletics,0.0,0.73,1,1.0,1,0.8,1
