Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,R.McMahon o0.5 RBI,Zerillo,-109,0.11,R.McMahon,0.2109174311926605,0.1009174311926605,Colorado Rockies,Houston Astros,1.0,0.3846153846153846,0,0.6,1,0.3,0
4,R.Mountcastle o0.5 RBI,Thespinzone,148,0.2,R.Mountcastle,0.496,0.296,Baltimore Orioles,Oakland Athletics,1.0,0.3181818181818182,0,0.4,0,0.3,0
5,A.Rutschman o0.5 RBI,Thespinzone,175,0.15,A.Rutschman,0.4125,0.2624999999999999,Baltimore Orioles,Oakland Athletics,1.0,0.4166666666666667,0,0.4,0,0.4,0
6,J.Meneses o0.5 RBI,Thespinzone,200,0.2,J.Meneses,0.6000000000000001,0.4000000000000001,Washington Nationals,Miami Marlins,0.0,0.4285714285714285,0,0.8,1,0.7,1
14,M.Semien o0.5 RBI,Thespinzone,155,0.2,M.Semien,0.51,0.31,Texas Rangers,Cincinnati Reds,1.0,0.4814814814814814,0,0.4,0,0.5,0
13,J.Adell u1.5 total bases,Rotowire,100,0.75,J.Adell,1.5,0.75,Los Angeles Angels,Minnesota Twins,1.0,0.7058823529411765,1,0.4,0,0.6,1
20,C.Rodon u6.5 Ks,PropBetGuy,-140,1.4,C.Rodon,2.4,1.0,New York Yankees,Milwaukee Brewers,0.0,1.0,1,1.0,1,1.0,1
22,C.Mize o3.5 Ks,cowhitchurch,-136,0.68,C.Mize,1.1800000000000002,0.5000000000000001,Detroit Tigers,Kansas City Royals,1.0,0.75,1,0.75,1,0.75,1
29,T.Glasnow u6.5 Ks,_Collin1,122,0.5,T.Glasnow,1.11,0.6099999999999999,Los Angeles Dodgers,Toronto Blue Jays,0.0,0.4,0,0.4,0,0.4,0
31,R.Suarez o4.5 strikeouts,Teddy Ricketson,110,1.0,R.Suarez,2.1,1.1,Philadelphia Phillies,San Diego Padres,0.0,0.8,1,0.8,1,0.8,1
15,H.Greene o6.5 Ks,cowhitchurch,115,0.5,H.Greene,1.075,0.575,Cincinnati Reds,Texas Rangers,0.0,0.6,1,0.6,1,0.6,1
19,J.Ross u5.5 Ks,SBK5065,-140,1.0,J.Ross,1.7142857142857144,0.7142857142857144,Milwaukee Brewers,New York Yankees,1.0,0.75,1,0.75,1,0.75,1
21,J.Ross u5.5 Ks,cowhitchurch,-160,0.8,J.Ross,1.3,0.5,Milwaukee Brewers,New York Yankees,1.0,0.75,1,0.75,1,0.75,1
23,C.Morton u5.5 Ks,_Collin1,-136,0.68,C.Morton,1.1800000000000002,0.5000000000000001,Atlanta Braves,Cleveland Guardians,1.0,0.5,0,0.5,0,0.5,0
25,G.Kirby u5.5 Ks,PropBetGuy,-115,1.15,G.Kirby,2.1499999999999995,0.9999999999999996,Seattle Mariners,Arizona Diamondbacks,1.0,0.4,0,0.4,0,0.4,0
