,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv
0,D.May u5.5 hits allowed,Chris Landers,-120,1.0,D.May,1.8333333333333333,0.8333333333333333,Los Angeles Dodgers,Minnesota Twins,1.0
