,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Joe Musgrove,San Diego Padres,6.0,7,2,2,1,6,0,3.8,93,60,38,8,14,5,12,55,0.162,1.15,0.04,0.46,1.1,18,Pittsburgh Pirates,0.0
1,1,Luis Ortiz,Pittsburgh Pirates,4.2,6,4,4,3,0,2,4.11,69,40,27,3,10,7,13,33,-0.216,0.66,-0.07,0.35,-2.2,14,San Diego Padres,1.0
2,2,Reese Olson,Detroit Tigers,1.2,3,1,1,1,2,0,4.78,41,27,14,5,8,1,5,46,-0.022,1.16,-0.01,0.47,-0.2,5,Texas Rangers,0.0
3,3,Cody Bradford,Texas Rangers,4.1,4,3,3,3,8,1,5.59,88,61,32,15,14,1,8,48,-0.115,0.94,-0.08,1.08,-0.6,13,Detroit Tigers,1.0
4,4,Shane Bieber,Cleveland Guardians,6.0,2,0,0,1,8,0,3.48,81,51,24,12,15,6,5,75,0.36,0.91,0.19,0.79,3.1,18,Kansas City Royals,0.0
5,5,Zack Greinke,Kansas City Royals,6.0,11,2,2,2,0,0,5.15,82,50,34,1,15,13,13,40,0.045,1.1,0.0,0.0,1.1,18,Cleveland Guardians,1.0
6,6,Clarke Schmidt,New York Yankees,5.1,5,3,3,3,3,0,4.37,93,61,38,7,16,3,15,46,-0.113,0.95,-0.06,0.9,-0.8,16,Oakland Athletics,0.0
7,7,Hogan Harris,Oakland Athletics,5.1,9,5,4,2,2,2,5.17,91,59,38,5,16,7,15,32,-0.283,1.09,0.0,0.0,-1.7,16,New York Yankees,1.0
8,8,Zack Littell,Tampa Bay Rays,2.0,1,0,0,0,3,0,5.65,30,21,14,3,4,0,4,57,0.107,1.04,0.05,0.82,1.0,6,Arizona Diamondbacks,0.0
9,9,Brandon Pfaadt,Arizona Diamondbacks,2.0,7,6,6,2,3,1,9.82,69,46,28,9,9,2,7,19,-0.348,0.88,-0.27,1.15,-6.0,6,Tampa Bay Rays,1.0
10,10,Lance Lynn,Chicago White Sox,6.0,8,5,5,2,7,3,6.47,105,69,37,23,9,6,13,41,-0.112,1.06,-0.02,0.38,-1.8,18,Los Angeles Angels,0.0
11,11,Patrick Sandoval,Los Angeles Angels,5.0,8,7,7,2,8,0,4.57,96,61,31,10,20,7,8,29,-0.464,1.29,-0.33,1.54,-4.3,15,Chicago White Sox,1.0
12,12,Jesús Luzardo,Miami Marlins,6.1,3,0,0,1,9,0,3.53,99,70,40,19,11,6,7,75,0.312,0.99,0.19,1.01,2.8,19,Boston Red Sox,0.0
13,13,Brayan Bello,Boston Red Sox,7.0,2,1,1,1,5,0,3.08,99,63,32,12,19,10,8,73,0.215,1.08,0.07,0.56,2.4,21,Miami Marlins,1.0
14,14,Keaton Winn,San Francisco Giants,6.0,3,2,2,1,3,1,3.5,67,46,28,10,8,8,9,60,0.039,0.9,0.03,1.16,1.0,18,Toronto Blue Jays,0.0
15,15,Chris Bassitt,Toronto Blue Jays,6.0,3,0,0,3,12,0,4.06,104,62,27,16,19,4,5,75,0.357,1.29,0.2,1.18,3.0,18,San Francisco Giants,1.0
16,16,Adrian Houser,Milwaukee Brewers,6.0,7,2,2,1,5,2,3.88,89,58,35,5,18,6,12,54,0.07,0.78,0.05,0.87,1.1,18,New York Mets,0.0
17,17,Max Scherzer,New York Mets,6.0,7,2,2,2,9,1,3.87,102,66,36,7,23,4,12,57,0.07,1.12,0.01,0.34,1.1,18,Milwaukee Brewers,1.0
18,18,J.P. France,Houston Astros,7.0,4,0,0,2,2,0,3.13,97,63,40,5,18,12,9,69,0.141,0.33,0.1,0.38,3.7,21,St. Louis Cardinals,0.0
19,19,Adam Wainwright,St. Louis Cardinals,1.2,6,6,6,3,1,0,7.45,58,29,18,1,10,2,8,17,-0.373,1.34,-0.03,0.19,-5.3,5,Houston Astros,1.0
20,20,Taijuan Walker,Philadelphia Phillies,6.0,6,1,1,1,6,0,3.93,94,57,32,8,17,8,12,61,0.272,1.33,0.16,1.3,2.3,18,Chicago Cubs,0.0
21,21,Kyle Hendricks,Chicago Cubs,7.0,6,3,3,0,4,1,2.81,85,62,35,7,20,8,15,57,0.003,0.91,0.0,0.57,0.8,21,Philadelphia Phillies,1.0
22,22,Emmet Sheehan,Los Angeles Dodgers,5.0,7,3,3,0,5,0,2.65,88,60,40,11,9,8,8,46,-0.098,0.96,-0.08,1.25,-0.0,15,Colorado Rockies,0.0
23,23,Chase Anderson,Colorado Rockies,3.2,6,6,6,2,6,0,6.5,87,57,33,11,13,0,11,29,-0.252,1.45,-0.0,0.04,-2.2,11,Los Angeles Dodgers,1.0
