,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Jesse Scholtens,Chicago White Sox,6.0,6,3,2,1,6,1,3.06,96,69,46,12,11,7,9,55,-0.117,1.01,-0.0,0.01,-0.0,18,Cleveland Guardians,0.0
1,1,Xzavion Curry,Cleveland Guardians,5.0,4,2,2,0,4,0,2.95,65,45,24,11,10,5,10,55,0.0,0.75,0.0,0.55,0.5,15,Chicago White Sox,1.0
2,2,José Quintana,New York Mets,6.0,6,2,2,2,6,0,3.42,92,57,32,9,16,9,9,56,0.058,0.93,0.01,0.14,0.6,18,Baltimore Orioles,0.0
3,3,Kyle Bradish,Baltimore Orioles,4.2,3,0,0,5,5,0,3.19,87,45,22,8,15,7,3,58,0.182,1.33,0.1,1.19,1.7,14,New York Mets,1.0
4,4,Chris Bassitt,Toronto Blue Jays,7.0,7,1,1,3,6,1,3.87,96,65,30,10,25,9,12,62,0.145,0.64,0.11,0.81,2.8,21,Boston Red Sox,0.0
5,5,Brennan Bernardino,Boston Red Sox,1.0,2,0,0,0,2,0,2.65,24,17,10,2,5,1,2,51,0.05,0.92,0.02,0.76,0.5,3,Toronto Blue Jays,1.0
6,6,José Urquidy,Houston Astros,3.1,3,5,5,3,1,1,6.1,62,35,20,5,10,5,7,32,-0.149,0.89,-0.16,1.59,-1.5,10,New York Yankees,0.0
7,7,Carlos Rodón,New York Yankees,2.2,3,5,5,2,5,2,7.33,54,36,19,6,11,1,5,35,-0.34,0.94,-0.15,0.71,-3.5,8,Houston Astros,1.0
8,8,Zack Greinke,Kansas City Royals,4.0,7,5,5,0,4,2,5.53,59,38,19,7,12,4,10,32,-0.305,0.89,0.0,0.0,-2.9,12,Philadelphia Phillies,0.0
9,9,Taijuan Walker,Philadelphia Phillies,7.0,7,4,4,1,2,1,3.98,95,57,34,6,17,9,17,48,0.0,1.04,0.0,1.07,-0.4,21,Kansas City Royals,1.0
10,10,Jake Irvin,Washington Nationals,4.1,5,3,3,2,6,2,4.93,94,57,30,12,15,7,5,45,-0.133,0.92,-0.0,0.02,-1.5,13,Cincinnati Reds,0.0
11,11,Lyon Richardson,Cincinnati Reds,3.0,4,4,4,3,2,2,12.0,66,38,27,1,10,5,6,34,-0.227,0.71,-0.18,0.94,-2.4,9,Washington Nationals,1.0
12,12,Erasmo Ramírez,Tampa Bay Rays,3.0,3,1,1,1,3,0,5.14,58,36,23,5,8,6,2,51,0.071,0.83,0.05,0.92,0.6,9,Detroit Tigers,0.0
13,13,Matt Manning,Detroit Tigers,5.2,9,8,6,1,3,2,5.06,93,62,37,5,20,10,14,25,-0.31,0.66,-0.04,0.14,-3.5,17,Tampa Bay Rays,1.0
14,14,Johan Oviedo,Pittsburgh Pirates,7.0,2,0,0,3,6,0,4.18,101,62,31,15,16,3,12,76,0.45,0.98,0.03,0.09,3.6,21,Milwaukee Brewers,0.0
15,15,Brandon Woodruff,Milwaukee Brewers,5.0,4,2,2,0,9,2,1.65,85,61,32,16,13,2,7,60,0.013,0.75,0.01,1.05,0.6,15,Pittsburgh Pirates,1.0
16,16,Zac Gallen,Arizona Diamondbacks,7.0,4,2,2,2,8,0,3.37,97,63,35,9,19,7,7,67,0.087,1.45,0.05,1.47,1.6,21,Minnesota Twins,0.0
17,17,Dallas Keuchel,Minnesota Twins,5.0,8,1,1,2,0,0,1.8,74,46,29,4,13,13,8,45,0.133,1.32,0.08,1.29,1.6,15,Arizona Diamondbacks,1.0
18,18,Austin Gomber,Colorado Rockies,6.0,6,0,0,3,2,0,5.4,79,56,40,4,12,7,15,59,0.393,1.47,0.0,0.0,3.1,18,St. Louis Cardinals,0.0
19,19,Zack Thompson,St. Louis Cardinals,4.0,2,1,1,1,8,0,4.29,60,39,18,14,7,3,3,61,0.092,0.84,0.0,0.03,1.1,12,Colorado Rockies,1.0
20,20,Charlie Morton,Atlanta Braves,4.1,4,5,5,4,4,0,3.86,99,55,21,12,22,3,10,35,-0.298,1.43,-0.03,0.28,-2.0,13,Chicago Cubs,0.0
21,21,Justin Steele,Chicago Cubs,5.1,8,4,3,4,7,1,2.68,110,68,43,11,14,4,12,41,-0.219,1.32,-0.14,1.43,-1.4,16,Atlanta Braves,1.0
22,22,Sandy Alcantara,Miami Marlins,6.0,6,5,4,0,7,3,4.28,105,72,46,13,13,10,9,49,-0.176,0.72,-0.1,0.7,-1.8,18,Texas Rangers,0.0
23,23,Andrew Heaney,Texas Rangers,5.2,4,0,0,2,4,0,4.14,81,50,29,11,10,9,6,63,0.261,0.87,0.23,1.28,2.7,17,Miami Marlins,1.0
24,24,Bryce Miller,Seattle Mariners,5.0,5,1,1,0,10,0,4.2,85,64,27,22,15,3,7,63,0.188,1.1,0.14,1.32,1.7,15,Los Angeles Angels,0.0
25,25,Chase Silseth,Los Angeles Angels,7.0,4,2,2,1,12,2,3.72,100,67,29,21,17,7,7,72,0.136,0.89,0.04,0.41,1.7,21,Seattle Mariners,1.0
26,26,Alex Cobb,San Francisco Giants,5.1,7,5,5,1,3,2,3.3,77,51,33,3,15,8,10,36,-0.183,0.94,-0.17,1.43,-1.8,16,Oakland Athletics,0.0
27,27,Luis Medina,Oakland Athletics,3.1,5,4,3,5,3,0,5.47,88,53,33,9,11,6,7,34,-0.321,1.53,0.0,0.0,-2.6,10,San Francisco Giants,1.0
28,28,Lance Lynn,Los Angeles Dodgers,6.0,4,1,1,2,6,1,6.11,96,66,37,7,22,6,9,64,0.142,0.54,0.11,0.71,2.0,18,San Diego Padres,0.0
29,29,Rich Hill,San Diego Padres,3.0,5,6,6,1,4,2,5.09,77,47,27,9,11,4,6,28,-0.361,0.64,-0.16,0.48,-4.5,9,Los Angeles Dodgers,1.0
