,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Joey Wentz,Detroit Tigers,5.0,4,0,0,2,3,0,6.62,83,57,33,15,9,3,13,60,0.293,1.29,0.05,0.34,2.5,15,Cleveland Guardians,0.0
1,1,Xzavion Curry,Cleveland Guardians,6.0,5,1,1,2,6,0,3.24,81,54,28,11,15,6,9,62,0.184,1.1,0.07,0.64,2.0,18,Detroit Tigers,1.0
2,2,Cole Ragans,Kansas City Royals,6.0,8,3,3,2,9,0,4.08,106,72,38,14,20,5,11,51,-0.007,1.38,0.0,0.0,0.3,18,Chicago Cubs,0.0
3,3,Jameson Taillon,Chicago Cubs,6.0,6,4,2,0,3,1,5.56,91,65,39,10,16,6,14,51,-0.192,1.12,-0.12,1.21,-0.7,18,Kansas City Royals,1.0
4,4,Tarik Skubal,Detroit Tigers,6.0,3,1,1,1,7,0,3.76,88,63,30,16,17,8,6,68,0.272,0.95,0.03,0.21,2.0,18,Cleveland Guardians,0.0
5,5,Gavin Williams,Cleveland Guardians,5.0,6,3,3,2,4,1,3.02,90,59,28,17,14,8,9,45,-0.086,0.85,-0.03,0.54,-0.5,15,Detroit Tigers,1.0
6,6,José Berríos,Toronto Blue Jays,5.2,1,0,0,4,8,0,3.39,100,61,28,19,14,7,3,71,0.292,1.12,0.2,1.29,2.7,17,Cincinnati Reds,0.0
7,7,Brett Kennedy,Cincinnati Reds,5.0,3,0,0,1,2,0,3.0,75,49,31,5,13,6,10,62,0.29,1.12,0.19,1.25,2.7,15,Toronto Blue Jays,1.0
8,8,Brayan Bello,Boston Red Sox,6.0,6,1,1,1,4,0,3.7,98,60,34,9,17,12,6,59,0.108,0.36,0.04,0.22,2.1,18,New York Yankees,0.0
9,9,Jhony Brito,New York Yankees,2.1,9,7,6,0,1,1,5.43,46,34,19,2,13,4,12,14,-0.407,0.6,-0.05,0.11,-6.1,7,Boston Red Sox,1.0
10,10,Michael Lorenzen,Philadelphia Phillies,3.1,8,7,6,1,1,1,3.57,74,47,28,6,13,10,7,18,-0.541,1.09,-0.26,0.87,-5.2,10,Washington Nationals,0.0
11,11,Joan Adon,Washington Nationals,4.0,6,6,6,2,3,1,7.0,74,46,29,2,15,3,12,27,-0.376,1.03,-0.01,0.04,-4.0,12,Philadelphia Phillies,1.0
12,12,Alex Cobb,San Francisco Giants,5.2,8,4,4,2,3,0,3.75,103,63,39,9,15,13,9,38,-0.108,0.7,-0.07,0.79,-0.3,17,Atlanta Braves,0.0
13,13,Spencer Strider,Atlanta Braves,7.0,1,0,0,1,10,0,3.57,97,65,36,15,14,4,7,84,0.33,0.85,0.02,0.08,3.8,21,San Francisco Giants,1.0
14,14,Brandon Woodruff,Milwaukee Brewers,5.1,3,4,4,2,4,2,2.89,92,63,38,8,17,2,13,48,-0.087,0.98,-0.05,0.99,-0.5,16,Texas Rangers,0.0
15,15,Andrew Heaney,Texas Rangers,3.2,7,3,3,1,3,0,4.27,84,55,31,11,13,10,5,37,-0.141,1.04,-0.11,1.41,-1.1,11,Milwaukee Brewers,1.0
16,16,Bryce Miller,Seattle Mariners,6.1,2,0,0,1,2,0,3.78,82,50,31,4,15,10,9,70,0.369,1.0,0.36,1.64,3.0,19,Houston Astros,0.0
17,17,J.P. France,Houston Astros,6.0,7,2,2,1,7,2,2.75,105,67,41,11,15,5,13,56,0.06,1.15,0.07,2.31,1.1,18,Seattle Mariners,1.0
18,18,Andre Jackson,Pittsburgh Pirates,4.1,4,2,2,3,6,1,5.28,71,46,23,11,12,3,8,50,-0.019,0.97,0.0,0.03,0.3,13,Minnesota Twins,0.0
19,19,Pablo López,Minnesota Twins,6.0,6,0,0,2,7,0,3.51,99,58,31,13,14,8,8,65,0.345,1.46,0.16,1.12,3.1,18,Pittsburgh Pirates,1.0
20,20,Joey Lucchesi,New York Mets,5.2,4,0,0,2,5,0,3.54,84,50,24,10,16,10,6,64,0.277,1.06,0.02,0.13,2.5,17,St. Louis Cardinals,0.0
21,21,Zack Thompson,St. Louis Cardinals,5.0,6,2,2,1,5,1,3.9,82,55,23,9,23,9,7,51,0.019,0.82,0.0,0.02,0.6,15,New York Mets,1.0
22,22,Michael Kopech,Chicago White Sox,4.0,6,9,9,4,1,3,5.12,76,44,26,7,11,5,12,11,-0.4,0.54,0.0,0.0,-6.6,12,Colorado Rockies,0.0
