,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Javier Assad,Chicago Cubs,5.1,5,2,2,2,4,2,3.13,91,57,37,6,14,8,10,52,0.061,1.03,0.04,1.17,0.6,16,Detroit Tigers,0.0
1,1,Alex Faedo,Detroit Tigers,6.0,3,4,2,2,4,1,4.91,92,57,36,9,12,9,9,56,-0.172,0.62,-0.03,0.15,-0.9,18,Chicago Cubs,1.0
2,2,Scott Alexander,San Francisco Giants,0.2,3,1,1,0,2,0,4.23,19,13,10,1,2,1,2,44,-0.1,0.96,-0.08,1.31,-1.0,2,Philadelphia Phillies,0.0
3,3,Aaron Nola,Philadelphia Phillies,7.0,7,2,2,1,5,2,4.49,100,68,44,9,15,10,10,59,0.14,0.79,0.09,0.83,1.6,21,San Francisco Giants,1.0
4,4,Drew Rom,St. Louis Cardinals,3.2,8,8,6,4,4,1,14.73,90,51,35,3,13,5,11,17,-0.299,0.85,-0.0,0.01,-6.0,11,Pittsburgh Pirates,0.0
5,5,Thomas Hatch,Pittsburgh Pirates,3.0,2,0,0,1,1,0,2.87,45,30,15,2,12,5,4,55,0.152,1.18,0.0,0.02,1.6,9,St. Louis Cardinals,1.0
6,6,David Peterson,New York Mets,4.2,7,4,4,2,4,2,5.59,93,53,31,10,12,8,8,36,-0.185,1.03,-0.02,0.17,-1.5,14,Atlanta Braves,0.0
7,7,Allan Winans,Atlanta Braves,4.1,9,7,7,1,4,2,5.17,94,68,43,8,17,5,13,20,-0.513,1.05,-0.02,0.08,-4.5,13,New York Mets,1.0
8,8,Luis Castillo,Seattle Mariners,7.0,5,1,1,0,9,0,3.15,95,71,44,12,15,7,10,72,0.134,0.38,0.14,0.66,2.7,21,Chicago White Sox,0.0
9,9,Touki Toussaint,Chicago White Sox,4.0,7,7,7,4,3,2,5.3,96,54,30,8,16,7,9,19,-0.355,0.69,-0.0,0.0,-4.9,12,Seattle Mariners,1.0
10,10,James Paxton,Boston Red Sox,4.0,9,7,6,3,4,1,3.79,101,65,42,13,9,11,7,19,-0.473,1.35,-0.28,1.32,-5.0,12,Houston Astros,0.0
11,11,Cristian Javier,Houston Astros,5.0,7,3,3,3,3,1,4.52,105,57,33,8,16,4,15,41,-0.041,1.32,-0.05,2.73,-0.4,15,Boston Red Sox,1.0
12,12,Jordan Montgomery,Texas Rangers,8.0,4,0,0,1,6,0,3.12,92,58,31,16,11,9,10,79,0.617,1.33,0.6,2.15,4.2,24,Arizona Diamondbacks,0.0
13,13,Joe Mantiply,Arizona Diamondbacks,0.2,1,0,0,0,0,0,6.45,5,4,4,0,0,2,1,50,0.026,1.15,0.02,1.19,0.3,2,Texas Rangers,1.0
14,14,Tucker Davidson,Kansas City Royals,1.0,0,0,0,1,0,0,6.23,14,6,4,0,1,1,2,52,0.047,1.48,0.0,0.0,0.5,3,Oakland Athletics,0.0
15,15,Paul Blackburn,Oakland Athletics,6.0,4,2,2,1,6,1,4.0,82,56,32,10,14,9,6,61,0.119,1.05,0.0,0.0,0.8,18,Kansas City Royals,1.0
16,16,Ryan Weathers,Miami Marlins,3.1,5,5,5,5,4,1,7.32,83,45,21,5,19,1,8,29,-0.299,0.82,-0.2,0.91,-3.5,10,San Diego Padres,0.0
17,17,Michael Wacha,San Diego Padres,5.1,5,1,1,2,7,1,2.63,94,61,29,12,20,5,8,59,0.164,0.81,0.02,0.16,1.7,16,Miami Marlins,1.0
