,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Yusei Kikuchi,Toronto Blue Jays,4.2,6,2,2,2,7,1,4.31,94,62,31,18,13,4,10,49,-0.024,1.14,-0.01,1.17,0.2,14,Baltimore Orioles,0
1,1,Tyler Wells,Baltimore Orioles,6.2,5,2,2,1,8,2,3.2,90,65,37,10,18,4,12,63,0.156,0.97,0.11,1.13,1.3,20,Toronto Blue Jays,1
2,2,Taj Bradley,Tampa Bay Rays,4.1,4,3,2,3,11,0,4.19,88,55,27,15,13,4,3,53,-0.237,1.47,-0.12,1.22,-1.5,13,Oakland Athletics,0
3,3,Paul Blackburn,Oakland Athletics,5.2,7,3,2,1,9,1,3.48,104,69,40,17,12,6,10,53,-0.085,0.9,0.0,0.0,-0.4,17,Tampa Bay Rays,1
4,4,Aaron Nola,Philadelphia Phillies,6.2,6,4,4,1,9,1,4.66,104,72,35,16,21,10,7,54,-0.047,1.3,-0.03,1.3,-0.8,20,Arizona Diamondbacks,0
5,5,Ryne Nelson,Arizona Diamondbacks,4.0,10,5,5,2,5,1,5.3,82,54,29,11,14,2,15,25,-0.35,1.27,-0.28,1.68,-2.9,12,Philadelphia Phillies,1
6,6,Matthew Boyd,Detroit Tigers,6.0,7,4,4,1,8,1,5.6,84,55,27,17,11,6,9,49,-0.077,0.92,-0.02,0.41,-0.9,18,Minnesota Twins,0
7,7,Sonny Gray,Minnesota Twins,4.0,3,2,2,4,3,0,2.37,79,45,24,13,8,6,5,47,0.01,1.16,0.01,1.25,0.1,12,Detroit Tigers,1
8,8,Kyle Freeland,Colorado Rockies,4.1,9,7,7,3,1,0,4.48,86,56,40,5,11,8,11,15,-0.391,0.89,-0.05,0.2,-4.2,13,Atlanta Braves,0
9,9,AJ Smith-Shawver,Atlanta Braves,5.2,6,3,3,1,6,2,2.03,99,64,39,16,9,6,11,50,0.04,0.85,0.03,1.0,0.2,17,Colorado Rockies,1
10,10,Johan Oviedo,Pittsburgh Pirates,4.1,8,4,4,1,8,0,4.4,100,64,36,14,14,7,6,38,-0.105,1.3,-0.08,1.58,-0.5,13,Chicago Cubs,0
11,11,Marcus Stroman,Chicago Cubs,6.0,4,2,2,2,5,0,2.45,96,61,33,7,21,9,8,59,0.085,1.07,0.03,0.72,1.3,18,Pittsburgh Pirates,1
12,12,Shohei Ohtani,Los Angeles Angels,6.0,6,2,2,1,3,0,3.29,99,62,44,4,14,7,14,54,0.13,0.98,0.1,1.31,1.2,18,Texas Rangers,0
13,13,Nathan Eovaldi,Texas Rangers,7.0,5,3,3,2,9,2,2.59,105,67,36,16,15,8,7,62,0.001,1.14,0.0,1.75,0.7,21,Los Angeles Angels,1
14,14,MacKenzie Gore,Washington Nationals,5.2,4,0,0,3,4,0,3.74,95,51,33,10,8,7,8,62,0.294,1.16,0.03,0.19,2.6,17,Houston Astros,0
15,15,Cristian Javier,Houston Astros,6.0,5,0,0,0,2,0,2.9,92,58,45,7,6,4,16,64,0.358,1.01,0.27,1.25,3.1,18,Washington Nationals,1
16,16,Logan Allen,Cleveland Guardians,3.0,4,5,5,4,2,1,3.95,77,45,26,7,12,4,7,29,-0.262,1.15,-0.1,0.74,-3.5,9,San Diego Padres,0
17,17,Ryan Weathers,San Diego Padres,1.2,7,6,6,0,2,1,6.08,43,30,20,5,5,5,5,19,-0.437,1.28,-0.21,1.03,-5.3,5,Cleveland Guardians,1
18,18,Dylan Cease,Chicago White Sox,5.1,4,2,2,3,10,0,4.31,102,67,36,16,15,3,7,59,0.211,0.85,0.06,0.38,2.3,16,Los Angeles Dodgers,0
19,19,Michael Grove,Los Angeles Dodgers,5.0,7,4,4,1,7,4,8.1,92,61,32,17,12,4,11,43,-0.164,0.59,-0.12,0.73,-1.3,15,Chicago White Sox,1
