,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Josiah Gray,Washington Nationals,6.1,5,2,2,0,10,2,4.07,88,62,35,10,17,4,10,65,0.007,0.57,0.0,0.0,0.2,19,Pittsburgh Pirates,0
1,1,Mitch Keller,Pittsburgh Pirates,8.0,2,0,0,1,7,0,4.04,92,65,40,11,14,10,9,84,0.51,1.08,0.0,0.0,4.2,24,Washington Nationals,1
2,2,Derek Law,Cincinnati Reds,1.0,2,1,1,0,1,0,3.93,27,13,7,2,4,2,2,46,-0.054,1.21,-0.05,1.87,-0.5,3,Detroit Tigers,0
3,3,Reese Olson,Detroit Tigers,6.0,2,1,1,4,7,1,4.3,94,54,31,3,20,2,9,67,0.254,0.9,0.0,0.01,2.1,18,Cincinnati Reds,1
4,4,Michael King,New York Yankees,4.2,6,1,1,1,8,0,2.77,87,56,29,8,19,2,9,55,0.132,1.01,0.0,0.04,1.6,14,Boston Red Sox,0
5,5,Tanner Houck,Boston Red Sox,6.0,4,0,0,3,7,0,4.94,105,63,30,19,14,8,7,68,0.38,1.61,0.01,0.06,3.3,18,New York Yankees,1
6,6,Eury Pérez,Miami Marlins,4.2,5,3,3,0,7,0,3.06,85,56,31,11,14,1,11,49,-0.17,1.23,-0.16,1.89,-0.6,14,Milwaukee Brewers,0
7,7,Adrian Houser,Milwaukee Brewers,5.0,5,2,2,0,5,0,4.53,82,56,26,6,24,5,10,54,0.012,0.96,0.0,0.24,0.6,15,Miami Marlins,1
8,8,Merrill Kelly,Arizona Diamondbacks,5.0,6,7,7,4,7,1,3.45,98,66,33,11,22,7,7,30,-0.212,0.79,-0.18,1.15,-4.4,15,New York Mets,0
9,9,Kodai Senga,New York Mets,6.0,2,0,0,2,10,0,2.95,103,63,33,15,15,1,9,76,0.281,0.57,0.0,0.0,3.1,18,Arizona Diamondbacks,1
10,10,Nathan Eovaldi,Texas Rangers,3.1,3,2,2,3,3,1,2.96,73,40,24,8,8,3,7,46,-0.05,1.2,-0.09,3.44,-0.5,10,Toronto Blue Jays,0
11,11,Kevin Gausman,Toronto Blue Jays,4.2,6,4,4,6,5,2,3.4,109,65,33,14,18,7,8,35,-0.246,0.95,-0.29,1.88,-2.1,14,Texas Rangers,1
12,12,Aaron Civale,Tampa Bay Rays,5.0,4,3,3,1,8,2,3.06,87,60,34,10,16,5,5,54,-0.106,1.19,-0.12,2.3,-0.5,15,Baltimore Orioles,0
13,13,Kyle Bradish,Baltimore Orioles,7.0,7,4,4,0,5,1,3.12,100,66,41,9,16,10,12,52,-0.175,1.0,-0.2,1.94,-0.6,21,Tampa Bay Rays,1
14,14,Clarke Schmidt,New York Yankees,5.1,7,4,3,3,3,1,4.56,88,58,35,8,15,9,9,40,-0.113,1.43,-0.0,0.02,-1.3,16,Boston Red Sox,0
15,15,Nick Robertson,Boston Red Sox,1.0,0,0,0,1,1,0,5.71,15,11,4,3,4,0,2,53,0.05,0.86,0.0,0.04,0.5,3,New York Yankees,1
16,16,Kenta Maeda,Minnesota Twins,7.0,4,2,2,1,8,1,4.5,105,69,47,14,8,5,12,68,0.349,0.8,0.02,0.08,1.7,21,Chicago White Sox,0
17,17,José Ureña,Chicago White Sox,6.1,7,6,6,0,8,3,8.48,90,66,38,16,12,5,13,43,-0.116,0.66,0.0,0.0,-2.6,19,Minnesota Twins,1
