,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Chris Sale,Boston Red Sox,5.0,4,3,3,3,7,1,11.25,74,46,27,8,11,6,7,51,-0.072,0.92,-0.04,0.77,-0.4,15,Detroit Tigers,0
1,1,Spencer Turnbull,Detroit Tigers,5.2,5,5,5,2,1,1,13.5,72,41,27,1,13,10,8,38,-0.072,1.22,-0.04,1.06,-0.4,17,Boston Red Sox,1
2,2,Alex Wood,San Francisco Giants,3.0,6,3,1,2,3,0,3.0,71,40,24,6,10,4,9,40,-0.092,1.04,-0.05,0.92,-1.4,9,Chicago White Sox,0
3,3,Lance Lynn,Chicago White Sox,4.1,9,8,8,3,5,3,9.0,99,60,33,9,18,5,12,15,-0.45,0.79,-0.24,0.7,-5.6,13,San Francisco Giants,1
4,4,Kevin Gausman,Toronto Blue Jays,6.0,4,0,0,2,7,0,0.0,86,56,32,9,15,4,11,69,0.207,0.62,0.11,0.57,2.1,18,Kansas City Royals,0
5,5,Jordan Lyles,Kansas City Royals,5.2,8,5,5,0,9,2,4.91,106,73,44,9,20,6,10,42,-0.234,0.51,-0.1,0.38,-2.2,17,Toronto Blue Jays,1
6,6,Josiah Gray,Washington Nationals,6.0,8,1,1,1,6,0,4.91,102,64,34,18,12,9,11,57,0.214,1.16,0.1,0.92,2.6,18,Colorado Rockies,0
7,7,Kyle Freeland,Colorado Rockies,6.2,4,0,0,2,5,0,0.0,86,58,43,4,11,5,13,69,0.443,1.01,0.23,0.87,3.9,20,Washington Nationals,1
8,8,Blake Snell,San Diego Padres,3.2,6,4,4,4,2,1,7.88,88,43,24,10,9,5,9,31,-0.326,1.12,-0.18,1.05,-2.6,11,Atlanta Braves,0
9,9,Spencer Strider,Atlanta Braves,5.0,4,3,3,3,9,1,2.45,101,63,25,17,21,4,6,53,-0.053,1.23,-0.04,1.39,-0.3,15,San Diego Padres,1
10,10,Dustin May,Los Angeles Dodgers,6.0,2,1,1,2,5,0,0.69,83,58,40,5,13,4,11,67,0.254,0.91,0.17,0.99,2.1,18,Arizona Diamondbacks,0
11,11,Merrill Kelly,Arizona Diamondbacks,5.2,6,4,2,4,4,0,1.93,99,57,30,9,18,9,8,45,-0.153,0.86,-0.1,0.91,-1.4,17,Los Angeles Dodgers,1
