,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,José Ureña,Colorado Rockies,3.2,3,4,4,4,0,2,9.82,74,41,28,4,9,6,6,35,-0.315,1.2,-0.09,0.55,-2.3,11,Philadelphia Phillies,0.0
1,1,Zack Wheeler,Philadelphia Phillies,6.0,3,3,3,3,11,0,4.73,111,75,36,23,16,2,8,62,0.011,1.37,0.01,1.08,0.1,18,Colorado Rockies,1.0
2,2,Cristian Javier,Houston Astros,6.0,3,2,1,2,10,1,3.21,98,65,38,18,9,2,9,68,0.066,0.94,0.04,0.87,1.3,18,Atlanta Braves,0.0
3,3,Max Fried,Atlanta Braves,6.2,3,0,0,3,5,0,0.6,107,70,53,7,10,11,4,70,0.382,1.21,0.25,1.34,3.4,20,Houston Astros,1.0
4,4,Eduardo Rodriguez,Detroit Tigers,7.0,1,0,0,0,6,0,2.32,95,65,31,16,18,9,7,81,0.439,0.86,0.2,0.66,3.4,21,Baltimore Orioles,0.0
5,5,Grayson Rodriguez,Baltimore Orioles,5.0,5,0,0,3,6,0,5.12,92,58,33,8,17,6,7,60,0.278,1.28,0.17,1.34,2.5,15,Detroit Tigers,1.0
6,6,Kevin Gausman,Toronto Blue Jays,7.0,3,0,0,0,11,0,2.84,103,69,40,14,15,5,8,82,0.378,0.83,0.24,0.88,3.6,21,New York Yankees,0.0
7,7,Clarke Schmidt,New York Yankees,5.2,3,3,0,1,8,2,6.3,76,52,27,9,16,7,6,64,-0.057,0.98,-0.04,1.05,0.0,17,Toronto Blue Jays,1.0
8,8,Hunter Greene,Cincinnati Reds,6.0,4,1,1,2,6,0,3.52,96,63,34,17,12,3,12,64,0.185,0.82,0.06,0.46,2.1,18,Pittsburgh Pirates,0.0
9,9,Vince Velasquez,Pittsburgh Pirates,7.0,2,0,0,2,10,0,3.76,100,64,31,15,18,7,6,81,0.472,1.09,0.33,1.27,3.7,21,Cincinnati Reds,1.0
10,10,Jesús Luzardo,Miami Marlins,4.1,8,4,4,1,6,2,3.62,96,66,41,10,15,5,10,36,-0.249,0.9,-0.15,0.89,-2.2,13,Cleveland Guardians,0.0
11,11,Logan Allen,Cleveland Guardians,6.0,5,1,1,1,8,1,1.5,86,60,33,16,11,7,7,65,0.194,0.87,0.11,0.8,2.0,18,Miami Marlins,1.0
12,12,Lucas Giolito,Chicago White Sox,7.0,5,4,4,2,5,2,4.5,102,62,39,13,10,6,14,54,-0.163,0.59,-0.06,0.38,-0.5,21,Tampa Bay Rays,0.0
13,13,Zach Eflin,Tampa Bay Rays,5.0,3,1,1,0,4,0,2.81,67,45,23,5,17,7,7,61,0.173,0.88,0.11,0.97,1.5,15,Chicago White Sox,1.0
