,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,George Kirby,Seattle Mariners,6.0,8,4,4,0,2,1,3.23,73,58,42,5,11,9,13,42,-0.258,1.3,-0.19,1.59,-0.9,18,Kansas City Royals,0.0
1,1,Angel Zerpa,Kansas City Royals,4.0,5,1,1,2,6,0,6.08,84,52,33,11,8,4,6,52,0.092,1.27,0.0,0.0,1.1,12,Seattle Mariners,1.0
2,2,Chris Sale,Boston Red Sox,4.1,2,3,2,3,3,0,4.5,65,38,20,8,10,4,8,49,0.007,1.24,0.0,0.81,0.3,13,Washington Nationals,0.0
3,3,Patrick Corbin,Washington Nationals,6.0,4,1,1,0,6,1,4.71,96,59,36,13,10,7,8,66,0.183,0.79,0.0,0.02,2.1,18,Boston Red Sox,1.0
4,4,José Quintana,New York Mets,6.0,3,2,2,4,5,1,3.03,97,57,32,10,15,6,10,59,0.018,1.13,0.0,0.1,0.8,18,St. Louis Cardinals,0.0
5,5,Adam Wainwright,St. Louis Cardinals,6.0,4,3,3,3,2,1,8.42,93,54,31,0,23,8,12,51,-0.06,0.75,-0.0,0.03,0.1,18,New York Mets,1.0
6,6,Zac Gallen,Arizona Diamondbacks,6.1,3,1,1,1,3,0,3.17,100,59,40,2,17,3,16,65,0.296,1.07,0.16,0.94,2.2,19,San Diego Padres,0.0
7,7,Rich Hill,San Diego Padres,5.0,2,3,3,1,3,2,5.18,56,38,23,6,9,5,9,53,-0.1,0.66,-0.02,0.25,-0.5,15,Arizona Diamondbacks,1.0
8,8,Corbin Burnes,Milwaukee Brewers,7.0,2,0,0,2,9,0,3.43,98,60,30,17,13,5,9,80,0.458,1.16,0.29,1.22,3.8,21,Los Angeles Dodgers,0.0
9,9,Lance Lynn,Los Angeles Dodgers,7.0,4,0,0,1,3,0,5.6,87,55,36,7,12,10,11,71,0.458,1.22,0.12,0.52,3.8,21,Milwaukee Brewers,1.0
