,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Michael Lorenzen,Detroit Tigers,7.0,5,1,1,0,3,0,4.18,98,77,51,9,17,12,10,66,0.213,0.75,0.13,0.75,2.5,21,Cleveland Guardians,0.0
1,1,Shane Bieber,Cleveland Guardians,6.0,7,0,0,1,9,0,2.61,101,69,31,17,21,10,6,66,0.367,1.61,0.21,1.5,3.0,18,Detroit Tigers,1.0
2,2,Zach Eflin,Tampa Bay Rays,6.0,7,4,4,1,4,1,2.91,80,51,32,7,12,11,10,45,-0.191,0.71,-0.13,0.82,-1.1,18,Baltimore Orioles,0.0
3,3,Grayson Rodriguez,Baltimore Orioles,5.2,7,2,2,2,4,2,5.08,101,59,33,8,18,9,9,49,0.101,1.06,0.07,1.32,0.7,17,Tampa Bay Rays,1.0
4,4,Connor Seabold,Colorado Rockies,5.0,3,1,1,3,3,0,4.56,77,46,26,7,13,7,8,57,0.125,1.22,0.04,0.71,1.6,15,Pittsburgh Pirates,0.0
5,5,Luis Ortiz,Pittsburgh Pirates,5.0,7,5,2,1,1,1,3.6,74,50,34,7,9,11,11,39,-0.291,0.99,-0.21,1.17,-2.4,15,Colorado Rockies,1.0
6,6,David Peterson,New York Mets,3.1,7,4,4,2,4,0,7.68,87,49,23,8,18,7,6,32,-0.229,0.9,-0.13,0.84,-2.5,10,Cincinnati Reds,0.0
7,7,Luke Weaver,Cincinnati Reds,6.0,4,4,4,1,2,3,7.36,82,57,39,3,15,9,11,49,0.129,0.67,0.05,0.42,-0.1,18,New York Mets,1.0
8,8,Alek Manoah,Toronto Blue Jays,4.2,4,3,3,4,1,1,4.83,94,59,39,3,17,7,8,41,-0.142,1.09,-0.08,1.07,-0.7,14,Philadelphia Phillies,0.0
9,9,Aaron Nola,Philadelphia Phillies,6.0,5,2,2,2,6,1,4.44,86,58,31,7,20,10,6,58,0.122,1.34,0.06,1.0,1.1,18,Toronto Blue Jays,1.0
10,10,Drew Rucinski,Oakland Athletics,5.0,6,7,5,3,2,1,8.16,95,54,31,7,16,9,11,30,-0.377,0.81,-0.02,0.07,-4.4,15,New York Yankees,0.0
11,11,Clarke Schmidt,New York Yankees,6.0,5,2,2,2,7,1,5.35,93,61,35,4,22,9,6,59,0.096,0.96,0.04,0.74,1.1,18,Oakland Athletics,1.0
12,12,Nick Pivetta,Boston Red Sox,4.0,8,7,7,3,2,1,6.23,90,52,36,10,6,7,11,17,-0.344,0.63,-0.19,0.57,-4.8,12,Atlanta Braves,0.0
13,13,Charlie Morton,Atlanta Braves,6.0,5,2,2,2,7,1,3.32,100,61,29,12,20,8,7,59,0.133,0.59,0.09,0.69,1.3,18,Boston Red Sox,1.0
14,14,Jack Flaherty,St. Louis Cardinals,5.0,7,3,3,5,3,1,6.18,93,50,27,10,13,7,8,39,0.015,1.47,0.0,0.52,-0.3,15,Chicago Cubs,0.0
15,15,Jameson Taillon,Chicago Cubs,2.2,5,4,4,2,5,2,6.41,69,42,23,7,12,4,4,35,-0.215,0.92,-0.12,0.86,-2.2,8,St. Louis Cardinals,1.0
