,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Brady Singer,Kansas City Royals,6.0,5,2,2,1,9,0,5.55,98,62,29,12,21,7,6,62,0.116,1.18,0.0,0.0,1.1,18,New York Yankees,0.0
1,1,Gerrit Cole,New York Yankees,6.1,5,2,2,1,10,1,2.78,99,66,44,15,7,6,7,64,0.156,1.23,0.07,0.9,1.4,19,Kansas City Royals,1.0
2,2,Chase Anderson,Colorado Rockies,6.0,7,3,3,1,6,0,6.08,93,57,32,9,16,8,11,51,-0.044,0.87,0.0,0.0,0.2,18,Miami Marlins,0.0
3,3,Johnny Cueto,Miami Marlins,6.0,2,1,1,1,8,0,4.5,81,58,31,14,13,6,5,71,0.302,0.91,0.18,0.9,2.8,18,Colorado Rockies,1.0
4,4,Miles Mikolas,St. Louis Cardinals,5.0,11,5,5,1,3,0,4.33,102,70,44,7,19,7,15,27,-0.301,1.36,-0.03,0.26,-2.3,15,Chicago Cubs,0.0
5,5,Michael Fulmer,Chicago Cubs,2.0,3,1,1,1,2,1,4.43,29,18,11,4,3,4,2,47,0.001,1.04,0.0,0.41,0.1,6,St. Louis Cardinals,1.0
6,6,Bobby Miller,Los Angeles Dodgers,6.0,7,3,3,0,6,1,4.28,85,58,31,9,18,4,14,52,0.052,0.49,0.04,0.66,0.2,18,Texas Rangers,0.0
7,7,Dane Dunning,Texas Rangers,3.0,7,5,5,2,1,2,3.18,79,45,32,1,12,6,7,24,-0.33,1.02,-0.26,1.36,-3.4,9,Los Angeles Dodgers,1.0
8,8,Brandon Pfaadt,Arizona Diamondbacks,6.0,4,3,3,0,6,3,8.81,89,66,36,14,16,6,11,58,-0.111,1.05,-0.1,1.66,0.3,18,Cincinnati Reds,0.0
9,9,Brandon Williamson,Cincinnati Reds,6.0,3,1,1,1,5,0,4.6,80,55,38,7,10,3,12,66,0.196,1.12,0.17,1.58,2.3,18,Arizona Diamondbacks,1.0
10,10,Kevin Gausman,Toronto Blue Jays,6.0,5,4,4,0,9,4,3.18,87,58,25,14,19,4,10,55,-0.106,0.76,-0.08,0.96,-1.1,18,Seattle Mariners,0.0
11,11,Logan Gilbert,Seattle Mariners,5.0,8,5,5,1,5,3,3.88,94,61,40,6,15,9,9,35,-0.359,1.02,-0.15,0.72,-2.6,15,Toronto Blue Jays,1.0
12,12,Grayson Rodriguez,Baltimore Orioles,5.2,3,2,2,2,6,0,6.91,93,56,28,16,12,7,5,59,0.135,0.72,0.14,1.26,0.8,17,Tampa Bay Rays,0.0
13,13,Shane McClanahan,Tampa Bay Rays,4.0,5,5,5,3,5,0,2.89,86,56,32,15,9,5,7,34,-0.257,1.15,-0.27,2.05,-3.0,12,Baltimore Orioles,1.0
14,14,Jackson Wolf,San Diego Padres,5.0,6,3,3,1,1,0,5.4,75,45,33,2,10,12,8,43,-0.058,0.78,-0.01,0.34,-0.4,15,Detroit Tigers,0.0
15,15,Matt Manning,Detroit Tigers,2.0,1,0,0,2,2,0,3.19,32,19,10,1,8,2,2,54,0.101,1.03,0.02,0.4,1.0,6,San Diego Padres,1.0
16,16,Logan Webb,San Francisco Giants,1.1,5,6,6,1,2,1,3.48,51,33,20,5,8,2,5,21,-0.345,1.06,-0.28,1.43,-5.3,4,Washington Nationals,0.0
17,17,Josiah Gray,Washington Nationals,7.0,4,1,1,3,4,0,3.45,87,58,33,13,12,10,9,66,0.126,0.6,0.0,0.0,2.6,21,San Francisco Giants,1.0
18,18,Max Scherzer,New York Mets,6.0,6,5,5,2,7,4,4.2,93,67,37,11,19,5,12,45,-0.305,0.93,-0.06,0.28,-1.7,18,Boston Red Sox,0.0
19,19,James Paxton,Boston Red Sox,6.0,3,3,2,1,7,0,3.46,96,64,36,10,18,4,10,62,0.003,0.91,0.0,0.74,0.3,18,New York Mets,1.0
20,20,Zack Wheeler,Philadelphia Phillies,7.0,5,1,1,1,8,0,3.88,109,77,50,13,14,2,15,70,0.2,0.88,0.12,0.9,2.5,21,Cleveland Guardians,0.0
21,21,Tanner Bibee,Cleveland Guardians,7.0,2,0,0,1,8,0,3.04,102,73,33,22,18,5,9,80,0.449,1.18,0.23,1.01,3.5,21,Philadelphia Phillies,1.0
22,22,Allan Winans,Atlanta Braves,4.1,5,2,2,1,5,0,4.15,71,42,21,9,12,7,5,49,-0.024,1.07,-0.01,0.5,0.1,13,Milwaukee Brewers,0.0
23,23,Adrian Houser,Milwaukee Brewers,6.0,6,3,3,2,10,1,3.86,89,62,34,12,16,7,7,56,-0.048,0.84,-0.04,1.15,0.1,18,Atlanta Braves,1.0
24,24,Dylan Cease,Chicago White Sox,6.0,3,1,1,2,9,0,4.04,96,60,35,12,13,2,9,69,0.282,1.17,0.02,0.14,2.1,18,Minnesota Twins,0.0
25,25,Sonny Gray,Minnesota Twins,6.0,7,2,2,1,4,0,3.15,88,59,38,6,15,10,11,53,0.091,1.09,0.06,1.21,1.1,18,Chicago White Sox,1.0
26,26,Ryan Borucki,Pittsburgh Pirates,1.2,0,0,0,0,3,0,4.05,21,12,3,4,5,0,2,58,0.077,0.92,0.0,0.07,0.8,5,Los Angeles Angels,0.0
27,27,Reid Detmers,Los Angeles Angels,5.0,6,2,2,2,9,0,4.38,100,65,36,15,14,4,8,54,0.013,1.06,0.01,0.8,0.7,15,Pittsburgh Pirates,1.0
28,28,Cristian Javier,Houston Astros,5.2,1,2,2,6,5,0,4.32,97,48,26,11,11,1,10,58,0.283,1.01,0.25,1.49,2.4,17,Oakland Athletics,0.0
29,29,Paul Blackburn,Oakland Athletics,5.1,5,1,1,3,5,1,5.06,99,55,31,8,16,10,6,56,0.065,1.13,0.0,0.0,0.9,16,Houston Astros,1.0
