,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Michael Lorenzen,Philadelphia Phillies,8.0,6,2,2,1,5,1,3.48,101,72,43,10,19,8,16,66,0.366,1.04,0.27,1.28,2.3,24,Miami Marlins,0.0
1,1,Johnny Cueto,Miami Marlins,6.0,5,4,4,2,4,1,5.32,100,66,46,6,14,3,14,48,-0.068,0.86,-0.05,1.01,-0.6,18,Philadelphia Phillies,1.0
2,2,Touki Toussaint,Chicago White Sox,5.1,5,4,4,4,9,2,3.92,98,59,28,9,22,5,7,47,-0.207,1.16,-0.0,0.02,-1.5,16,Texas Rangers,0.0
3,3,Max Scherzer,Texas Rangers,6.0,7,3,3,2,9,0,4.04,105,70,38,20,12,8,7,53,0.05,1.07,0.05,1.68,0.2,18,Chicago White Sox,1.0
4,4,Carlos Carrasco,New York Mets,6.0,8,6,6,1,0,2,6.6,74,52,39,7,6,6,18,31,-0.143,0.62,-0.02,0.16,-2.9,18,Kansas City Royals,0.0
5,5,Brady Singer,Kansas City Royals,8.0,3,0,0,0,4,0,5.1,100,65,35,11,19,13,9,80,0.357,0.7,0.0,0.0,4.1,24,New York Mets,1.0
6,6,Jack Flaherty,Baltimore Orioles,6.0,4,1,1,2,8,0,4.28,92,61,27,19,15,4,10,66,0.25,1.53,0.19,1.9,2.0,18,Toronto Blue Jays,0.0
7,7,Kevin Gausman,Toronto Blue Jays,4.1,8,3,3,2,6,0,3.2,103,66,38,14,14,9,5,39,-0.087,1.18,-0.07,1.58,-0.7,13,Baltimore Orioles,1.0
8,8,Brandon Pfaadt,Arizona Diamondbacks,7.0,2,1,1,1,7,1,7.11,84,62,32,14,16,9,7,75,0.216,0.74,0.19,1.08,2.6,21,San Francisco Giants,0.0
9,9,Scott Alexander,San Francisco Giants,1.0,1,0,0,0,0,0,3.03,7,6,4,1,1,1,2,51,0.048,0.9,0.05,1.57,0.5,3,Arizona Diamondbacks,1.0
10,10,Mitch Keller,Pittsburgh Pirates,5.0,9,8,8,3,5,1,4.35,90,59,33,7,19,6,12,19,-0.376,0.65,-0.02,0.07,-5.4,15,Milwaukee Brewers,0.0
11,11,Adrian Houser,Milwaukee Brewers,6.0,4,1,1,2,5,0,4.19,95,62,33,8,21,10,7,63,0.117,0.73,0.1,1.03,2.1,18,Pittsburgh Pirates,1.0
12,12,Cristian Javier,Houston Astros,4.2,4,3,3,3,4,2,4.39,102,60,37,11,12,1,13,45,-0.063,0.68,-0.07,1.21,-0.6,14,New York Yankees,0.0
13,13,Clarke Schmidt,New York Yankees,5.0,4,2,2,1,4,0,4.35,82,51,32,7,12,9,5,54,0.119,1.21,0.05,0.83,0.6,15,Houston Astros,1.0
14,14,Sonny Gray,Minnesota Twins,7.0,5,2,2,0,8,1,3.18,77,55,28,10,17,9,9,67,0.233,0.74,0.14,0.72,1.7,21,St. Louis Cardinals,0.0
15,15,Matthew Liberatore,St. Louis Cardinals,5.2,6,5,5,2,1,2,6.93,93,56,37,4,15,10,12,36,-0.186,0.65,-0.01,0.03,-1.6,17,Minnesota Twins,1.0
16,16,Luke Weaver,Cincinnati Reds,3.0,4,4,4,4,5,0,6.98,83,46,23,11,12,3,6,36,-0.267,1.16,-0.27,1.93,-2.8,9,Chicago Cubs,0.0
17,17,Jameson Taillon,Chicago Cubs,5.0,7,2,2,2,5,1,5.36,92,62,40,9,13,5,11,48,0.021,1.14,0.01,1.32,0.1,15,Cincinnati Reds,1.0
18,18,Bryan Woo,Seattle Mariners,6.0,4,2,2,2,6,0,4.75,83,52,28,12,12,5,10,60,0.0,1.06,0.0,1.07,1.2,18,Los Angeles Angels,0.0
19,19,Shohei Ohtani,Los Angeles Angels,4.0,3,0,0,1,4,0,3.32,59,41,27,9,5,6,4,59,0.219,1.12,0.12,1.06,2.1,12,Seattle Mariners,1.0
20,20,JP Sears,Oakland Athletics,5.0,6,2,2,3,5,0,4.07,95,56,36,10,10,5,11,49,0.009,1.09,0.0,0.0,0.7,15,Los Angeles Dodgers,0.0
21,21,Julio Urías,Los Angeles Dodgers,5.0,3,0,0,1,5,0,4.69,68,44,29,5,10,7,5,65,0.282,0.89,0.25,1.29,2.7,15,Oakland Athletics,1.0
