,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Brandon Williamson,Cincinnati Reds,2.0,2,3,3,4,2,0,5.82,65,37,24,2,11,1,5,38,-0.159,1.18,-0.11,1.37,-1.4,6,Baltimore Orioles,0
1,1,Cole Irvin,Baltimore Orioles,3.0,3,1,1,0,3,0,7.18,45,31,16,4,11,3,6,52,0.045,1.03,0.03,1.08,0.5,9,Cincinnati Reds,1
2,2,Colin Rea,Milwaukee Brewers,6.1,3,1,1,1,3,0,4.57,86,59,34,6,19,8,12,65,0.265,0.95,0.17,1.03,2.3,19,New York Mets,0
3,3,Justin Verlander,New York Mets,5.0,5,0,0,2,5,0,4.11,100,59,34,6,19,10,5,60,0.286,1.53,0.07,0.64,2.6,15,Milwaukee Brewers,1
4,4,Sonny Gray,Minnesota Twins,6.2,7,3,3,1,5,1,2.67,102,67,37,12,18,12,9,52,0.081,1.03,0.05,1.01,1.6,20,Atlanta Braves,0
5,5,Spencer Strider,Atlanta Braves,7.0,3,1,1,2,10,1,3.73,100,65,27,22,16,3,11,75,0.34,0.99,0.16,0.8,2.8,21,Minnesota Twins,1
6,6,Matthew Boyd,Detroit Tigers,0.2,1,1,1,0,2,1,5.45,13,9,4,3,2,0,1,48,-0.062,0.73,-0.02,0.31,-0.6,2,Texas Rangers,0
7,7,Andrew Heaney,Texas Rangers,5.2,6,6,6,3,5,2,4.38,101,65,40,14,11,3,15,35,-0.314,0.76,-0.23,0.92,-2.9,17,Detroit Tigers,1
8,8,Dylan Cease,Chicago White Sox,6.0,5,1,1,0,10,1,4.04,99,62,29,16,17,8,5,68,0.109,1.06,0.02,0.38,1.2,18,Los Angeles Angels,0
9,9,Reid Detmers,Los Angeles Angels,7.0,2,1,1,2,10,1,3.77,105,73,43,16,14,6,7,77,0.335,1.1,0.23,1.26,2.7,21,Chicago White Sox,1
10,10,Trevor Williams,Washington Nationals,4.0,8,3,3,1,4,2,4.28,83,55,37,8,10,7,9,37,-0.147,1.5,-0.0,0.07,-1.1,12,Seattle Mariners,0
11,11,Luis Castillo,Seattle Mariners,7.0,7,3,2,1,7,2,2.86,103,72,41,16,15,9,11,59,0.009,0.84,0.0,0.45,0.4,21,Washington Nationals,1
