,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Tyler Anderson,Los Angeles Angels,5.0,6,3,3,2,2,1,5.27,88,53,36,6,11,3,16,43,-0.114,1.43,-0.07,1.36,-0.5,15,Baltimore Orioles,0.0
1,1,Tyler Wells,Baltimore Orioles,5.0,6,3,3,1,7,2,2.94,95,59,32,16,11,3,11,49,-0.114,0.65,-0.08,0.73,-0.5,15,Los Angeles Angels,1.0
2,2,Trevor Williams,Washington Nationals,6.0,5,3,3,1,5,1,4.26,94,60,34,11,15,8,10,54,-0.061,0.83,-0.02,0.53,0.2,18,Miami Marlins,0.0
3,3,Eury Pérez,Miami Marlins,5.0,3,1,1,1,6,1,2.79,78,48,24,6,18,4,8,62,0.181,0.89,0.11,0.88,1.7,15,Washington Nationals,1.0
4,4,Taj Bradley,Tampa Bay Rays,5.0,3,2,2,2,4,1,3.54,86,51,29,9,13,7,7,55,0.026,1.04,0.02,1.05,0.6,15,New York Mets,0.0
5,5,Tylor Megill,New York Mets,6.0,4,2,2,1,4,1,3.88,79,48,29,11,8,8,8,59,0.102,1.02,0.05,0.91,1.1,18,Tampa Bay Rays,1.0
6,6,Logan Allen,Cleveland Guardians,5.2,7,1,1,1,5,0,3.04,102,68,45,11,12,10,8,55,0.209,1.29,0.1,1.01,2.1,17,Chicago White Sox,0.0
7,7,Dylan Cease,Chicago White Sox,6.1,5,3,3,1,3,1,4.78,91,59,32,7,20,10,11,53,-0.037,1.13,-0.01,0.41,0.5,19,Cleveland Guardians,1.0
8,8,Nestor Cortes,New York Yankees,6.0,5,2,2,1,6,1,5.21,91,64,42,9,13,5,11,59,0.23,1.14,0.14,1.14,1.6,18,Toronto Blue Jays,0.0
9,9,José Berríos,Toronto Blue Jays,6.2,6,3,3,1,8,1,4.61,96,65,38,12,15,5,12,57,-0.002,0.98,-0.0,1.06,0.3,20,New York Yankees,1.0
10,10,Julio Urías,Los Angeles Dodgers,3.0,6,6,6,2,1,4,4.39,68,40,28,2,10,2,12,22,-0.44,1.08,-0.34,1.37,-4.4,9,St. Louis Cardinals,0.0
11,11,Adam Wainwright,St. Louis Cardinals,5.2,5,5,2,3,1,0,5.74,96,53,37,2,14,7,16,43,-0.03,0.67,-0.01,0.36,-0.3,17,Los Angeles Dodgers,1.0
