,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Jack Flaherty,St. Louis Cardinals,6.1,10,6,6,1,5,0,4.95,99,64,41,6,17,8,13,33,-0.16,0.81,-0.02,0.14,-2.4,19,Washington Nationals,0.0
1,1,Josiah Gray,Washington Nationals,5.0,9,6,6,1,6,2,3.64,102,64,38,9,17,7,9,30,-0.352,0.86,-0.01,0.06,-3.5,15,St. Louis Cardinals,1.0
2,2,Jordan Lyles,Kansas City Royals,6.0,6,3,3,1,3,0,6.72,92,61,39,9,13,8,13,50,0.063,0.86,0.0,0.0,0.6,18,Detroit Tigers,0.0
3,3,Reese Olson,Detroit Tigers,6.0,6,4,3,1,8,2,5.59,100,63,28,15,20,5,10,53,-0.141,0.74,-0.04,0.34,-0.9,18,Kansas City Royals,1.0
4,4,José Berríos,Toronto Blue Jays,4.0,8,5,5,1,4,1,3.64,100,59,31,11,17,4,13,29,-0.227,0.93,-0.11,0.77,-2.9,12,Miami Marlins,0.0
5,5,Bryan Hoeing,Miami Marlins,4.0,3,0,0,0,5,0,2.7,54,36,17,5,14,8,1,61,0.206,1.06,0.15,1.26,2.1,12,Toronto Blue Jays,1.0
6,6,Drew Smyly,Chicago Cubs,5.0,3,0,0,5,4,0,3.38,94,52,28,12,12,5,8,60,0.255,1.16,0.1,0.78,2.6,15,Pittsburgh Pirates,0.0
7,7,Osvaldo Bido,Pittsburgh Pirates,6.0,5,3,3,2,7,0,3.6,96,61,37,9,15,6,10,55,-0.079,0.8,-0.04,0.71,0.1,18,Chicago Cubs,1.0
8,8,Austin Gomber,Colorado Rockies,5.1,5,5,4,0,6,3,7.25,88,56,36,7,13,8,8,46,-0.144,0.71,-0.01,0.07,-0.7,16,Cincinnati Reds,0.0
9,9,Brandon Williamson,Cincinnati Reds,5.0,6,3,3,0,5,1,5.4,86,59,36,11,12,5,11,48,0.016,0.97,0.01,1.08,0.4,15,Colorado Rockies,1.0
10,10,James Paxton,Boston Red Sox,6.1,3,3,3,1,7,1,3.29,91,60,33,15,12,7,7,61,-0.028,0.94,-0.01,0.63,0.3,19,Minnesota Twins,0.0
11,11,Pablo López,Minnesota Twins,5.2,6,5,4,3,9,0,4.4,104,69,36,15,18,4,10,45,-0.108,1.23,-0.06,1.13,-0.5,17,Boston Red Sox,1.0
12,12,Andrew Heaney,Texas Rangers,5.2,5,2,2,0,6,2,3.98,90,62,35,14,13,6,9,57,0.087,0.87,0.06,1.04,0.9,17,Chicago White Sox,0.0
13,13,Tanner Banks,Chicago White Sox,3.2,5,3,3,0,3,1,4.7,63,43,28,6,9,2,11,42,-0.049,0.79,-0.01,0.31,-0.2,11,Texas Rangers,1.0
14,14,Max Scherzer,New York Mets,8.0,4,1,1,1,8,1,4.04,91,59,33,14,12,8,11,77,0.22,0.45,0.07,0.24,3.1,24,Houston Astros,0.0
15,15,Hunter Brown,Houston Astros,5.2,7,6,6,2,7,2,3.78,98,62,36,9,17,10,7,36,-0.286,0.56,-0.18,0.61,-3.3,17,New York Mets,1.0
16,16,Merrill Kelly,Arizona Diamondbacks,7.0,3,1,1,1,7,0,2.9,88,61,34,11,16,5,10,73,0.096,0.32,0.08,0.45,2.6,21,Milwaukee Brewers,0.0
17,17,Corbin Burnes,Milwaukee Brewers,5.0,8,7,7,2,3,1,3.96,86,53,36,6,11,7,13,24,-0.393,0.52,-0.3,0.65,-4.4,15,Arizona Diamondbacks,1.0
18,18,Michael Wacha,San Diego Padres,6.0,4,2,2,2,0,2,2.9,93,55,38,3,14,11,11,54,0.179,0.77,0.09,0.68,1.1,18,San Francisco Giants,0.0
19,19,Ryan Walker,San Francisco Giants,1.2,3,1,1,1,0,1,1.65,28,15,7,0,8,3,4,44,-0.029,0.68,-0.02,0.94,-0.2,5,San Diego Padres,1.0
