,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Dean Kremer,Baltimore Orioles,5.0,11,5,5,2,6,0,6.67,89,57,33,8,16,5,13,29,-0.281,0.73,-0.19,0.81,-2.4,15,Detroit Tigers,0.0
1,1,Eduardo Rodriguez,Detroit Tigers,5.2,4,1,1,2,5,1,2.21,98,62,39,5,18,7,8,60,0.128,0.73,0.06,0.52,1.5,17,Baltimore Orioles,1.0
2,2,Rich Hill,Pittsburgh Pirates,6.1,8,3,2,0,5,0,4.18,103,75,43,12,19,9,12,52,0.039,1.53,0.03,1.81,0.3,19,Washington Nationals,0.0
3,3,Patrick Corbin,Washington Nationals,5.1,7,3,3,1,2,1,5.74,91,57,35,5,17,9,10,43,0.009,1.03,0.0,0.63,0.4,16,Pittsburgh Pirates,1.0
4,4,Brad Keller,Kansas City Royals,5.1,6,1,1,5,4,0,3.56,92,49,27,8,14,10,6,51,0.144,1.53,0.03,0.47,1.6,16,Minnesota Twins,0.0
5,5,Bailey Ober,Minnesota Twins,5.2,4,1,1,2,6,0,1.59,88,55,29,11,15,2,13,61,0.186,1.19,0.13,1.41,1.9,17,Kansas City Royals,1.0
6,6,Easton McGee,Seattle Mariners,6.2,1,0,0,1,2,0,0.0,64,45,30,5,10,9,10,73,0.381,0.94,0.17,0.69,3.2,20,Toronto Blue Jays,0.0
7,7,Kevin Gausman,Toronto Blue Jays,7.0,6,0,0,1,13,0,2.33,108,74,31,27,16,6,7,77,0.445,1.15,0.28,1.21,3.5,21,Seattle Mariners,1.0
8,8,Caleb Kilian,Chicago Cubs,3.1,10,7,7,2,4,0,18.9,88,57,35,7,15,6,9,14,-0.357,0.93,-0.23,0.99,-4.8,10,Miami Marlins,0.0
9,9,Edward Cabrera,Miami Marlins,5.0,3,2,2,5,12,1,4.67,109,64,27,16,21,4,1,60,0.089,1.07,0.05,1.05,0.7,15,Chicago Cubs,1.0
10,10,Hunter Greene,Cincinnati Reds,5.0,5,2,0,3,10,0,2.89,112,68,32,24,12,6,4,60,0.007,1.16,0.0,0.75,0.3,15,Oakland Athletics,0.0
11,11,Kyle Muller,Oakland Athletics,5.0,5,1,1,2,3,1,6.28,80,47,27,6,14,4,10,54,0.176,1.13,0.02,0.18,1.3,15,Cincinnati Reds,1.0
12,12,Zach Plesac,Cleveland Guardians,3.1,8,5,5,1,1,1,7.59,57,34,24,2,8,8,8,24,-0.285,0.7,-0.17,0.71,-3.8,10,Boston Red Sox,0.0
13,13,Brayan Bello,Boston Red Sox,5.0,5,1,1,2,6,1,6.57,84,47,29,8,10,7,5,57,0.171,0.84,0.08,0.63,1.7,15,Cleveland Guardians,1.0
14,14,Grayson Rodriguez,Baltimore Orioles,5.0,2,0,0,1,9,0,4.07,91,59,28,13,18,4,4,71,0.211,0.68,0.14,0.73,2.6,15,Detroit Tigers,0.0
15,15,Matthew Boyd,Detroit Tigers,5.2,8,6,6,1,3,1,5.47,102,66,36,16,14,5,17,31,-0.258,0.7,-0.12,0.53,-3.0,17,Baltimore Orioles,1.0
16,16,Zack Wheeler,Philadelphia Phillies,6.0,3,0,0,1,7,0,3.86,104,69,44,11,14,8,6,72,0.323,0.88,0.18,0.83,3.1,18,Houston Astros,0.0
