,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Shohei Ohtani,Los Angeles Angels,2.0,0,1,1,1,3,0,0.86,31,20,9,7,4,1,2,54,0.017,0.77,0.01,0.74,0.1,6,Boston Red Sox,0.0
1,1,Brayan Bello,Boston Red Sox,2.2,8,5,5,1,5,1,16.88,68,46,23,10,13,5,6,26,-0.33,0.81,-0.17,0.69,-3.8,8,Los Angeles Angels,1.0
2,2,Jalen Beeks,Tampa Bay Rays,3.0,1,1,1,2,1,1,3.0,41,27,17,3,7,5,5,52,0.043,0.93,0.03,1.03,0.6,9,Cincinnati Reds,0.0
3,3,Hunter Greene,Cincinnati Reds,3.0,3,0,0,0,1,0,4.24,47,31,18,5,8,5,6,54,0.161,1.02,0.07,0.75,1.6,9,Tampa Bay Rays,1.0
4,4,Logan Webb,San Francisco Giants,6.2,8,4,4,0,6,1,4.94,105,72,37,12,23,14,6,48,-0.219,1.41,-0.11,1.14,-0.4,20,Miami Marlins,0.0
5,5,Jesús Luzardo,Miami Marlins,4.1,6,3,3,2,6,0,2.74,100,65,37,13,15,4,9,43,-0.139,0.88,-0.08,0.82,-1.3,13,San Francisco Giants,1.0
6,6,Jacob deGrom,Texas Rangers,4.0,0,0,0,1,5,0,3.48,58,39,17,13,9,3,5,66,0.174,0.64,0.11,0.69,2.1,12,Kansas City Royals,0.0
7,7,Jordan Lyles,Kansas City Royals,8.0,4,4,3,3,3,2,4.62,95,55,36,3,16,8,17,60,-0.167,0.43,-0.05,0.23,0.1,24,Texas Rangers,1.0
8,8,Merrill Kelly,Arizona Diamondbacks,6.0,5,1,1,0,3,0,2.53,85,59,44,6,9,9,9,61,0.209,1.36,0.14,1.46,2.1,18,St. Louis Cardinals,0.0
9,9,Jack Flaherty,St. Louis Cardinals,6.0,4,4,4,3,4,1,2.95,90,53,28,3,22,6,9,49,-0.073,0.86,-0.04,0.74,0.1,18,Arizona Diamondbacks,1.0
10,10,Kevin Gausman,Toronto Blue Jays,4.2,7,8,7,2,5,2,3.65,93,56,32,11,12,6,10,23,-0.403,0.47,-0.26,0.5,-5.8,14,Houston Astros,0.0
11,11,Cristian Javier,Houston Astros,5.0,3,1,1,2,5,1,3.68,97,57,36,12,9,4,9,60,0.084,0.43,0.04,0.37,1.6,15,Toronto Blue Jays,1.0
12,12,Rich Hill,Pittsburgh Pirates,6.0,6,1,1,2,7,1,5.57,105,67,35,10,22,5,10,61,0.091,0.45,0.06,0.46,2.6,18,Colorado Rockies,0.0
13,13,Kyle Freeland,Colorado Rockies,2.2,8,9,7,1,1,1,3.8,61,44,27,4,13,7,10,10,-0.401,0.57,-0.17,0.39,-7.5,8,Pittsburgh Pirates,1.0
14,14,Hayden Wesneski,Chicago Cubs,7.0,5,1,1,0,7,0,6.23,90,66,33,9,24,6,13,70,0.134,0.72,0.08,0.73,2.3,21,Oakland Athletics,0.0
15,15,Kyle Muller,Oakland Athletics,4.0,13,6,6,2,3,1,7.23,98,60,36,8,16,8,13,13,-0.403,0.84,-0.11,0.37,-5.9,12,Chicago Cubs,1.0
16,16,Max Fried,Atlanta Braves,5.0,4,0,0,0,4,0,1.08,79,55,30,10,15,11,4,63,0.286,1.01,0.21,1.22,2.5,15,San Diego Padres,0.0
17,17,Ryan Weathers,San Diego Padres,6.0,6,2,2,2,5,1,2.81,94,59,35,8,16,5,12,55,0.039,0.8,0.02,0.74,1.0,18,Atlanta Braves,1.0
18,18,Corbin Burnes,Milwaukee Brewers,5.1,3,2,2,2,3,1,4.76,85,52,33,8,11,6,8,55,0.187,1.08,0.13,1.23,1.4,16,Seattle Mariners,0.0
19,19,Chris Flexen,Seattle Mariners,6.0,6,4,4,1,5,0,7.79,78,55,27,7,21,10,9,48,-0.156,0.86,-0.08,0.77,-1.1,18,Milwaukee Brewers,1.0
20,20,David Peterson,New York Mets,6.0,7,6,6,0,6,3,6.1,94,61,29,13,19,9,10,40,-0.411,0.94,-0.29,1.09,-2.8,18,Los Angeles Dodgers,0.0
21,21,Dustin May,Los Angeles Dodgers,5.2,8,5,5,0,1,1,3.0,87,62,42,4,16,11,11,34,-0.277,1.07,-0.17,1.06,-2.1,17,New York Mets,1.0
