,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Kenta Maeda,Minnesota Twins,5.0,1,0,0,1,8,0,4.28,83,51,26,9,16,2,6,72,0.301,0.97,0.02,0.09,2.7,15,Cincinnati Reds,0.0
1,1,Fernando Cruz,Cincinnati Reds,1.2,0,1,1,1,4,0,4.09,29,17,8,5,4,0,1,54,0.068,0.93,0.08,1.81,0.8,5,Minnesota Twins,1.0
2,2,Joey Lucchesi,New York Mets,5.2,6,3,2,2,5,0,2.88,88,55,36,5,14,11,5,50,-0.087,1.0,0.0,0.0,-0.3,17,Miami Marlins,0.0
3,3,Braxton Garrett,Miami Marlins,6.0,5,1,0,0,7,0,3.53,91,56,31,9,16,7,9,67,0.254,1.05,0.28,1.96,2.2,18,New York Mets,1.0
4,4,Patrick Sandoval,Los Angeles Angels,5.0,5,2,2,3,7,1,4.19,100,66,34,14,18,4,7,53,0.011,0.84,0.0,0.0,0.5,15,Tampa Bay Rays,0.0
5,5,Taj Bradley,Tampa Bay Rays,5.0,3,1,1,1,6,1,5.36,82,56,38,11,7,5,7,62,0.174,0.76,0.09,0.64,1.5,15,Los Angeles Angels,1.0
6,6,Yusei Kikuchi,Toronto Blue Jays,5.0,4,1,1,1,7,0,3.74,82,50,26,9,15,6,5,61,0.131,1.01,0.09,1.19,1.2,15,New York Yankees,0.0
7,7,Clarke Schmidt,New York Yankees,5.0,4,4,4,2,1,2,4.65,91,52,27,7,18,10,8,42,-0.183,0.99,-0.01,0.05,-1.4,15,Toronto Blue Jays,1.0
8,8,José Ureña,Chicago White Sox,6.0,4,1,1,0,4,0,7.27,70,49,23,11,15,8,9,64,0.191,1.27,0.0,0.0,2.1,18,Washington Nationals,0.0
9,9,Jackson Rutledge,Washington Nationals,6.1,6,2,2,1,2,2,8.1,78,53,33,10,10,10,11,54,0.023,1.0,0.0,0.0,1.3,19,Chicago White Sox,1.0
10,10,Cristopher Sánchez,Philadelphia Phillies,4.0,7,3,3,1,2,1,3.55,60,38,22,6,10,10,5,37,-0.102,0.88,-0.02,0.27,-0.8,12,Atlanta Braves,0.0
11,11,Spencer Strider,Atlanta Braves,7.0,4,3,3,0,11,1,3.73,91,68,34,16,18,3,10,68,0.252,0.56,0.01,0.02,0.8,21,Philadelphia Phillies,1.0
12,12,Bailey Falter,Pittsburgh Pirates,1.0,1,2,2,2,1,1,4.58,24,15,8,2,5,1,2,42,-0.142,0.8,0.0,0.0,-1.5,3,Chicago Cubs,0.0
13,13,Javier Assad,Chicago Cubs,5.0,5,1,1,1,8,1,3.04,84,50,25,6,19,5,7,60,0.158,0.8,0.17,1.41,1.7,15,Pittsburgh Pirates,1.0
14,14,Logan Allen,Cleveland Guardians,3.0,8,4,4,2,1,1,3.81,68,43,27,6,10,7,6,26,-0.225,0.82,-0.0,0.03,-2.5,9,Kansas City Royals,0.0
15,15,Steven Cruz,Kansas City Royals,1.2,1,0,0,4,2,0,4.15,39,16,8,1,7,1,3,51,0.021,1.24,0.0,0.0,0.2,5,Cleveland Guardians,1.0
16,16,Trevor Megill,Milwaukee Brewers,1.0,3,2,2,1,2,0,3.58,31,19,10,2,7,0,4,40,-0.147,0.99,-0.01,0.09,-1.5,3,St. Louis Cardinals,0.0
17,17,Drew Rom,St. Louis Cardinals,3.1,6,5,5,2,3,1,6.92,62,40,23,1,16,4,9,29,-0.344,0.94,0.0,0.0,-3.1,10,Milwaukee Brewers,1.0
18,18,Tanner Houck,Boston Red Sox,4.0,3,2,2,4,4,1,4.92,89,49,27,6,16,4,7,48,-0.147,1.04,0.0,0.0,-0.9,12,Texas Rangers,0.0
19,19,Nathan Eovaldi,Texas Rangers,5.0,4,3,3,3,3,0,3.05,82,48,34,3,11,8,6,47,-0.093,1.13,-0.14,2.9,-0.3,15,Boston Red Sox,1.0
20,20,Kyle Gibson,Baltimore Orioles,4.2,5,3,3,2,5,2,5.0,83,49,26,8,15,7,6,45,-0.063,1.06,-0.03,0.93,-0.9,14,Houston Astros,0.0
21,21,Hunter Brown,Houston Astros,5.1,6,7,7,2,5,2,4.87,85,54,34,6,14,7,10,31,-0.334,0.78,-0.59,2.27,-3.1,16,Baltimore Orioles,1.0
22,22,Alex Cobb,San Francisco Giants,2.0,5,5,5,1,1,0,3.87,50,31,21,2,8,7,3,26,-0.391,1.15,-0.26,1.27,-4.0,6,Arizona Diamondbacks,0.0
23,23,Zac Gallen,Arizona Diamondbacks,5.0,6,4,4,3,6,1,3.6,93,61,30,7,24,6,7,42,-0.058,1.07,-0.07,2.13,-1.4,15,San Francisco Giants,1.0
24,24,Luis Castillo,Seattle Mariners,7.0,5,2,2,3,8,0,3.06,99,68,41,17,10,7,9,64,0.337,1.01,0.59,2.96,1.3,21,Oakland Athletics,0.0
25,25,Paul Blackburn,Oakland Athletics,5.0,4,2,2,1,4,0,4.11,93,60,37,11,12,7,8,54,-0.01,0.93,0.0,0.0,0.3,15,Seattle Mariners,1.0
26,26,Ryan Feltner,Colorado Rockies,5.0,2,0,0,2,5,0,5.13,86,55,31,7,17,5,7,66,0.279,1.05,0.0,0.0,2.5,15,San Diego Padres,0.0
27,27,Blake Snell,San Diego Padres,7.0,0,0,0,4,10,0,2.33,104,62,20,23,19,6,5,83,0.442,1.23,0.0,0.01,3.5,21,Colorado Rockies,1.0
28,28,Miguel Díaz,Detroit Tigers,0.2,2,0,0,1,1,0,0.0,27,14,8,2,4,0,3,48,-0.024,1.29,0.0,0.0,-0.3,2,Los Angeles Dodgers,0.0
29,29,Caleb Ferguson,Los Angeles Dodgers,1.0,1,1,1,0,3,1,2.56,17,13,4,6,3,0,1,50,-0.048,0.57,-0.0,0.03,-0.5,3,Detroit Tigers,1.0
