,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Merrill Kelly,Arizona Diamondbacks,6.1,7,3,3,2,5,1,2.92,92,63,36,11,16,9,11,50,0.103,1.18,0.08,1.48,0.4,19,Detroit Tigers,0.0
1,1,Michael Lorenzen,Detroit Tigers,6.2,7,6,6,1,3,1,3.75,86,57,30,6,21,7,16,38,-0.207,0.93,-0.06,0.47,-0.9,20,Arizona Diamondbacks,1.0
2,2,Andrew Heaney,Texas Rangers,5.0,4,4,3,2,5,1,4.14,88,58,35,12,11,7,7,48,-0.232,0.82,-0.16,0.93,-1.5,15,Tampa Bay Rays,0.0
3,3,Tyler Glasnow,Tampa Bay Rays,6.0,1,1,1,3,6,1,2.87,84,55,34,10,11,4,9,69,0.182,0.72,0.09,0.61,2.0,18,Texas Rangers,1.0
4,4,Daniel Lynch IV,Kansas City Royals,6.0,8,3,3,1,4,1,4.41,88,58,29,15,14,7,14,47,-0.073,0.8,-0.0,0.02,-0.1,18,Baltimore Orioles,0.0
5,5,Tyler Wells,Baltimore Orioles,6.2,5,2,2,1,4,0,3.24,92,58,34,7,17,9,12,59,0.2,0.99,0.12,1.03,1.7,20,Kansas City Royals,1.0
6,6,Garrett Whitlock,Boston Red Sox,6.1,7,2,1,1,6,1,4.78,88,63,29,18,16,7,12,58,0.103,1.21,0.04,0.71,1.1,19,New York Yankees,0.0
7,7,Gerrit Cole,New York Yankees,6.0,7,2,2,1,6,1,2.84,101,68,36,11,21,3,14,55,0.061,0.96,0.04,1.0,1.1,18,Boston Red Sox,1.0
8,8,Victor González,Los Angeles Dodgers,0.2,0,0,0,1,0,0,2.7,14,8,4,1,3,2,0,51,0.027,1.22,0.02,1.59,0.3,2,Philadelphia Phillies,0.0
9,9,Ranger Suárez,Philadelphia Phillies,6.0,4,1,1,2,8,0,4.7,103,64,31,13,20,6,8,66,0.221,0.99,0.12,0.91,2.1,18,Los Angeles Dodgers,1.0
10,10,Tylor Megill,New York Mets,3.2,8,9,7,3,1,0,5.14,79,48,33,3,12,9,9,11,-0.48,1.05,-0.24,0.88,-5.4,11,Pittsburgh Pirates,0.0
11,11,Rich Hill,Pittsburgh Pirates,7.0,7,2,2,2,6,1,4.23,119,72,38,9,25,9,12,59,-0.023,0.6,-0.02,0.74,1.7,21,New York Mets,1.0
