,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Michael King,New York Yankees,4.0,3,0,0,0,5,0,2.96,61,42,20,6,16,3,7,61,0.233,1.09,0.0,0.01,2.1,12,Detroit Tigers,0.0
1,1,Tarik Skubal,Detroit Tigers,6.0,4,3,2,2,9,2,3.93,97,62,26,13,23,6,6,61,-0.034,0.82,-0.0,0.04,0.1,18,New York Yankees,1.0
2,2,Aaron Civale,Tampa Bay Rays,5.0,7,2,2,0,5,1,2.64,96,66,34,9,23,8,9,50,0.037,1.05,0.02,1.01,0.7,15,Miami Marlins,0.0
3,3,Sandy Alcantara,Miami Marlins,5.2,7,4,4,2,4,0,4.23,110,80,52,11,17,8,10,41,-0.224,1.35,-0.11,1.07,-1.1,17,Tampa Bay Rays,1.0
4,4,Tyler Anderson,Los Angeles Angels,5.0,7,6,6,3,3,3,5.58,78,50,32,9,9,3,15,29,-0.473,1.24,-0.0,0.01,-3.0,15,Philadelphia Phillies,0.0
5,5,Michael Lorenzen,Philadelphia Phillies,6.0,8,4,3,2,5,2,3.73,88,61,37,11,13,6,13,45,-0.174,1.05,-0.05,0.47,-0.9,18,Los Angeles Angels,1.0
6,6,Jesse Scholtens,Chicago White Sox,5.1,6,1,1,0,1,0,3.97,91,56,38,4,14,11,10,53,0.129,1.36,0.0,0.0,1.4,16,Baltimore Orioles,0.0
7,7,Dean Kremer,Baltimore Orioles,6.0,6,1,1,0,5,1,4.2,93,60,38,12,10,12,7,61,0.06,0.92,0.03,0.8,1.0,18,Chicago White Sox,1.0
8,8,MacKenzie Gore,Washington Nationals,5.0,6,1,1,2,2,1,4.28,106,69,47,7,15,5,13,51,0.155,1.0,0.0,0.02,1.5,15,Toronto Blue Jays,0.0
9,9,José Berríos,Toronto Blue Jays,6.0,6,5,5,2,2,2,3.7,92,62,37,2,23,10,12,40,-0.249,0.74,-0.17,0.82,-2.0,18,Washington Nationals,1.0
10,10,J.P. France,Houston Astros,5.2,5,2,2,1,3,1,3.49,93,61,37,9,15,12,7,53,0.179,1.09,0.21,2.15,1.1,17,Boston Red Sox,0.0
11,11,Brayan Bello,Boston Red Sox,4.2,4,3,2,2,2,2,3.57,82,51,30,8,13,8,8,46,-0.11,0.93,-0.04,0.55,-0.7,14,Houston Astros,1.0
12,12,Andrew Heaney,Texas Rangers,5.1,5,0,0,1,7,0,4.16,81,60,38,8,14,10,3,64,0.232,1.2,0.26,2.23,2.2,16,New York Mets,0.0
13,13,José Quintana,New York Mets,6.0,3,0,0,3,5,0,3.26,96,54,29,8,17,8,6,68,0.359,0.91,0.01,0.02,3.1,18,Texas Rangers,1.0
