,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Zac Gallen,Arizona Diamondbacks,6.0,7,5,4,1,3,2,7.59,86,58,29,8,21,8,14,42,-0.183,0.77,-0.11,0.77,-2.0,18,San Diego Padres,0.0
1,1,Yu Darvish,San Diego Padres,5.0,3,1,1,4,3,0,1.8,91,51,28,4,19,5,7,56,0.192,1.28,0.12,1.31,1.5,15,Arizona Diamondbacks,1.0
2,2,Hayden Wesneski,Chicago Cubs,4.2,6,3,3,2,4,2,5.79,87,54,30,9,15,7,7,42,-0.098,0.8,-0.05,0.72,-0.5,14,Cincinnati Reds,0.0
3,3,Luis Cessa,Cincinnati Reds,5.1,4,2,2,3,2,0,3.38,83,51,32,5,14,8,11,51,0.169,1.17,0.11,1.22,1.6,16,Chicago Cubs,1.0
4,4,Kenta Maeda,Minnesota Twins,5.0,3,1,1,0,9,1,1.8,79,54,23,17,14,2,7,66,0.107,0.67,0.07,0.72,1.3,15,Miami Marlins,0.0
5,5,Sandy Alcantara,Miami Marlins,9.0,3,0,0,1,5,0,1.84,100,68,41,15,12,10,14,85,0.77,1.37,0.34,1.02,4.8,27,Minnesota Twins,1.0
6,6,Matt Strahm,Philadelphia Phillies,4.0,1,0,0,1,3,0,0.0,61,42,28,9,5,3,7,62,0.226,0.84,0.1,0.61,2.1,12,New York Yankees,0.0
7,7,Domingo Germán,New York Yankees,4.2,4,4,4,0,8,2,7.71,75,52,23,15,14,3,7,48,-0.017,0.62,-0.01,0.57,0.2,14,Philadelphia Phillies,1.0
8,8,Josh Fleming,Tampa Bay Rays,3.0,10,5,5,1,2,0,15.0,71,50,33,6,11,8,8,20,-0.443,1.37,-0.27,1.37,-4.5,9,Washington Nationals,0.0
9,9,Chad Kuhl,Washington Nationals,5.0,4,4,4,1,4,1,7.2,81,51,26,11,14,3,12,46,-0.106,0.92,-0.05,0.76,-1.5,15,Tampa Bay Rays,1.0
10,10,Roansy Contreras,Pittsburgh Pirates,5.2,3,1,1,1,2,0,1.59,78,53,32,6,15,10,9,60,0.199,0.97,0.11,0.89,1.7,17,Boston Red Sox,0.0
11,11,Nick Pivetta,Boston Red Sox,5.0,3,3,1,3,6,2,1.8,87,54,28,6,20,4,9,56,-0.074,0.76,-0.04,0.64,-0.3,15,Pittsburgh Pirates,1.0
12,12,Yusei Kikuchi,Toronto Blue Jays,5.0,3,1,1,1,2,1,1.8,69,47,29,9,9,7,8,58,0.186,1.19,0.1,1.01,1.6,15,Kansas City Royals,0.0
13,13,Kris Bubic,Kansas City Royals,5.0,7,2,2,1,4,0,3.6,88,57,36,13,8,9,8,48,0.027,0.97,0.01,0.78,0.6,15,Toronto Blue Jays,1.0
14,14,Max Scherzer,New York Mets,5.1,8,5,5,2,2,3,6.35,95,64,39,12,13,4,17,32,-0.137,0.65,-0.08,0.65,-2.4,16,Milwaukee Brewers,0.0
15,15,Wade Miley,Milwaukee Brewers,6.0,5,0,0,0,3,0,0.0,79,51,35,7,9,5,14,65,0.337,1.19,0.21,1.25,3.1,18,New York Mets,1.0
16,16,Dylan Dodd,Atlanta Braves,5.0,6,1,1,0,3,0,1.8,73,52,31,10,11,7,9,54,0.175,0.94,0.11,1.0,1.6,15,St. Louis Cardinals,0.0
17,17,Steven Matz,St. Louis Cardinals,5.1,10,4,4,1,7,2,6.75,94,62,31,13,18,8,9,38,-0.186,0.71,-0.11,0.69,-1.4,16,Atlanta Braves,1.0
18,18,Kyle Gibson,Baltimore Orioles,7.0,6,2,2,0,5,2,4.5,88,58,31,8,19,7,13,62,0.121,0.44,0.07,0.41,1.7,21,Texas Rangers,0.0
19,19,Andrew Heaney,Texas Rangers,2.2,7,7,7,2,2,2,23.63,69,44,25,7,12,4,9,16,-0.394,0.97,-0.24,0.98,-5.5,8,Baltimore Orioles,1.0
20,20,Matt Manning,Detroit Tigers,5.2,6,2,2,2,4,1,3.18,89,54,33,6,15,7,10,51,0.089,1.0,0.05,0.86,0.8,17,Houston Astros,0.0
21,21,Framber Valdez,Houston Astros,7.0,8,3,2,1,9,0,1.5,103,66,31,16,19,10,8,59,-0.005,1.21,-0.0,1.04,0.6,21,Detroit Tigers,1.0
22,22,Shane Bieber,Cleveland Guardians,6.0,3,3,3,1,7,0,2.25,89,65,38,11,16,8,7,60,-0.078,1.23,-0.05,1.29,-0.2,18,Oakland Athletics,0.0
23,23,JP Sears,Oakland Athletics,4.2,8,3,3,1,5,1,5.79,98,64,34,12,18,5,10,40,-0.165,1.08,-0.08,0.89,-1.0,14,Cleveland Guardians,1.0
24,24,José Suarez,Los Angeles Angels,4.1,8,7,6,0,4,2,12.46,77,59,39,10,10,8,10,25,-0.218,0.72,-0.14,0.75,-4.1,13,Seattle Mariners,0.0
25,25,Luis Castillo,Seattle Mariners,5.2,2,0,0,2,6,0,0.0,99,59,32,15,12,7,6,69,0.265,0.81,0.13,0.66,2.7,17,Los Angeles Angels,1.0
26,26,Germán Márquez,Colorado Rockies,5.1,5,4,4,2,4,3,4.76,95,54,34,9,11,8,7,44,-0.173,0.46,-0.1,0.45,-1.3,16,Los Angeles Dodgers,0.0
27,27,Julio Urías,Los Angeles Dodgers,6.0,5,0,0,0,6,0,1.5,87,60,41,8,11,10,6,68,0.275,1.04,0.17,1.09,3.2,18,Colorado Rockies,1.0
