,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Griffin Canning,Los Angeles Angels,7.0,5,1,1,1,9,0,4.38,94,63,28,17,18,4,13,71,0.264,0.97,0.0,0.03,2.6,21,New York Mets,0.0
1,1,David Peterson,New York Mets,7.0,3,1,1,3,8,0,5.23,104,65,34,12,19,9,7,72,0.264,1.33,0.01,0.05,2.6,21,Los Angeles Angels,1.0
2,2,Ty Blach,Colorado Rockies,7.0,3,1,1,1,7,1,3.94,86,63,34,10,19,4,12,73,0.316,1.1,0.0,0.0,2.4,21,Baltimore Orioles,0.0
3,3,Jack Flaherty,Baltimore Orioles,5.2,7,3,3,1,3,1,4.73,84,58,33,12,13,9,11,45,-0.118,0.95,-0.06,0.77,-0.5,17,Colorado Rockies,1.0
4,4,Caleb Ferguson,Los Angeles Dodgers,1.0,1,0,0,1,0,0,2.76,18,11,8,1,2,1,3,50,0.05,1.07,0.01,0.26,0.5,3,Boston Red Sox,0.0
5,5,Tanner Houck,Boston Red Sox,4.0,5,1,1,2,4,1,4.93,80,50,27,9,14,7,6,50,0.093,1.18,0.04,0.96,1.2,12,Los Angeles Dodgers,1.0
6,6,Drew Rom,St. Louis Cardinals,5.1,5,2,2,1,6,1,8.0,96,62,37,12,13,4,11,55,0.028,0.91,0.0,0.0,0.8,16,Philadelphia Phillies,0.0
7,7,Aaron Nola,Philadelphia Phillies,7.0,1,0,0,1,9,0,4.3,95,64,32,12,20,5,8,83,0.431,0.92,0.17,0.59,3.6,21,St. Louis Cardinals,1.0
8,8,Javier Assad,Chicago Cubs,7.0,3,1,1,2,7,0,2.96,92,53,25,10,18,9,8,72,0.196,0.86,0.13,0.94,2.7,21,Pittsburgh Pirates,0.0
9,9,Bailey Falter,Pittsburgh Pirates,4.2,7,6,6,1,3,1,5.04,88,62,41,6,15,8,10,28,-0.269,0.93,-0.0,0.01,-2.7,14,Chicago Cubs,1.0
10,10,Noah Syndergaard,Cleveland Guardians,6.0,4,5,5,3,3,3,6.5,94,58,39,7,12,7,12,44,-0.339,0.85,-0.08,0.34,-2.0,18,Toronto Blue Jays,0.0
11,11,Yusei Kikuchi,Toronto Blue Jays,6.0,6,4,4,2,8,1,3.63,96,62,31,12,19,5,10,50,-0.145,1.14,-0.1,1.28,-1.0,18,Cleveland Guardians,1.0
12,12,Justin Verlander,Houston Astros,5.0,2,0,0,2,7,0,3.06,98,65,46,6,13,2,8,68,0.266,1.46,0.31,2.84,2.6,15,Detroit Tigers,0.0
13,13,Alex Faedo,Detroit Tigers,4.2,7,3,3,4,2,1,4.98,95,61,40,9,12,5,14,36,-0.109,1.04,-0.01,0.21,-0.6,14,Houston Astros,1.0
14,14,Trevor Williams,Washington Nationals,7.0,5,2,2,2,5,1,4.82,104,63,38,9,16,10,11,62,0.119,0.81,0.01,0.06,1.8,21,Miami Marlins,0.0
15,15,JT Chargois,Miami Marlins,1.0,1,0,0,0,1,0,3.45,12,9,5,0,4,1,2,52,0.049,0.68,0.02,0.48,0.5,3,Washington Nationals,1.0
16,16,Carlos Rodón,New York Yankees,4.2,4,2,2,2,7,1,5.97,84,57,31,18,8,2,9,53,0.005,1.04,0.0,0.02,0.1,14,Tampa Bay Rays,0.0
17,17,Zack Littell,Tampa Bay Rays,6.0,4,4,4,1,4,3,4.45,92,59,36,9,14,4,14,51,-0.18,0.71,-0.1,0.64,-1.0,18,New York Yankees,1.0
18,18,Paul Blackburn,Oakland Athletics,6.0,8,4,2,2,6,0,3.93,104,64,42,10,12,6,13,48,-0.151,0.71,0.0,0.0,-0.8,18,Chicago White Sox,0.0
19,19,Mike Clevinger,Chicago White Sox,7.0,1,1,1,2,10,0,3.32,95,63,24,20,19,2,10,79,0.289,0.79,0.0,0.0,2.7,21,Oakland Athletics,1.0
