,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Kodai Senga,New York Mets,3.1,3,3,2,1,3,0,3.27,59,39,19,10,10,6,4,46,-0.106,0.79,-0.02,0.23,-1.1,10,,
1,1,Kutter Crawford,Boston Red Sox,4.0,4,4,4,0,2,2,4.04,65,50,36,7,7,5,9,40,-0.202,0.88,-0.11,0.78,-1.8,12,,
2,2,Jack Flaherty,St. Louis Cardinals,6.0,8,4,4,1,6,2,4.39,104,67,41,13,13,7,13,45,-0.188,0.72,-0.02,0.15,-0.7,18,Chicago Cubs,0.0
3,3,Justin Steele,Chicago Cubs,6.1,6,2,2,1,9,0,2.52,100,67,37,11,19,11,5,61,0.196,1.03,0.03,0.31,2.3,19,St. Louis Cardinals,1.0
4,4,Seth Lugo,San Diego Padres,6.0,6,2,2,3,7,1,3.72,99,69,36,12,21,7,9,56,0.14,0.9,0.03,0.33,1.1,18,Detroit Tigers,0.0
5,5,Reese Olson,Detroit Tigers,5.0,7,5,5,2,5,2,4.53,95,58,31,10,17,3,14,36,-0.269,0.46,-0.07,0.21,-2.4,15,San Diego Padres,1.0
6,6,Peter Lambert,Colorado Rockies,5.0,3,0,0,1,3,0,5.49,77,51,28,8,15,8,7,63,0.149,0.61,0.0,0.0,2.7,15,Miami Marlins,0.0
7,7,Braxton Garrett,Miami Marlins,3.0,7,6,6,0,5,3,4.32,59,38,17,11,10,3,8,26,-0.341,0.59,-0.2,0.58,-4.4,9,Colorado Rockies,1.0
8,8,Kyle Bradish,Baltimore Orioles,6.0,6,2,2,1,5,1,3.05,93,61,35,12,14,9,10,56,0.049,0.92,0.05,1.59,1.0,18,Tampa Bay Rays,0.0
9,9,Zach Eflin,Tampa Bay Rays,7.0,2,0,0,1,8,0,3.36,87,63,36,6,21,5,10,80,0.438,0.9,0.47,1.61,3.5,21,Baltimore Orioles,1.0
10,10,Alec Marsh,Kansas City Royals,5.1,5,5,5,2,3,3,6.2,97,67,37,14,16,7,11,39,-0.378,0.81,0.0,0.0,-2.8,16,New York Yankees,0.0
11,11,Clarke Schmidt,New York Yankees,5.2,5,3,3,1,2,1,4.33,64,45,29,6,10,7,13,48,-0.081,1.24,-0.03,0.86,-0.4,17,Kansas City Royals,1.0
12,12,Alex Wood,San Francisco Giants,4.0,5,5,5,2,1,2,4.99,75,47,36,1,10,4,11,31,-0.27,0.94,-0.23,1.34,-2.4,12,Washington Nationals,0.0
13,13,Jake Irvin,Washington Nationals,6.2,5,3,3,1,9,2,4.87,111,75,44,11,20,5,10,60,0.037,0.92,0.0,0.01,0.1,20,San Francisco Giants,1.0
14,14,Tommy Henry,Arizona Diamondbacks,4.1,4,4,3,4,2,0,4.01,88,47,30,6,11,7,9,39,-0.204,1.31,-0.19,2.04,-1.6,13,Cincinnati Reds,0.0
15,15,Ben Lively,Cincinnati Reds,4.2,4,3,3,2,6,1,3.88,76,49,24,7,18,6,6,48,-0.074,0.9,-0.06,1.19,-0.7,14,Arizona Diamondbacks,1.0
16,16,Ranger Suárez,Philadelphia Phillies,5.0,8,4,4,2,5,0,4.07,94,61,37,10,14,12,6,38,-0.195,0.94,-0.12,0.99,-1.5,15,Cleveland Guardians,0.0
17,17,Gavin Williams,Cleveland Guardians,4.0,5,1,1,4,3,0,3.74,81,42,24,7,11,3,10,47,0.113,1.29,0.06,1.07,1.0,12,Philadelphia Phillies,1.0
18,18,Tony Gonsolin,Los Angeles Dodgers,5.0,2,4,4,3,6,1,3.94,92,56,38,8,10,2,8,50,-0.184,1.02,-0.15,1.43,-1.3,15,Texas Rangers,0.0
19,19,Andrew Heaney,Texas Rangers,5.0,5,4,4,3,3,1,4.58,72,44,23,8,13,5,10,41,-0.184,1.09,-0.14,1.36,-1.3,15,Los Angeles Dodgers,1.0
20,20,Michael Soroka,Atlanta Braves,6.0,6,4,4,2,4,1,5.52,87,52,28,11,13,6,12,46,-0.037,1.01,-0.01,0.54,-0.9,18,Milwaukee Brewers,0.0
21,21,Freddy Peralta,Milwaukee Brewers,5.0,6,6,6,3,5,2,4.72,97,53,30,13,10,7,9,33,-0.367,0.78,-0.31,1.1,-3.4,15,Atlanta Braves,1.0
22,22,Lance Lynn,Chicago White Sox,6.2,8,9,6,3,6,4,6.18,100,65,36,13,16,6,15,31,-0.424,0.39,-0.04,0.07,-5.7,20,Minnesota Twins,0.0
23,23,Joe Ryan,Minnesota Twins,6.0,7,4,4,1,10,2,3.88,104,64,36,15,13,4,11,51,0.013,0.57,0.01,0.62,-0.9,18,Chicago White Sox,1.0
24,24,Johan Oviedo,Pittsburgh Pirates,4.0,3,5,5,3,4,2,4.77,75,44,23,12,9,6,5,37,-0.359,0.91,-0.02,0.08,-2.9,12,Los Angeles Angels,0.0
25,25,Shohei Ohtani,Los Angeles Angels,6.1,6,5,5,1,9,4,3.71,87,60,37,11,12,8,8,49,-0.133,0.87,-0.06,0.62,-1.6,19,Pittsburgh Pirates,1.0
26,26,Framber Valdez,Houston Astros,5.0,6,4,4,2,4,0,2.94,96,59,32,10,17,6,11,41,-0.098,1.36,-0.09,2.05,-1.7,15,Oakland Athletics,0.0
27,27,JP Sears,Oakland Athletics,5.2,8,5,5,1,1,3,4.19,95,62,46,4,12,7,17,33,-0.241,0.66,0.0,0.0,-2.4,17,Houston Astros,1.0
28,28,Yusei Kikuchi,Toronto Blue Jays,5.1,5,0,0,1,8,0,3.92,78,52,24,12,16,7,5,65,0.281,1.29,0.22,1.66,2.4,16,Seattle Mariners,0.0
29,29,Bryce Miller,Seattle Mariners,5.1,3,1,1,2,6,1,3.5,75,50,31,8,11,4,9,62,0.143,1.07,0.06,0.68,1.7,16,Toronto Blue Jays,1.0
