,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Marcus Stroman,Chicago Cubs,3.1,8,6,3,1,2,0,2.47,64,38,21,8,9,8,8,27,-0.414,1.55,-0.22,1.38,-4.1,10,St. Louis Cardinals,0.0
1,1,Matthew Liberatore,St. Louis Cardinals,2.1,4,4,0,2,3,0,5.6,56,33,19,4,10,4,5,42,-0.279,0.86,-0.03,0.13,-3.0,7,Chicago Cubs,1.0
2,2,Bailey Ober,Minnesota Twins,6.0,5,3,3,1,8,0,2.97,89,55,32,14,9,2,12,57,-0.046,0.99,-0.03,1.07,0.1,18,Detroit Tigers,0.0
3,3,Michael Lorenzen,Detroit Tigers,5.0,7,2,2,1,4,1,3.97,86,54,31,8,15,5,11,48,0.064,1.32,0.02,0.83,0.6,15,Minnesota Twins,1.0
4,4,George Kirby,Seattle Mariners,6.1,6,3,2,1,4,1,3.26,98,72,44,8,20,7,13,54,-0.074,1.0,-0.03,0.64,-0.1,19,Baltimore Orioles,0.0
5,5,Kyle Bradish,Baltimore Orioles,7.0,2,2,2,2,7,1,3.75,103,69,39,12,18,7,8,70,0.22,0.88,0.15,0.99,1.4,21,Seattle Mariners,1.0
6,6,Nathan Eovaldi,Texas Rangers,5.2,4,2,2,2,5,0,2.82,86,51,31,10,10,7,7,56,0.141,1.18,0.1,1.42,0.8,17,New York Yankees,0.0
7,7,Gerrit Cole,New York Yankees,4.2,9,3,3,1,7,1,2.78,107,74,42,17,15,2,13,40,-0.093,0.91,-0.05,0.85,-0.9,14,Texas Rangers,1.0
8,8,Carlos Carrasco,New York Mets,4.0,5,2,2,2,5,1,6.19,78,49,29,13,7,8,4,47,-0.006,1.3,-0.0,0.62,0.1,12,Philadelphia Phillies,0.0
9,9,Zack Wheeler,Philadelphia Phillies,5.1,9,5,5,2,8,1,3.86,107,70,37,18,15,7,10,36,-0.289,1.21,-0.17,1.15,-2.1,16,New York Mets,1.0
10,10,Luis Medina,Oakland Athletics,5.0,4,4,3,7,4,1,6.84,90,47,28,7,12,7,7,42,-0.209,0.64,0.0,0.0,-1.5,15,Toronto Blue Jays,0.0
11,11,Yusei Kikuchi,Toronto Blue Jays,7.0,2,1,1,2,8,1,3.75,101,63,31,9,23,5,10,75,0.233,0.62,0.13,0.58,2.5,21,Oakland Athletics,1.0
12,12,Charlie Morton,Atlanta Braves,5.0,7,3,3,3,7,0,3.81,103,65,32,12,21,5,10,45,-0.04,1.37,-0.02,1.3,-0.3,15,Cincinnati Reds,0.0
13,13,Levi Stoudt,Cincinnati Reds,3.0,4,3,3,3,2,0,9.9,71,40,25,3,12,5,7,38,-0.151,0.97,-0.11,1.22,-1.4,9,Atlanta Braves,1.0
14,14,Corbin Burnes,Milwaukee Brewers,5.2,8,4,4,2,3,1,4.1,99,66,40,9,17,9,13,38,-0.265,1.15,-0.16,1.18,-1.5,17,Cleveland Guardians,0.0
15,15,Aaron Civale,Cleveland Guardians,6.0,6,4,4,2,5,0,3.18,94,60,30,10,20,5,13,47,-0.201,0.86,-0.1,0.68,-1.0,18,Milwaukee Brewers,1.0
16,16,Johan Oviedo,Pittsburgh Pirates,7.0,6,1,1,0,6,1,4.06,97,61,33,13,15,9,12,67,0.234,0.79,0.08,0.45,2.8,21,Miami Marlins,0.0
17,17,Eury Pérez,Miami Marlins,6.0,4,0,0,1,9,0,1.34,83,54,21,14,19,5,8,72,0.375,1.05,0.26,1.21,3.2,18,Pittsburgh Pirates,1.0
18,18,Daniel Lynch IV,Kansas City Royals,6.0,6,1,1,1,2,1,3.96,90,56,37,8,11,6,16,57,0.23,1.2,0.0,0.01,2.0,18,Tampa Bay Rays,0.0
19,19,Tyler Glasnow,Tampa Bay Rays,5.0,4,1,1,1,12,0,4.45,89,55,19,26,10,3,3,66,0.155,1.19,0.08,1.04,1.5,15,Kansas City Royals,1.0
20,20,Kutter Crawford,Boston Red Sox,6.0,5,4,4,1,4,2,4.01,94,64,37,11,16,8,10,49,-0.16,0.84,-0.07,0.58,-0.8,18,Chicago White Sox,0.0
21,21,Tanner Banks,Chicago White Sox,2.2,3,1,1,2,4,0,4.5,63,36,17,8,11,3,4,50,-0.018,1.38,-0.0,0.42,-0.0,8,Boston Red Sox,1.0
22,22,Tyler Anderson,Los Angeles Angels,6.0,4,3,3,2,9,1,5.54,88,61,32,20,9,3,10,59,0.013,0.8,0.01,0.93,0.6,18,Colorado Rockies,0.0
23,23,Austin Gomber,Colorado Rockies,5.0,5,2,2,1,3,0,7.01,71,44,26,8,10,8,8,51,0.049,1.13,0.0,0.04,0.6,15,Los Angeles Angels,1.0
24,24,Ryne Nelson,Arizona Diamondbacks,7.0,3,1,1,2,6,0,4.97,89,62,37,13,12,6,13,71,0.35,1.12,0.34,1.84,2.6,21,San Francisco Giants,0.0
25,25,Anthony DeSclafani,San Francisco Giants,6.0,5,2,2,0,3,0,4.28,78,50,31,6,13,6,12,57,0.048,0.73,0.05,1.19,1.1,18,Arizona Diamondbacks,1.0
26,26,MacKenzie Gore,Washington Nationals,5.0,5,1,1,2,9,0,3.89,104,58,34,8,16,5,5,60,0.141,1.23,0.0,0.05,1.5,15,San Diego Padres,0.0
