,Unnamed: 0,Name,Team,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Opponent,Hmcrt_adv
0,0,Braxton Garrett,Miami Marlins,3.0,1,0,0,0,3,0,2.45,48,33,20,5,8,5,2,60,0.159,0.83,0.09,0.81,1.6,9,Atlanta Braves,0.0
1,1,Kyle Wright,Atlanta Braves,3.0,2,0,0,1,6,0,4.86,45,35,14,12,9,4,1,60,0.159,1.19,0.12,1.56,1.6,9,Miami Marlins,1.0
2,2,Julio Urías,Los Angeles Dodgers,5.2,7,6,6,2,5,2,4.41,96,65,39,11,15,4,14,34,-0.264,0.85,-0.17,0.9,-3.1,17,Pittsburgh Pirates,0.0
3,3,Mitch Keller,Pittsburgh Pirates,6.0,5,2,2,1,10,0,3.53,97,66,29,15,22,3,10,63,0.181,1.24,0.14,1.55,1.1,18,Los Angeles Dodgers,1.0
4,4,George Kirby,Seattle Mariners,8.0,4,1,1,1,7,0,2.93,89,65,42,8,15,12,8,76,0.258,0.82,0.13,0.68,3.2,24,Philadelphia Phillies,0.0
5,5,Matt Strahm,Philadelphia Phillies,5.1,2,0,0,0,5,0,2.31,60,43,29,5,9,5,7,69,0.328,1.04,0.17,0.91,2.8,16,Seattle Mariners,1.0
6,6,Seth Lugo,San Diego Padres,5.0,7,4,4,0,3,2,3.58,98,62,44,7,11,11,8,40,-0.181,0.65,-0.11,0.65,-1.3,15,Chicago Cubs,0.0
7,7,Hayden Wesneski,Chicago Cubs,5.0,4,1,1,1,3,1,5.24,74,46,26,6,13,5,10,57,0.174,1.08,0.11,1.14,1.7,15,San Diego Padres,1.0
8,8,Miles Mikolas,St. Louis Cardinals,6.1,4,0,0,2,6,0,5.97,95,64,39,7,18,6,11,69,0.397,1.29,0.13,0.71,3.3,19,San Francisco Giants,0.0
9,9,Logan Webb,San Francisco Giants,6.2,7,2,2,1,7,1,4.1,102,70,40,13,17,11,8,58,0.041,1.14,0.02,0.96,1.1,20,St. Louis Cardinals,1.0
10,10,JP Sears,Oakland Athletics,4.1,6,6,6,2,4,1,6.23,87,58,39,9,10,3,12,29,-0.201,1.05,-0.03,0.29,-2.9,13,Los Angeles Angels,0.0
11,11,Shohei Ohtani,Los Angeles Angels,6.0,3,5,5,2,8,2,1.85,93,63,36,14,13,6,7,52,-0.063,1.0,-0.04,1.0,-1.8,18,Oakland Athletics,1.0
12,12,Kyle Gibson,Baltimore Orioles,4.1,8,3,3,2,3,0,3.93,102,64,39,9,16,12,6,36,-0.164,1.06,-0.11,1.19,-1.3,13,Detroit Tigers,0.0
13,13,Joey Wentz,Detroit Tigers,5.2,4,2,2,1,6,0,6.45,86,60,34,10,16,7,8,58,0.121,1.06,0.06,0.82,0.9,17,Baltimore Orioles,1.0
14,14,Shane McClanahan,Tampa Bay Rays,5.0,5,2,2,2,5,1,2.12,73,51,24,8,19,8,7,52,0.062,0.89,0.04,0.99,0.6,15,Chicago White Sox,0.0
15,15,Dylan Cease,Chicago White Sox,4.0,9,7,6,2,3,1,4.15,99,60,37,11,12,5,12,19,-0.391,0.86,-0.1,0.38,-4.9,12,Tampa Bay Rays,1.0
16,16,Trevor Williams,Washington Nationals,5.0,9,4,4,2,4,1,4.1,95,62,38,8,16,8,13,35,-0.211,0.93,-0.1,0.7,-1.4,15,New York Mets,0.0
17,17,Joey Lucchesi,New York Mets,5.1,5,3,3,2,3,1,2.19,90,57,35,3,19,6,12,47,0.106,0.98,0.07,1.15,1.2,16,Washington Nationals,1.0
18,18,Zack Greinke,Kansas City Royals,3.2,8,7,7,2,3,2,6.1,88,53,31,6,16,7,8,18,-0.344,0.81,-0.08,0.31,-5.0,11,Minnesota Twins,0.0
19,19,Tyler Mahle,Minnesota Twins,4.0,2,1,1,0,6,1,3.16,66,44,25,6,13,2,7,60,0.119,0.83,0.08,0.95,1.1,12,Kansas City Royals,1.0
20,20,Gerrit Cole,New York Yankees,6.2,6,2,2,1,8,0,1.11,92,69,40,14,15,7,11,61,0.199,1.36,0.11,1.31,1.6,20,Texas Rangers,0.0
21,21,Andrew Heaney,Texas Rangers,6.0,4,3,3,1,6,2,4.38,97,57,30,11,16,5,10,57,-0.075,0.72,-0.05,0.83,0.2,18,New York Yankees,1.0
