,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
3,L.Allen o4.5 Ks,kylemurray03,-105,1.0,1.9523809523809523,0.9523809523809524,L.Allen,Cleveland Guardians,Pittsburgh Pirates,0.0
7,L.Allen o4.5 Ks,PropBetGuy,111,1.0,2.1100000000000003,1.1100000000000003,L.Allen,Cleveland Guardians,Pittsburgh Pirates,0.0
11,J.Teheran o3.5 Ks,MikeRandle,-120,1.0,1.8333333333333337,0.8333333333333335,J.Teheran,Milwaukee Brewers,Philadelphia Phillies,0.0
20,B.Ober o5.5 Ks,cowhitchurch,-116,1.16,2.1599999999999997,0.9999999999999998,B.Ober,Minnesota Twins,Seattle Mariners,0.0
21,B.Ober o5.5 Ks,AnthonyDabbundo,-116,1.16,2.1599999999999997,0.9999999999999998,B.Ober,Minnesota Twins,Seattle Mariners,0.0
22,B.Woo o6.5 Ks,gneiffer07,-130,1.3,2.3,0.9999999999999998,B.Woo,Seattle Mariners,Minnesota Twins,1.0
25,B.Elder o3.5 Ks,gneiffer07,-135,1.35,2.35,1.0,B.Elder,Atlanta Braves,Arizona Diamondbacks,1.0
27,T.Skubal o4.5 Ks,gneiffer07,-155,1.55,2.55,0.9999999999999998,T.Skubal,Detroit Tigers,Kansas City Royals,0.0
29,D.German u6.5 Ks,gneiffer07,-140,1.4,2.4,1.0,D.German,New York Yankees,Los Angeles Angels,0.0
