,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
0,S.Turnbull o5.5 Ks,_Collin1,-128,0.64,S.Turnbull,1.14,0.5000000000000001,Philadelphia Phillies,Cincinnati Reds,0.0,0.75,1,0.75,1,0.75,1
1,N.Lodolo u7.5 Ks,BJCunningham,-110,1.1,N.Lodolo,2.1,1.0,Cincinnati Reds,Philadelphia Phillies,1.0,0.5,0,0.5,0,0.5,0
4,S.Armstrong o1.5 Ks,The_Oddsmaker,-125,1.25,S.Armstrong,2.25,1.0,Tampa Bay Rays,Detroit Tigers,1.0,0.5,0,0.5,0,0.5,0
13,M.Waldron o3.5 Ks,_Collin1,-110,0.55,M.Waldron,1.05,0.5,San Diego Padres,Colorado Rockies,0.0,0.75,1,0.75,1,0.75,1
17,C.Schmidt u7.5 Ks,BJCunningham,-128,1.28,C.Schmidt,2.28,1.0000000000000002,New York Yankees,Oakland Athletics,1.0,1.0,1,1.0,1,1.0,1
20,B.Snell u6.5 Ks,_Collin1,-120,0.6,B.Snell,1.1,0.5000000000000001,San Francisco Giants,New York Mets,1.0,1.0,1,1.0,1,1.0,1
23,K.Gibson o4.5 Ks,Thespinzone,110,0.17,K.Gibson,0.357,0.187,St Louis Cardinals,Arizona Diamondbacks,1.0,0.25,0,0.25,0,0.25,0
24,S.Turnbull o5.5 ks,Jason Radowitz,-122,1.0,S.Turnbull,1.819672131147541,0.819672131147541,Philadelphia Phillies,Cincinnati Reds,0.0,0.75,1,0.75,1,0.75,1
25,R.Lopez o5.5 ks,Jason Radowitz,130,1.0,R.Lopez,2.3,1.2999999999999998,Atlanta Braves,Miami Marlins,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
7,J.Taillon u4.5 Ks,SBK5065,-110,1.0,J.Taillon,1.9090909090909087,0.9090909090909092,Chicago Cubs,Houston Astros,1.0,1.0,1,1.0,1,1.0,1
8,S.Arrighetti u5.5 Ks,SBK5065,-145,1.25,S.Arrighetti,2.112068965517241,0.8620689655172415,Houston Astros,Chicago Cubs,0.0,1.0,1,1.0,1,1.0,1
10,J.Ryan o6.5 Ks,charliedisturco,-105,0.75,J.Ryan,1.4642857142857142,0.7142857142857142,Minnesota Twins,Chicago White Sox,1.0,0.5,0,0.5,0,0.5,0
26,J.Taillon u4.5 ks,Jason Radowitz,-118,1.0,J.Taillon,1.847457627118644,0.847457627118644,Chicago Cubs,Houston Astros,1.0,1.0,1,1.0,1,1.0,1
