Unnamed: 0,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
10,M.Waldron o4.5 Ks,_Collin1,-115,0.58,M.Waldron,1.0843478260869563,0.5043478260869564,San Diego Padres,Cincinnati Reds,1.0,0.6,1,0.6,1,0.6,1
11,N.Lodolo u5.5 Ks,_Collin1,-110,0.55,N.Lodolo,1.05,0.5,Cincinnati Reds,San Diego Padres,0.0,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
15,G.Canning u5.5 Ks,BJCunningham,116,1.0,G.Canning,2.16,1.16,Los Angeles Angels,Philadelphia Phillies,1.0,0.8,1,0.8,1,0.8,1
0,B.Wilson u4.5 Ks,charliedisturco,-135,1.0,B.Wilson,1.7407407407407407,0.7407407407407407,Milwaukee Brewers,Tampa Bay Rays,1.0,1.0,1,1.0,1,1.0,1
1,B.Wilson u4.5 Ks,GDAWG5000,-135,0.68,B.Wilson,1.1837037037037037,0.5037037037037037,Milwaukee Brewers,Tampa Bay Rays,1.0,1.0,1,1.0,1,1.0,1
2,B.Wilson u4.5 Ks,The_Oddsmaker,-135,1.35,B.Wilson,2.35,1.0,Milwaukee Brewers,Tampa Bay Rays,1.0,1.0,1,1.0,1,1.0,1
4,B.Falter u4.5 Ks,The_Oddsmaker,-132,1.32,B.Falter,2.3200000000000003,1.0000000000000002,Pittsburgh Pirates,Oakland Athletics,0.0,0.8,1,0.8,1,0.8,1
17,T.Henry u4.5 Ks,SBK5065,-145,0.73,T.Henry,1.233448275862069,0.5034482758620691,Arizona Diamondbacks,Los Angeles Dodgers,1.0,0.4,0,0.4,0,0.4,0
21,T.Rogers u4.5 ks,Jason Radowitz,-155,1.0,T.Rogers,1.6451612903225803,0.6451612903225805,Miami Marlins,Washington Nationals,1.0,0.4,0,0.4,0,0.4,0
16,A.Bohm o1.5 total bases,Nick Simon,100,1.0,A.Bohm,2.0,1.0,Philadelphia Phillies,Los Angeles Angels,0.0,0.5517241379310345,1,1.0,1,0.9,1
18,M.Betts o1.5 total bases,Rotowire,100,0.75,M.Betts,1.5,0.75,Los Angeles Dodgers,Arizona Diamondbacks,0.0,0.5,0,1.0,1,0.6,1
19,O.Cruz u1.5 total bases,Rotowire,100,0.75,O.Cruz,1.5,0.75,Pittsburgh Pirates,Oakland Athletics,0.0,0.6071428571428571,1,0.8,1,0.8,1
12,N.Lodolo u2.5 BB,SBK5065,-155,1.0,N.Lodolo,1.6451612903225803,0.6451612903225805,Cincinnati Reds,San Diego Padres,0.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1
