,Play,Expert,Odds,Units,Payout,Profit,Name,Team,Opponent,Hmcrt_adv
10,J.Lyles o2.5 Earned Runs,JoeDellera,-178,0.25,0.3904494382022472,0.1404494382022472,J.Lyles,Kansas City Royals,Tampa Bay Rays,0
