,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Mike Tauchman,Chicago Cubs,5,1,1,1,0,1,5,0.402,0.389,0.791,-0.034,0.51,-0.01,0.39,-0.1,3,-3,4,0,0,2,St. Louis Cardinals,0.0
1,1,Nico Hoerner,Chicago Cubs,5,1,1,0,0,0,5,0.331,0.399,0.73,-0.031,0.24,-0.01,0.19,0.7,2,-11,12,0,0,2,St. Louis Cardinals,0.0
2,2,Seiya Suzuki,Chicago Cubs,5,0,0,1,0,0,5,0.346,0.412,0.758,-0.016,0.26,-0.01,0.19,-0.5,1,0,0,0,0,0,St. Louis Cardinals,0.0
3,3,Ian Happ,Chicago Cubs,5,2,2,2,0,1,5,0.386,0.43,0.816,0.183,0.33,0.08,0.24,0.5,6,-5,0,0,7,8,St. Louis Cardinals,0.0
4,4,Dansby Swanson,Chicago Cubs,3,2,2,2,2,0,5,0.358,0.412,0.77,0.044,0.25,0.02,0.19,2.4,6,-6,0,0,8,5,St. Louis Cardinals,0.0
5,5,Cody Bellinger,Chicago Cubs,3,1,1,0,0,0,3,0.319,0.452,0.771,-0.056,0.65,-0.03,0.49,-0.9,2,1,0,0,0,1,St. Louis Cardinals,0.0
6,6,Trey Mancini,Chicago Cubs,2,0,0,0,0,2,2,0.314,0.355,0.669,-0.001,0.03,-0.0,0.02,-0.3,0,0,0,0,0,0,St. Louis Cardinals,0.0
7,7,Christopher Morel,Chicago Cubs,4,1,3,1,0,0,4,0.333,0.638,0.971,0.074,0.4,0.03,0.3,1.3,5,3,0,0,0,3,St. Louis Cardinals,0.0
8,8,Yan Gomes,Chicago Cubs,4,0,2,1,0,0,4,0.319,0.436,0.755,0.056,0.41,0.03,0.31,0.3,3,2,0,0,0,2,St. Louis Cardinals,0.0
9,9,Nick Madrigal,Chicago Cubs,4,1,2,1,0,1,4,0.329,0.315,0.644,0.1,0.53,0.04,0.4,0.8,4,-3,5,0,0,3,St. Louis Cardinals,0.0
10,10,Tommy Edman,St. Louis Cardinals,4,1,1,0,0,2,4,0.31,0.411,0.72,-0.041,0.48,-0.01,0.09,-0.7,2,-13,14,0,0,2,Chicago Cubs,1.0
