,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Jonathan India,Cincinnati Reds,4,0,0,1,0,0,5,0.371,0.403,0.774,-0.043,0.39,-0.01,0.23,-1.6,1,0,0,0,0,0,Chicago Cubs,0.0
1,1,Will Benson,Cincinnati Reds,1,0,1,0,0,0,1,0.111,0.077,0.188,0.0,0.0,0.0,0.0,0.2,1,1,0,0,0,1,Chicago Cubs,0.0
2,2,Matt McLain,Cincinnati Reds,5,1,3,0,1,0,6,0.426,0.575,1.001,0.0,0.29,0.0,0.17,0.8,4,3,0,0,0,3,Chicago Cubs,0.0
3,3,Spencer Steer,Cincinnati Reds,6,1,3,1,0,1,6,0.353,0.478,0.831,0.128,0.34,0.04,0.2,1.4,5,-13,14,2,0,6,Chicago Cubs,0.0
4,4,Tyler Stephenson,Cincinnati Reds,5,1,3,2,0,1,5,0.338,0.337,0.676,0.097,0.44,0.03,0.25,0.7,6,-6,9,0,0,4,Chicago Cubs,0.0
5,5,Nick Senzel,Cincinnati Reds,5,0,1,1,0,3,5,0.318,0.384,0.702,0.044,0.51,0.01,0.3,-1.6,2,1,0,0,0,1,Chicago Cubs,0.0
6,6,Stuart Fairchild,Cincinnati Reds,4,2,3,0,1,1,5,0.347,0.398,0.745,0.005,0.31,0.0,0.18,1.4,5,-7,10,0,0,5,Chicago Cubs,0.0
7,7,Kevin Newman,Cincinnati Reds,4,1,2,1,1,2,5,0.311,0.363,0.674,0.017,0.41,0.01,0.24,1.2,4,-3,5,0,0,4,Chicago Cubs,0.0
8,8,Jose Barrero,Cincinnati Reds,5,2,2,1,0,1,5,0.307,0.327,0.635,0.03,0.31,0.01,0.18,0.3,5,-6,8,0,0,3,Chicago Cubs,0.0
9,9,Curt Casali,Cincinnati Reds,4,1,1,2,0,2,5,0.259,0.149,0.408,0.006,0.25,0.0,0.14,1.1,4,1,0,0,0,1,Chicago Cubs,0.0
10,10,Nico Hoerner,Chicago Cubs,4,0,0,0,0,0,4,0.338,0.394,0.733,-0.041,0.39,-0.02,0.29,-1.0,0,0,0,0,0,0,Cincinnati Reds,1.0
11,11,Dansby Swanson,Chicago Cubs,3,0,0,0,0,2,3,0.36,0.411,0.772,-0.03,0.38,-0.01,0.29,-0.5,0,0,0,0,0,0,Cincinnati Reds,1.0
12,12,Edwin Rios,Chicago Cubs,1,0,0,0,0,1,1,0.25,0.261,0.511,0.0,0.01,0.0,0.01,-0.3,0,0,0,0,0,0,Cincinnati Reds,1.0
13,13,Mike Tauchman,Chicago Cubs,3,0,0,0,1,1,4,0.409,0.294,0.703,0.001,0.21,0.0,0.16,-0.5,0,0,0,0,0,0,Cincinnati Reds,1.0
14,14,Ian Happ,Chicago Cubs,3,0,0,0,1,0,4,0.405,0.426,0.831,-0.02,0.27,-0.01,0.2,-0.4,0,0,0,0,0,0,Cincinnati Reds,1.0
15,15,Trey Mancini,Chicago Cubs,3,0,0,0,0,2,3,0.323,0.345,0.668,-0.036,0.44,-0.02,0.34,-0.6,0,0,0,0,0,0,Cincinnati Reds,1.0
16,16,Christopher Morel,Chicago Cubs,3,0,1,0,0,1,3,0.381,0.85,1.231,-0.02,0.35,-0.01,0.27,-0.0,1,1,0,0,0,1,Cincinnati Reds,1.0
17,17,Matt Mervis,Chicago Cubs,3,0,0,0,0,2,3,0.273,0.317,0.589,-0.02,0.25,-0.01,0.19,-0.7,0,0,0,0,0,0,Cincinnati Reds,1.0
18,18,Miles Mastrobuoni,Chicago Cubs,3,0,1,0,0,2,3,0.283,0.225,0.508,-0.022,0.37,-0.01,0.28,0.0,1,1,0,0,0,1,Cincinnati Reds,1.0
19,19,Tucker Barnhart,Chicago Cubs,3,0,0,0,0,1,3,0.288,0.196,0.484,-0.028,0.37,-0.01,0.28,-0.9,0,0,0,0,0,0,Cincinnati Reds,1.0
20,20,Tim Anderson,Chicago White Sox,5,3,4,1,1,0,6,0.304,0.3,0.604,0.041,0.26,0.01,0.12,1.9,8,4,0,0,0,4,Detroit Tigers,0.0
21,21,Andrew Benintendi,Chicago White Sox,5,1,2,1,1,0,6,0.333,0.36,0.693,0.145,0.4,0.04,0.19,1.4,4,1,0,1,0,4,Detroit Tigers,0.0
