,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Geraldo Perdomo,Arizona Diamondbacks,4,0,0,0,0,1,4,0.381,0.407,0.788,-0.086,0.82,-0.07,1.19,-0.8,0,0,0,0,0,0,Atlanta Braves,0.0
1,1,Ketel Marte,Arizona Diamondbacks,4,0,1,0,0,2,4,0.358,0.491,0.849,0.055,0.78,0.05,1.13,0.5,1,-4,0,5,0,3,Atlanta Braves,0.0
2,2,Corbin Carroll,Arizona Diamondbacks,3,2,1,1,1,2,4,0.361,0.539,0.9,0.187,1.32,0.16,1.9,1.0,4,-18,0,0,19,4,Atlanta Braves,0.0
3,3,Christian Walker,Arizona Diamondbacks,3,1,0,0,0,3,4,0.338,0.514,0.853,-0.045,1.28,-0.04,1.84,-0.6,1,0,0,0,0,0,Atlanta Braves,0.0
4,4,Dominic Canzone,Arizona Diamondbacks,4,1,1,3,0,2,4,0.188,0.333,0.521,0.217,1.82,0.19,2.62,1.2,5,0,0,0,1,4,Atlanta Braves,0.0
5,5,Emmanuel Rivera,Arizona Diamondbacks,3,1,2,1,1,1,4,0.328,0.403,0.731,0.114,0.82,0.1,1.19,1.1,4,-1,0,0,3,5,Atlanta Braves,0.0
6,6,Jake McCarthy,Arizona Diamondbacks,4,0,1,0,0,2,4,0.332,0.353,0.685,0.021,1.07,0.02,1.54,-0.3,1,1,0,0,0,1,Atlanta Braves,0.0
7,7,Carson Kelly,Arizona Diamondbacks,3,0,0,0,0,1,3,0.207,0.255,0.461,-0.049,0.62,-0.04,0.9,-0.5,0,0,0,0,0,0,Atlanta Braves,0.0
8,8,Lourdes Gurriel Jr.,Arizona Diamondbacks,1,0,0,0,0,0,1,0.314,0.48,0.795,-0.093,3.96,-0.08,5.71,-0.5,0,0,0,0,0,0,Atlanta Braves,0.0
9,9,Alek Thomas,Arizona Diamondbacks,4,0,0,0,0,1,4,0.267,0.387,0.655,-0.136,1.3,-0.12,1.87,-1.0,0,0,0,0,0,0,Atlanta Braves,0.0
10,10,Ronald Acuna Jr.,Atlanta Braves,4,0,1,0,0,0,4,0.411,0.586,0.997,-0.108,1.2,-0.04,0.68,-0.8,1,1,0,0,0,0,Arizona Diamondbacks,1.0
11,11,Ozzie Albies,Atlanta Braves,3,1,0,0,1,1,4,0.319,0.505,0.825,-0.029,1.03,-0.01,0.59,-0.5,1,0,0,0,0,0,Arizona Diamondbacks,1.0
12,12,Austin Riley,Atlanta Braves,4,2,2,3,0,0,4,0.33,0.477,0.808,0.738,1.34,0.25,0.76,3.3,7,-19,0,1,20,7,Arizona Diamondbacks,1.0
13,13,Matt Olson,Atlanta Braves,4,2,2,3,0,1,4,0.363,0.581,0.944,0.177,1.04,0.06,0.59,1.6,7,-30,0,0,32,8,Arizona Diamondbacks,1.0
14,14,Travis d'Arnaud,Atlanta Braves,4,0,0,0,0,1,4,0.329,0.464,0.793,-0.094,0.91,-0.03,0.52,-0.7,0,0,0,0,0,0,Arizona Diamondbacks,1.0
15,15,Marcell Ozuna,Atlanta Braves,3,0,0,0,0,0,3,0.313,0.456,0.769,-0.064,0.82,-0.02,0.46,-0.4,0,0,0,0,0,0,Arizona Diamondbacks,1.0
16,16,Eddie Rosario,Atlanta Braves,3,0,0,0,0,2,3,0.302,0.477,0.779,-0.086,1.09,-0.03,0.62,-0.6,0,0,0,0,0,0,Arizona Diamondbacks,1.0
17,17,Orlando Arcia,Atlanta Braves,3,1,1,1,0,0,3,0.343,0.438,0.78,0.105,1.17,0.04,0.66,0.6,3,-8,0,0,9,4,Arizona Diamondbacks,1.0
18,18,Michael Harris II,Atlanta Braves,3,1,2,0,0,0,3,0.317,0.444,0.761,0.046,0.88,0.01,0.5,0.1,3,-11,13,0,0,4,Arizona Diamondbacks,1.0
19,19,Austin Slater,San Francisco Giants,4,0,0,0,0,0,4,0.392,0.484,0.876,-0.059,0.54,-0.05,0.81,-0.9,0,0,0,0,0,0,Cincinnati Reds,0.0
20,20,Wilmer Flores,San Francisco Giants,3,1,1,1,1,0,4,0.349,0.526,0.875,0.024,0.46,0.02,0.7,1.1,3,-11,0,0,12,4,Cincinnati Reds,0.0
21,21,Mike Yastrzemski,San Francisco Giants,4,0,0,0,0,2,4,0.317,0.448,0.765,-0.063,0.65,-0.06,0.98,-0.9,0,0,0,0,0,0,Cincinnati Reds,0.0
22,22,Patrick Bailey,San Francisco Giants,3,0,0,0,0,1,3,0.304,0.453,0.756,-0.065,0.85,-0.06,1.28,-0.7,0,0,0,0,0,0,Cincinnati Reds,0.0
23,23,Luis Matos,San Francisco Giants,3,0,1,0,0,0,3,0.324,0.344,0.668,-0.047,0.57,-0.04,0.86,-0.5,1,-2,3,0,0,0,Cincinnati Reds,0.0
24,24,Joc Pederson,San Francisco Giants,3,0,0,0,0,2,3,0.357,0.411,0.767,-0.038,0.48,-0.03,0.72,-0.6,0,0,0,0,0,0,Cincinnati Reds,0.0
25,25,David Villar,San Francisco Giants,3,0,0,0,0,0,3,0.239,0.328,0.567,-0.042,0.54,-0.04,0.81,-0.6,0,0,0,0,0,0,Cincinnati Reds,0.0
