,Unnamed: 0,Name,Team,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Opponent,Hmcrt_adv
0,0,Nick Pratto,Kansas City Royals,3,0,0,0,1,2,4,0.37,0.418,0.788,-0.073,1.23,0.0,0.01,-0.6,0,0,0,0,0,0,Detroit Tigers,0.0
1,1,Bobby Witt Jr.,Kansas City Royals,3,0,0,0,1,1,4,0.288,0.43,0.718,-0.054,1.0,0.0,0.01,-0.5,0,0,0,0,0,0,Detroit Tigers,0.0
2,2,Salvador Perez,Kansas City Royals,4,0,1,0,0,0,4,0.302,0.484,0.786,-0.057,0.94,0.0,0.01,-0.4,1,1,0,0,0,1,Detroit Tigers,0.0
3,3,MJ Melendez,Kansas City Royals,4,0,0,0,0,3,4,0.294,0.35,0.644,-0.114,1.16,0.0,0.01,-1.1,0,0,0,0,0,0,Detroit Tigers,0.0
4,4,Maikel Garcia,Kansas City Royals,4,1,3,0,0,0,4,0.335,0.401,0.737,0.046,1.23,0.0,0.01,0.2,4,3,0,0,0,3,Detroit Tigers,0.0
5,5,Matt Beaty,Kansas City Royals,3,0,1,1,1,0,4,0.4,0.444,0.844,0.135,1.25,0.0,0.01,0.9,2,0,1,0,0,2,Detroit Tigers,0.0
6,6,Dairon Blanco,Kansas City Royals,3,0,0,0,0,1,4,0.318,0.368,0.687,0.044,1.25,0.0,0.01,0.4,0,0,0,0,0,0,Detroit Tigers,0.0
7,7,Nicky Lopez,Kansas City Royals,3,0,0,0,1,1,4,0.339,0.303,0.642,-0.113,1.54,-0.0,0.01,-1.1,0,0,0,0,0,0,Detroit Tigers,0.0
8,8,Drew Waters,Kansas City Royals,4,0,0,0,0,2,4,0.242,0.233,0.476,-0.15,1.56,-0.0,0.01,-1.4,0,0,0,0,0,0,Detroit Tigers,0.0
9,9,Zack Short,Detroit Tigers,2,0,0,0,2,0,4,0.326,0.395,0.721,0.022,2.19,0.01,1.11,-0.0,0,0,0,0,0,0,Kansas City Royals,1.0
10,10,Spencer Torkelson,Detroit Tigers,4,0,0,0,0,0,4,0.309,0.381,0.69,-0.335,2.9,-0.1,1.47,-1.7,0,0,0,0,0,0,Kansas City Royals,1.0
11,11,Andy Ibáñez,Detroit Tigers,4,0,1,0,0,0,4,0.27,0.408,0.678,-0.121,1.65,-0.04,0.84,-0.3,1,1,0,0,0,1,Kansas City Royals,1.0
12,12,Javier Báez,Detroit Tigers,4,0,1,0,0,0,4,0.273,0.349,0.622,0.076,1.61,0.02,0.82,-0.3,1,-9,10,0,0,2,Kansas City Royals,1.0
13,13,Eric Haase,Detroit Tigers,3,0,0,0,0,1,3,0.268,0.296,0.564,-0.07,0.87,-0.02,0.44,-0.5,0,0,0,0,0,0,Kansas City Royals,1.0
14,14,Kerry Carpenter,Detroit Tigers,1,0,0,0,0,0,1,0.325,0.509,0.834,-0.12,4.92,-0.04,2.49,-0.3,0,0,0,0,0,0,Kansas City Royals,1.0
15,15,Jonathan Schoop,Detroit Tigers,3,0,0,0,0,1,3,0.285,0.261,0.546,-0.106,1.36,-0.03,0.69,-0.6,0,0,0,0,0,0,Kansas City Royals,1.0
16,16,Zach McKinstry,Detroit Tigers,1,0,0,0,0,1,1,0.338,0.374,0.712,-0.166,5.97,-0.05,3.02,-0.4,0,0,0,0,0,0,Kansas City Royals,1.0
